_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
5106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,10,22,52,11,34,55,4,0,10,23,25,50,201
5107,3,47,312,276,283,167,34,9,3,1126,0,21,190,158,144,77,18,0,0,611,0,9,90,114,73,48,6,3,0,336,0,0,49,57,51,32,3,3,0,193,0,3,29,42,45,24,4,0,0,158,4,0,14,8,6,10,3,3,0,51,102,51,141,106,134,103,90,69,23,820,1129,1166,2588,2240,2272,1913,1370,696,212,13579
5108,3,143,696,564,611,465,74,22,4,2587,0,54,335,331,284,201,42,3,4,1255,0,16,171,172,213,135,21,3,3,735,0,6,81,112,109,75,15,0,0,397,0,3,53,84,98,66,11,3,0,315,0,4,22,29,24,22,6,3,0,112,207,196,443,337,350,286,247,202,114,2382,2669,3033,6282,5190,5400,4578,2890,1592,531,32164
5109,8,82,363,333,372,264,79,31,6,1534,0,24,175,212,203,157,23,3,3,799,0,14,127,161,149,139,16,0,3,606,0,4,60,85,110,69,12,0,0,345,0,3,37,88,100,75,9,3,0,309,3,0,8,19,32,19,9,3,0,91,96,71,183,130,132,158,134,113,58,1088,1321,1341,2734,2604,2782,2614,2025,1173,411,17010
5110,0,30,187,174,139,75,18,3,0,620,0,16,107,86,72,50,6,0,0,341,0,11,66,45,48,24,0,0,0,189,0,0,25,44,25,21,0,0,0,110,0,3,22,29,24,19,0,0,0,92,0,3,3,10,5,7,0,0,0,25,61,55,93,101,93,78,57,59,29,618,524,617,1420,1237,1104,949,613,353,106,6925
5111,11,41,24,3,0,0,0,0,0,77,0,25,15,0,0,0,0,0,0,46,0,4,0,4,3,0,0,0,0,14,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,16,6,3,0,0,0,0,0,35,42,131,70,15,11,3,3,0,0,272
5112,0,49,238,206,251,208,46,20,10,1031,3,16,134,110,126,85,17,6,4,499,0,9,58,81,83,82,8,3,0,316,0,4,26,54,66,29,3,0,0,185,0,0,17,43,65,40,4,0,0,171,6,4,16,18,20,12,9,3,0,81,157,132,217,217,253,193,170,176,84,1593,1305,1343,2496,2299,2628,2234,1566,1210,551,15643
5113,0,40,203,151,161,114,34,12,5,715,0,23,84,50,84,44,13,3,0,298,0,7,36,28,37,25,3,0,0,130,0,3,21,15,15,19,3,0,0,77,0,4,7,9,15,8,0,0,0,49,3,0,13,13,13,6,13,0,3,71,167,165,306,219,241,199,176,160,51,1692,1205,1458,2838,2033,2261,1996,1418,1034,367,14612
5114,10,176,714,549,578,392,57,11,10,2486,0,74,428,355,340,187,33,0,0,1415,0,25,274,223,253,139,22,5,0,940,0,6,114,160,194,85,9,0,0,567,0,3,80,145,176,109,10,3,0,530,0,3,16,33,63,32,0,10,0,166,193,170,364,243,262,206,165,110,88,1802,2411,2696,5454,4212,4451,3355,1888,870,355,25693
5115,5,88,327,151,126,68,7,3,0,777,0,26,183,89,64,41,9,0,3,420,0,12,104,78,46,30,5,0,0,274,0,3,51,39,32,7,4,0,0,133,0,0,25,23,24,20,0,0,0,91,0,7,8,6,4,9,3,0,0,29,60,60,151,89,73,68,49,13,5,566,640,987,2226,1240,1032,788,437,166,35,7544
5116,3,51,185,127,165,112,30,12,12,690,0,19,107,100,89,87,15,7,0,417,0,4,78,66,74,52,6,0,0,284,0,6,35,68,51,38,9,0,0,199,0,0,33,72,61,31,6,0,0,202,0,0,12,12,10,9,0,4,5,55,48,34,76,67,58,70,77,76,61,550,646,612,1240,1055,1127,1081,898,656,238,7545
5117,0,15,34,75,74,39,10,0,0,248,0,0,30,56,49,24,4,0,0,171,0,0,20,31,41,19,0,0,0,106,0,0,20,31,27,12,0,0,0,88,0,0,10,47,34,3,3,0,0,96,0,0,3,7,7,0,0,0,0,19,15,6,19,25,21,16,20,8,4,127,226,173,284,450,492,270,206,96,24,2226
5118,3,91,249,275,333,278,86,21,12,1340,0,24,188,184,254,153,34,11,0,862,0,7,129,172,222,143,33,3,4,712,0,5,75,131,161,108,13,0,0,500,0,3,72,157,211,134,13,0,0,592,4,0,25,31,48,45,13,8,0,179,103,68,104,134,200,174,132,124,60,1099,1242,1157,1943,2187,2826,2503,1747,1045,461,15105
5120,0,14,36,34,31,23,0,3,0,140,0,4,14,21,8,15,3,0,0,67,0,0,12,17,11,11,0,0,0,50,0,0,7,10,8,7,0,0,0,38,0,0,4,16,8,4,0,0,0,32,0,0,0,7,7,0,0,0,0,16,6,8,23,24,23,30,12,14,0,146,90,123,241,285,273,288,166,86,16,1569
5121,0,15,30,16,26,25,3,5,0,117,0,6,19,11,17,10,0,0,0,63,0,5,8,9,14,12,3,0,0,45,0,0,0,6,9,0,0,0,0,20,0,0,0,9,7,3,0,0,0,24,0,0,0,3,0,0,0,0,0,9,6,4,10,8,11,11,13,13,0,80,76,144,204,151,207,238,208,153,26,1403
5125,3,102,321,324,420,286,83,14,0,1558,0,44,196,265,288,180,42,3,0,1022,0,8,182,249,270,136,29,3,0,873,0,3,109,188,213,117,17,0,0,653,0,3,93,265,347,183,22,3,0,908,0,0,16,69,117,72,11,3,3,287,62,48,83,97,134,102,102,99,81,816,1427,1198,1997,2586,3187,2459,1639,818,218,15524
5126,0,31,161,137,137,105,45,17,0,631,0,17,104,103,99,71,20,5,0,416,0,6,81,86,86,63,12,0,0,337,0,3,57,64,65,32,11,0,0,234,0,3,35,85,71,24,12,0,0,225,0,0,4,13,14,15,4,0,0,53,21,17,32,58,40,37,42,20,9,269,415,437,933,1013,952,923,768,302,68,5802
5127,3,36,146,125,156,154,48,3,0,668,3,19,110,110,123,94,22,0,0,479,0,4,78,85,98,96,7,0,0,375,0,3,41,50,82,66,9,0,0,249,0,3,24,74,112,74,7,0,0,294,0,0,3,11,25,24,4,0,0,75,28,22,28,28,50,36,41,18,8,253,570,509,867,913,1258,1227,757,277,96,6475
5131,0,7,11,13,27,17,8,0,0,81,0,3,8,11,20,14,3,0,0,50,0,0,0,12,13,17,3,0,0,50,0,0,0,13,13,10,0,0,0,33,0,0,4,11,20,10,0,0,0,37,0,0,3,6,6,5,0,0,0,19,12,5,3,9,7,18,14,3,0,68,66,66,57,108,183,178,125,48,4,825
5132,0,0,3,5,12,7,8,0,0,31,0,3,8,4,6,5,0,0,0,23,0,0,0,12,0,3,3,0,0,18,0,0,0,3,0,0,0,0,0,10,0,0,0,3,8,3,0,0,0,24,0,0,0,4,5,3,3,0,0,13,4,0,0,3,0,3,6,3,0,18,22,18,24,57,71,55,75,15,3,344
5133,0,3,3,3,5,3,0,4,0,25,0,0,0,0,3,3,3,0,0,15,0,0,0,9,7,0,0,0,0,15,0,0,4,6,0,9,0,0,0,22,0,0,0,7,6,5,0,0,0,19,0,0,0,0,5,3,0,0,0,14,0,3,4,6,6,0,9,0,0,29,32,27,23,43,68,61,57,15,6,321
5134,0,0,0,8,6,9,3,0,0,27,0,0,3,7,4,3,3,0,0,27,0,0,0,0,6,3,0,0,0,15,0,0,0,6,0,3,0,0,0,8,0,0,0,3,15,3,0,0,0,22,0,0,0,0,4,3,0,0,0,15,5,0,0,4,5,4,6,0,0,29,34,14,19,58,67,73,51,28,5,352
5136,0,0,8,6,8,12,3,0,0,37,0,0,0,3,8,3,3,0,0,22,0,0,0,3,13,4,3,0,0,19,0,0,0,7,7,3,0,0,0,19,0,0,3,8,17,3,0,0,0,24,0,0,0,0,7,0,0,0,0,12,5,0,8,3,8,3,5,0,0,31,39,23,50,59,109,70,55,15,4,418
5137,0,0,6,7,10,11,8,0,0,45,0,0,9,5,7,6,0,0,0,29,0,0,4,5,4,10,0,0,0,26,0,0,0,3,0,3,3,0,0,10,0,0,4,5,9,13,5,0,0,32,0,0,0,6,7,6,4,0,0,24,11,6,3,3,9,11,8,0,0,36,43,41,47,54,81,107,75,18,12,480
5138,0,0,3,6,4,4,3,0,0,26,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,6,0,0,0,11,0,0,0,4,13,5,0,0,0,25,0,0,0,7,4,3,0,0,0,20,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,3,0,0,8,17,13,19,33,54,49,29,12,3,241
5139,0,3,0,4,4,6,0,0,0,15,0,0,3,0,3,0,3,0,0,8,0,0,0,0,7,4,0,0,0,14,0,0,0,0,8,4,0,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,7,0,17,14,6,24,20,41,43,27,14,3,189
5140,0,0,8,5,8,6,5,0,0,33,0,0,6,7,7,3,0,0,0,31,0,0,8,13,6,3,3,0,0,30,0,0,3,12,11,4,0,0,0,27,0,0,5,6,3,3,5,0,0,24,0,0,0,6,9,3,0,0,0,15,3,0,3,0,3,0,0,0,0,10,38,12,39,76,66,44,45,3,0,328
5141,0,0,9,10,7,17,8,0,0,52,0,0,6,11,5,10,4,0,0,35,0,0,0,11,8,9,0,0,0,25,0,0,5,7,8,12,3,0,0,26,0,0,0,13,17,11,4,0,0,42,0,0,0,8,11,4,0,0,0,20,10,3,3,6,10,0,7,0,0,37,51,32,54,90,101,122,72,14,6,547
5142,0,3,6,6,8,14,4,0,0,45,0,0,4,5,6,3,3,0,0,27,0,0,5,6,4,3,0,0,0,20,0,0,4,4,3,6,0,0,0,16,0,0,5,9,9,6,0,0,0,28,0,0,0,3,6,7,4,0,0,18,0,0,9,0,4,4,0,9,3,23,21,33,58,64,76,96,50,41,25,462
5144,0,3,3,6,11,6,3,0,0,27,0,0,3,5,3,7,4,0,0,26,0,0,0,3,3,7,0,0,0,15,0,0,0,0,8,6,3,0,0,16,0,0,0,9,8,3,0,0,0,20,0,0,0,6,6,12,0,0,0,26,0,0,0,3,8,7,3,0,0,24,27,31,23,43,74,100,59,20,4,365
5150,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7,5,0,0,11,0,3,4,7,8,11,8,5,0,49
5151,0,0,4,3,11,9,6,4,0,36,0,3,3,3,4,0,0,0,0,21,0,0,3,5,5,3,3,0,0,18,0,0,3,0,5,3,0,0,0,12,0,0,0,9,8,5,0,0,0,28,0,0,0,5,11,3,4,0,0,18,4,0,3,3,3,0,3,0,0,19,33,19,32,32,72,57,38,12,8,296
5152,0,13,40,62,83,77,60,16,0,353,0,6,48,50,78,67,47,10,6,313,0,0,44,75,93,76,36,3,0,324,0,0,22,73,89,64,34,3,4,293,0,0,36,111,139,82,24,6,3,403,0,0,16,104,119,83,47,8,4,377,22,9,21,42,46,49,41,25,8,262,355,255,389,790,974,880,809,311,118,4880
5153,0,15,66,77,117,148,52,17,0,503,3,3,53,77,96,82,29,3,3,341,0,5,34,60,96,76,17,4,0,293,0,0,36,37,67,55,10,0,0,208,0,0,18,63,110,81,14,0,3,296,0,0,11,54,84,63,24,5,0,242,50,15,36,35,70,78,57,21,14,370,486,323,517,748,1142,1105,669,197,85,5266
5154,0,9,20,34,54,51,50,11,0,226,0,5,13,36,40,53,28,4,0,180,0,0,13,47,52,44,19,3,0,179,0,0,7,32,48,36,9,3,0,127,0,0,10,61,59,68,18,3,0,212,0,0,6,48,61,50,22,3,0,192,13,3,8,25,20,33,23,18,15,161,232,139,156,435,512,552,468,135,54,2668
5155,0,7,60,69,73,61,20,0,0,307,0,3,39,53,56,46,26,3,0,228,0,0,43,48,48,43,11,0,0,200,0,3,20,55,40,28,6,0,0,151,0,0,22,68,67,47,11,0,0,216,0,0,7,25,29,19,3,3,0,85,12,8,19,25,23,35,21,4,4,144,215,153,394,605,574,561,349,120,42,3015
5156,0,4,6,10,14,22,6,0,0,63,0,0,8,10,12,21,3,0,0,58,0,0,7,15,15,13,5,0,0,63,0,0,3,11,10,14,3,0,0,37,0,0,6,23,11,17,0,0,0,64,0,0,0,3,5,5,3,0,0,22,4,0,3,0,8,9,7,4,0,37,63,54,71,126,144,170,108,28,9,771
5157,0,14,23,37,70,72,30,6,0,248,0,0,18,39,45,28,8,0,0,144,0,0,7,37,44,41,11,0,0,134,0,0,8,20,21,26,13,0,0,93,0,0,6,21,44,31,8,0,0,116,0,0,0,16,35,23,5,3,0,87,27,9,7,24,21,36,38,6,5,178,202,159,155,335,512,544,411,99,23,2432
5158,3,99,497,519,562,422,117,14,7,2236,0,38,328,372,382,289,54,6,3,1476,0,11,273,313,312,257,37,3,0,1214,0,3,128,209,200,159,20,4,3,722,0,3,108,260,273,181,18,3,0,839,0,8,24,60,62,52,7,3,0,210,71,67,124,103,144,161,102,55,29,862,1598,1469,3122,3503,3568,3648,2043,759,308,20027
5159,4,136,570,539,651,559,238,40,11,2759,0,54,336,494,435,365,108,14,0,1801,0,10,270,405,445,326,56,6,3,1525,0,0,128,268,302,232,39,3,3,979,0,7,142,321,413,264,48,4,6,1210,0,0,32,95,133,103,20,5,3,396,96,68,139,178,202,181,158,110,56,1182,2239,1930,3644,4262,4720,4792,3393,1435,693,27099
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,6,3,9,0,0,24
5161,0,33,237,180,190,140,47,13,0,831,0,10,167,117,122,86,11,0,3,522,0,3,105,93,71,59,9,0,0,333,0,0,26,45,43,39,0,0,0,160,0,4,33,39,34,27,9,0,0,141,0,0,6,10,12,3,4,3,3,32,32,17,67,57,47,36,43,39,46,396,569,597,1547,1295,1233,1243,1079,536,274,8371
5162,3,137,633,576,609,448,137,24,7,2575,0,38,381,399,368,224,62,6,0,1476,0,19,217,268,290,177,33,3,0,1017,0,8,98,164,165,101,19,0,0,556,0,5,89,155,163,88,14,3,0,513,0,6,11,32,34,24,12,3,3,119,137,126,246,229,252,243,283,205,192,1910,2161,2183,4560,4294,4566,4193,3686,1754,687,28069
5163,0,43,245,209,208,186,52,10,13,963,0,15,114,127,130,99,16,4,0,499,0,3,55,100,78,70,4,0,0,311,0,0,23,55,54,38,6,0,0,177,0,0,23,41,59,39,10,0,0,177,0,0,4,3,16,26,6,0,0,60,63,59,83,100,116,131,118,76,68,800,852,893,1816,1764,1874,1937,1525,590,301,11543
5164,0,17,59,60,63,23,12,3,3,241,0,9,31,25,26,14,5,0,0,102,0,0,23,20,19,13,0,0,0,71,0,0,7,11,8,3,0,0,0,30,0,0,6,13,5,4,4,0,0,32,3,3,3,0,10,3,3,0,0,25,44,35,58,69,57,70,82,65,19,503,344,329,664,651,623,595,634,324,141,4311
5165,5,28,77,61,70,55,19,6,0,325,0,12,50,36,37,23,3,0,0,170,0,0,24,34,45,20,0,0,0,130,0,0,20,11,31,14,3,0,0,81,0,0,15,15,24,13,3,0,0,71,4,0,5,9,13,9,3,0,0,37,35,40,70,72,71,66,70,78,71,574,300,416,700,620,696,617,531,400,198,4463
5166,0,13,23,19,27,36,9,0,0,128,0,0,13,11,13,15,0,0,0,59,0,3,11,7,8,5,5,0,0,43,0,0,0,3,3,3,0,0,0,15,0,0,0,5,7,3,0,0,0,14,0,0,0,0,3,4,0,0,0,11,11,5,20,14,17,20,26,20,3,126,94,124,236,211,245,261,279,113,18,1580
5167,0,22,78,109,105,86,14,3,3,419,0,6,58,67,79,52,7,3,0,271,0,6,39,54,58,45,4,0,0,203,0,0,15,44,34,43,0,0,0,135,0,0,16,50,39,34,4,0,0,142,0,0,0,16,4,5,3,4,0,36,18,15,43,75,48,54,65,71,72,461,328,305,628,790,802,791,622,333,152,4746
5168,0,18,116,83,78,71,23,3,4,391,0,12,61,39,61,35,3,0,0,213,0,3,37,48,25,28,0,0,0,144,0,3,22,24,30,11,3,0,0,89,0,0,14,32,24,17,3,0,0,96,0,0,7,8,6,3,3,0,0,28,21,29,61,50,43,43,60,20,8,329,287,371,805,709,715,713,549,208,58,4420
5169,3,83,383,280,312,195,45,12,5,1325,0,22,217,224,191,105,14,3,0,779,0,7,134,168,118,93,21,3,3,541,0,7,67,117,95,61,7,0,0,355,0,3,77,95,101,55,5,0,0,335,0,0,13,25,36,22,3,3,3,104,86,65,162,138,148,119,104,76,36,936,1026,1126,2519,2297,2111,1829,1398,730,358,13400
5170,0,0,19,24,23,20,4,4,3,95,0,0,15,9,8,13,0,3,0,53,0,0,3,16,10,8,0,0,0,37,0,0,3,9,3,8,3,0,0,21,0,0,3,9,6,6,0,3,0,30,0,0,0,0,0,3,0,0,0,10,10,3,10,3,13,15,4,15,0,73,70,49,132,151,192,183,96,67,19,966
5171,0,11,53,102,116,94,38,16,6,449,0,9,45,64,93,56,20,3,0,287,0,0,28,61,76,54,16,11,0,247,0,0,18,45,55,29,12,0,0,154,0,0,10,61,68,42,6,3,0,192,0,0,0,25,23,14,13,0,3,88,32,13,18,47,38,65,61,52,63,389,371,252,393,728,905,840,787,426,216,4916
5172,0,9,29,56,69,64,17,11,4,266,0,6,21,58,54,43,14,3,0,209,0,0,16,47,41,39,13,4,0,160,0,0,5,22,43,31,14,0,3,117,0,0,16,31,57,28,3,0,0,139,0,0,8,11,18,21,6,3,0,72,34,11,28,29,48,39,28,20,9,239,281,184,266,526,629,620,426,219,56,3222
5173,3,39,214,208,199,129,50,12,4,855,0,11,119,130,115,56,17,4,0,454,0,6,83,119,94,50,11,3,0,362,0,0,48,65,53,35,10,0,0,217,0,0,37,58,60,29,11,3,0,196,3,0,13,31,20,19,10,5,3,103,119,55,141,137,150,129,118,74,51,974,818,674,1637,1712,1682,1392,1150,554,207,9829
5174,0,8,44,51,56,32,9,5,0,207,0,3,30,29,34,23,0,0,0,114,0,0,23,23,28,19,3,0,0,94,0,0,6,10,15,10,3,0,0,42,0,0,6,19,22,7,8,0,0,57,0,0,3,3,0,4,0,0,0,12,26,15,36,31,34,37,21,7,0,210,197,155,378,375,479,392,281,83,21,2353
5201,0,4,29,28,45,36,7,0,0,152,0,3,23,15,19,27,12,0,0,102,0,0,16,16,22,19,3,0,0,75,0,0,8,9,15,19,0,0,0,53,0,3,17,16,32,22,4,0,0,88,0,0,3,5,5,14,0,3,0,29,24,10,13,20,24,22,11,4,3,137,137,107,215,233,332,322,183,56,18,1595
5202,0,3,10,14,18,13,3,0,0,59,0,0,4,6,12,15,0,0,0,41,0,0,5,5,5,9,0,0,0,32,0,0,0,5,5,4,0,0,0,11,0,0,3,4,6,4,0,0,0,25,0,0,0,0,7,3,0,0,0,6,0,7,10,0,12,12,10,3,3,58,50,39,104,101,145,136,81,32,18,705
5203,0,0,5,12,19,23,4,0,0,70,0,0,8,12,11,3,7,3,0,42,0,0,3,8,6,6,0,0,0,28,0,0,4,3,3,0,0,0,0,7,0,0,0,4,8,5,0,0,0,17,0,0,0,0,0,6,3,0,0,16,8,3,3,3,14,24,25,17,29,130,63,45,83,109,170,241,202,112,61,1084
5204,0,4,18,20,28,54,32,10,0,171,0,0,16,16,9,22,22,4,3,86,0,0,6,9,12,26,6,0,0,59,0,0,4,4,9,10,0,0,0,32,0,0,0,8,8,21,4,0,0,48,0,0,0,3,3,9,9,0,0,29,12,3,8,18,24,46,57,26,9,212,97,78,161,229,332,639,652,249,61,2486
5210,0,4,12,25,27,25,9,3,0,102,0,0,11,26,17,21,7,0,0,77,0,0,8,18,17,16,0,0,0,60,0,0,7,17,3,3,0,0,0,36,0,0,3,10,17,9,0,0,0,39,0,0,0,3,7,0,0,3,0,13,15,5,3,25,17,27,16,0,3,110,121,79,157,238,252,267,187,43,13,1357
5211,3,17,119,118,159,180,145,58,36,834,0,3,54,67,87,87,52,13,8,374,0,3,27,52,66,73,32,9,3,269,0,0,26,50,52,59,27,5,4,220,0,0,25,53,64,55,17,11,0,233,0,0,10,21,24,35,31,5,6,133,70,33,52,95,107,150,224,215,218,1170,666,487,1031,1306,1595,2280,3259,1835,798,13262
5212,0,5,10,20,15,28,14,15,3,104,0,0,5,12,13,10,8,3,0,51,0,0,4,7,14,11,7,5,0,44,0,0,3,9,3,9,11,0,0,30,0,0,3,4,9,11,8,0,0,32,0,0,0,0,3,0,3,0,0,17,10,4,18,17,9,23,33,51,62,219,73,57,131,171,200,319,439,317,130,1842
5213,0,0,6,11,17,14,3,3,0,60,0,0,8,8,10,13,6,0,0,43,0,0,10,13,13,9,7,0,0,52,0,0,3,14,3,8,0,0,0,24,0,0,3,14,16,5,3,0,0,40,0,0,3,0,3,8,0,0,0,13,6,4,5,15,3,4,8,9,0,57,59,46,91,150,165,204,166,76,20,964
5214,0,3,55,67,79,106,59,17,12,406,0,4,23,49,53,52,34,8,0,215,0,0,15,22,38,47,13,6,0,140,0,3,10,21,28,25,13,0,0,100,0,0,10,22,39,31,10,4,0,122,0,0,3,5,9,21,4,10,3,54,34,28,48,48,70,95,175,153,143,796,298,265,514,667,940,1397,1849,1050,390,7383
5220,0,0,0,3,0,0,3,0,0,12,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,3,18,5,7,29,14,24,17,19,4,9,122
5221,0,0,0,7,0,3,3,4,0,19,0,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,7,9,3,0,41,10,6,19,18,40,55,74,16,3,241
5222,0,0,3,0,5,11,8,0,0,33,0,0,0,3,3,3,3,0,0,14,0,0,0,5,4,3,0,0,0,18,0,0,3,3,0,3,0,3,0,13,0,0,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,8,7,5,6,15,5,15,13,7,71,19,12,58,57,92,115,133,51,13,547
5223,0,15,44,45,51,50,23,0,4,229,0,11,16,27,32,22,7,0,0,119,3,0,15,26,13,27,5,0,0,91,0,0,0,15,15,17,4,0,0,55,0,0,3,19,19,12,0,4,0,58,0,0,0,6,11,9,4,0,0,33,21,16,38,28,56,76,47,32,18,334,187,133,338,386,538,667,468,208,100,3018
5231,3,3,11,20,26,13,4,4,0,90,0,0,9,13,29,6,6,4,0,64,0,0,9,10,25,14,0,0,0,61,0,0,5,9,16,9,0,0,0,44,0,0,3,24,21,13,3,0,0,58,0,0,0,3,6,9,0,0,0,26,13,8,4,8,11,17,8,7,0,72,97,65,99,134,228,216,122,51,9,1028
5232,0,0,0,6,13,9,0,0,0,26,0,0,0,4,6,14,4,0,0,27,0,0,0,0,12,14,0,0,0,21,0,0,0,0,12,6,3,0,0,18,0,0,0,3,9,12,0,0,0,24,0,0,0,0,6,0,0,0,0,10,5,3,0,0,4,4,3,3,0,21,34,42,21,31,91,81,45,16,4,363
5233,0,3,22,12,33,23,7,0,0,104,0,0,11,19,18,10,5,0,0,62,0,0,7,9,27,11,8,0,0,58,0,0,8,4,19,14,0,0,0,42,0,0,7,14,19,10,0,0,3,60,0,3,0,4,10,4,0,3,0,26,19,7,7,11,16,10,11,8,11,94,101,84,131,156,257,233,168,70,47,1244
5234,0,3,6,15,27,13,8,0,0,71,0,0,3,19,21,15,4,0,0,66,0,3,5,15,15,16,3,0,0,61,0,0,6,7,13,4,0,0,0,32,0,0,9,17,13,3,0,0,0,40,0,0,3,4,9,9,0,0,0,22,18,5,6,12,22,8,9,7,0,81,110,68,88,160,240,190,121,49,15,1046
5235,0,3,25,47,37,40,25,0,3,184,0,0,9,35,31,27,8,3,0,112,0,0,12,16,23,19,7,0,0,67,0,0,3,12,17,10,6,0,0,51,0,0,5,20,19,11,8,0,0,60,0,0,0,7,12,8,4,0,0,35,14,4,12,17,34,46,25,15,11,179,134,96,150,318,399,450,355,129,35,2055
5236,0,0,0,9,4,7,0,0,0,19,0,0,0,3,6,0,0,0,0,11,0,0,0,3,3,3,0,0,0,11,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,4,4,3,0,0,9,9,8,0,0,36,22,16,15,33,73,44,37,9,3,256
5237,0,3,0,3,8,3,0,0,0,16,0,0,0,0,3,3,0,0,0,13,0,0,3,0,9,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,7,9,3,0,0,0,31,13,21,28,44,70,50,44,7,5,284
5238,3,5,30,45,53,51,24,6,3,215,0,5,23,13,28,33,16,3,0,122,0,0,9,20,25,15,6,0,0,74,0,0,11,7,7,11,3,0,0,34,0,0,8,12,15,13,9,0,0,60,0,0,0,3,6,6,3,0,0,27,37,19,24,20,37,80,72,44,30,358,206,152,310,356,548,727,744,361,133,3523
5240,0,0,6,11,17,5,4,0,0,44,0,0,8,6,7,11,0,0,0,30,0,0,0,5,3,3,0,0,0,11,0,0,0,4,3,3,0,0,0,12,0,0,0,7,9,9,0,0,0,22,0,0,0,3,4,0,0,0,0,5,0,0,3,0,4,4,0,0,3,19,30,15,49,58,82,90,48,22,4,407
