_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
5232,3,0,3,15,13,28,3,0,4,3,3,7,29,15,41,7,9,12,0,0,4,5,9,12,12,18,30,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,8,16,23,3,0,0,0,0,3,0,0,0,0,0,0,12,16,25,0,0,4,0,0,0,0,0,0,0,0,4,18,14,29,68,63,135
5233,6,5,9,37,27,61,0,3,4,22,15,38,57,51,106,33,31,59,0,0,3,18,18,38,48,48,96,0,3,3,0,0,3,4,4,7,3,7,13,0,0,0,13,14,27,5,18,22,0,3,3,4,3,5,8,8,12,0,0,0,16,30,48,0,3,4,0,3,4,0,0,0,0,7,12,37,46,86,184,201,389
5234,12,14,19,59,46,107,6,3,11,6,7,14,73,55,126,43,16,62,3,4,10,7,12,24,57,34,89,0,3,3,0,0,0,3,3,9,4,9,11,0,0,0,6,11,21,5,19,18,0,3,6,3,0,3,5,5,13,0,0,0,10,29,44,0,3,4,3,3,6,0,0,0,4,5,9,43,46,88,202,191,397
5235,11,10,21,97,80,177,0,0,0,27,20,44,124,99,223,42,61,98,0,0,4,16,18,35,57,77,137,0,5,5,0,3,4,8,5,14,6,5,18,0,0,0,19,21,40,9,7,15,3,7,8,0,3,3,3,10,11,0,0,0,9,24,37,4,4,4,7,13,15,0,0,0,4,12,23,90,97,187,314,345,657
5236,0,3,3,7,4,19,0,0,0,6,0,10,13,9,25,6,9,18,0,3,3,3,0,3,14,8,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,21,15,38,52,45,93
5237,3,3,5,14,10,23,0,0,0,3,5,12,13,11,29,10,3,18,0,0,0,0,0,0,10,3,18,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,3,3,0,0,3,0,0,0,4,0,4,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,14,22,39,53,49,101
5238,24,10,31,120,106,229,9,13,17,9,11,18,135,128,269,81,77,157,0,6,7,12,16,29,98,96,193,4,3,4,0,6,6,6,10,12,7,22,26,0,0,0,17,36,57,8,16,24,3,9,8,0,0,0,3,7,14,0,0,0,9,36,46,0,0,0,3,11,13,0,0,0,4,8,11,188,184,369,472,500,972
5240,3,0,3,15,11,25,0,0,0,3,3,9,16,16,29,17,9,26,0,0,0,4,6,13,19,17,38,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,5,4,4,0,4,0,0,0,3,3,8,0,0,0,5,7,12,0,0,0,0,3,0,0,0,0,0,3,0,11,17,25,60,59,116
5241,10,7,18,93,88,180,4,5,13,30,38,74,132,134,264,46,54,96,7,8,12,25,32,51,72,85,165,3,4,7,3,3,9,5,6,10,4,13,14,0,0,0,15,30,42,15,22,36,3,9,13,0,0,3,3,18,19,0,0,0,24,46,72,0,0,0,0,3,3,0,0,0,0,5,5,50,62,113,307,375,676
5242,10,20,26,36,23,65,3,6,12,39,30,74,84,66,149,19,21,43,3,3,10,24,24,53,53,51,106,0,0,0,0,3,3,3,0,10,3,16,19,0,0,0,8,20,29,14,11,32,0,7,5,4,3,7,7,15,19,0,0,0,32,38,67,0,0,0,0,3,4,0,0,0,0,3,7,42,49,96,233,240,475
5243,8,0,6,8,16,21,3,0,3,14,19,36,23,34,60,7,10,21,3,7,15,9,15,24,20,32,58,0,0,0,0,0,0,4,0,3,0,8,8,0,0,0,3,8,13,9,10,18,0,3,4,0,3,3,4,3,10,0,0,0,18,17,33,0,0,0,0,0,0,0,0,0,0,0,0,26,32,57,98,127,234
5244,28,19,52,131,142,270,5,10,15,60,69,129,196,216,411,69,70,137,0,4,5,59,62,122,129,135,265,10,7,10,0,0,6,12,4,17,8,12,20,0,0,0,27,22,51,31,44,70,3,12,20,6,3,8,21,19,40,0,0,0,59,77,134,3,0,4,3,11,16,0,0,0,8,12,21,178,127,307,628,622,1248
5245,13,12,29,62,53,114,6,4,14,72,62,141,141,123,268,32,36,66,10,20,23,61,53,114,102,112,209,0,5,5,3,0,4,10,3,10,9,11,13,0,0,0,16,16,33,24,31,55,12,10,23,8,0,6,12,22,34,0,0,0,48,63,117,6,3,4,4,4,11,0,0,0,8,8,11,114,106,218,443,442,888
5250,22,28,47,160,146,310,14,11,26,36,45,82,217,210,423,44,38,81,33,17,50,69,69,136,140,131,271,0,5,8,0,11,9,12,4,16,12,22,32,0,0,0,19,40,60,27,46,76,4,9,16,3,8,8,14,30,43,0,0,0,48,93,148,3,4,6,3,5,11,0,0,0,5,7,18,67,78,142,519,586,1105
5251,106,90,195,430,394,821,89,115,201,199,215,415,718,726,1443,222,236,455,101,95,191,162,137,304,485,467,954,19,42,62,11,49,59,34,33,73,36,93,132,0,0,0,110,215,318,94,165,267,47,69,113,11,25,38,48,103,149,0,0,0,202,363,563,9,18,31,12,42,58,3,0,0,29,66,94,406,489,898,2051,2411,4461
5252,47,49,98,293,229,513,40,33,72,51,63,118,379,326,703,146,118,261,30,40,73,58,61,116,231,212,447,9,10,16,3,11,15,22,18,40,22,33,57,0,0,3,56,76,131,26,66,93,14,24,38,3,5,14,20,49,75,0,0,0,69,155,216,0,0,4,10,20,31,0,0,0,12,17,36,196,185,383,990,1019,2013
5253,104,91,196,411,414,826,224,217,441,141,123,260,770,752,1521,335,373,709,41,33,68,108,89,193,484,487,975,23,27,53,14,31,44,35,49,83,40,98,133,0,0,0,118,209,323,53,90,146,20,31,50,6,13,19,25,61,85,4,0,3,110,195,305,10,24,38,21,39,64,0,0,0,38,67,105,1017,701,1718,2638,2508,5144
5254,13,17,29,78,75,153,16,8,23,21,19,40,112,101,216,62,58,125,6,3,9,24,12,37,92,72,167,0,3,0,0,3,0,0,4,8,3,8,16,0,0,0,6,15,23,7,15,22,0,7,4,3,0,4,3,14,16,0,0,0,17,35,48,6,0,6,3,3,10,0,0,0,8,3,14,120,90,213,371,348,718
5255,46,62,109,288,282,573,40,33,65,86,85,174,415,398,814,216,225,438,20,28,46,68,82,144,300,325,626,8,17,25,3,23,28,20,21,40,16,37,59,0,0,0,57,94,151,30,51,77,13,14,28,9,11,18,14,42,54,0,3,0,65,118,184,4,9,12,5,21,27,0,0,0,10,27,35,326,358,689,1225,1390,2615
5256,3,3,7,25,36,63,0,0,0,10,13,18,29,48,81,22,21,40,0,0,0,5,8,10,25,22,49,0,0,3,0,4,8,0,3,6,0,8,9,0,0,0,7,17,17,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,11,8,0,0,0,0,4,5,0,0,0,0,4,5,72,65,139,135,174,311
5259,4,6,15,50,30,78,9,0,9,8,3,13,66,30,93,18,31,44,0,3,3,10,8,14,24,42,60,0,0,0,0,0,5,0,0,3,0,3,3,0,0,0,6,3,13,0,3,9,0,0,0,0,0,0,3,3,4,0,0,0,3,12,12,3,0,0,4,4,9,0,0,0,3,3,7,68,52,122,176,147,328
5260,4,12,13,56,60,118,0,4,3,8,11,18,71,70,139,54,37,86,4,0,4,3,6,10,60,46,107,0,0,0,0,3,3,0,3,3,0,10,11,0,0,0,3,11,16,0,0,4,0,3,3,0,0,0,0,3,3,0,0,0,0,9,8,0,0,0,3,11,8,0,0,0,3,12,14,63,69,136,202,225,429
5261,9,3,8,20,7,24,0,0,0,0,4,3,18,11,27,9,12,26,0,0,3,3,5,11,13,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,17,11,31,54,53,109
5262,4,3,5,23,17,36,0,0,0,6,0,3,28,21,41,4,6,17,0,0,0,0,0,0,4,6,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,4,4,0,0,0,0,4,4,13,19,31,56,50,103
5263,0,0,0,3,3,7,0,0,0,0,0,0,3,3,12,0,3,3,4,0,4,3,0,3,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,17,15,36
5264,3,8,12,33,51,87,0,0,0,0,0,0,37,47,88,16,18,36,0,0,0,3,5,5,23,17,41,0,0,0,0,0,0,3,3,4,4,8,11,0,0,0,5,10,10,0,9,9,0,0,0,0,0,0,0,3,3,0,0,0,0,7,7,7,0,3,3,0,5,0,0,0,7,3,10,56,59,113,134,158,294
5265,5,0,5,25,23,52,0,0,0,0,0,0,27,22,53,13,3,16,0,0,0,3,7,13,15,9,24,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,18,25,42,72,66,134
5266,7,6,12,31,23,54,0,0,0,0,0,0,31,23,54,11,10,17,0,3,3,9,0,12,18,14,31,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,28,17,43,86,74,156
5267,11,14,25,120,116,245,0,0,0,0,0,3,125,122,247,50,54,102,0,0,0,0,4,4,55,55,108,0,0,0,0,0,0,4,4,6,4,5,8,0,0,0,11,12,25,3,3,7,0,0,0,0,0,0,0,13,10,0,0,0,8,19,24,0,0,0,0,4,4,0,0,0,0,4,4,86,74,161,287,302,595
5268,17,28,45,152,146,295,0,0,0,0,4,4,152,151,303,94,93,190,0,0,0,0,3,11,100,101,196,0,4,4,4,4,9,8,6,19,7,18,29,0,0,0,27,28,53,5,10,15,0,4,4,3,3,7,3,8,11,0,0,0,11,23,34,3,0,3,3,4,12,0,0,0,9,4,14,188,169,360,506,501,1003
5269,0,0,3,17,13,23,0,0,0,0,0,0,17,13,23,12,5,16,0,0,0,0,0,0,12,5,16,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,13,10,22,39,34,72
5270,0,4,5,36,24,60,0,0,0,0,0,0,36,24,60,17,22,38,0,0,0,0,0,0,21,22,39,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,3,4,0,0,0,0,3,4,19,15,36,82,79,154
5271,62,57,117,334,281,613,4,17,21,67,63,128,403,356,756,161,148,301,21,22,44,24,14,37,203,181,382,7,0,4,0,6,9,10,12,24,17,36,50,0,0,0,33,50,90,5,12,18,4,9,12,5,10,10,13,28,34,0,0,0,26,47,71,5,3,6,16,21,39,0,0,0,19,28,45,249,223,475,991,944,1937
5272,6,3,3,52,27,79,0,0,0,0,0,0,53,29,83,29,15,42,0,0,0,6,4,6,28,23,50,0,0,3,0,0,0,0,0,4,0,8,9,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,6,10,0,0,0,0,3,0,0,0,0,0,3,0,21,27,44,107,102,204
5273,0,0,0,15,0,12,0,0,0,0,0,0,15,0,12,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,10,30
5275,11,7,18,101,81,187,0,0,0,3,0,3,103,85,190,56,44,101,0,0,0,0,0,0,59,48,108,3,0,4,0,3,3,6,3,13,3,5,7,0,0,0,11,12,29,0,3,5,0,0,0,0,0,0,3,0,4,0,0,0,4,8,12,0,0,0,0,6,10,0,0,0,0,6,10,101,107,213,295,269,564
5276,11,4,8,36,32,66,0,0,0,0,0,0,33,36,68,29,17,43,0,0,0,3,3,5,26,19,50,0,0,0,0,0,0,0,4,4,4,3,7,0,0,0,6,3,15,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,3,8,11,0,0,0,0,3,3,0,0,0,0,7,7,57,58,115,141,133,279
5277,18,22,39,107,97,203,37,30,68,5,5,10,149,134,281,58,38,94,13,25,40,10,3,16,84,65,146,0,0,0,3,3,10,7,13,15,7,5,13,0,0,0,21,20,40,3,4,8,3,3,10,7,0,7,10,10,21,0,0,0,14,22,41,4,3,7,3,9,11,0,0,0,8,6,13,103,91,199,396,356,755
5278,10,3,9,11,17,28,6,6,12,0,0,0,20,17,44,10,3,10,5,0,10,0,0,0,19,3,20,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,3,3,5,13,19,33,71,52,126
5279,0,0,3,26,23,46,3,4,3,0,0,0,28,28,51,9,19,29,3,0,3,3,0,4,15,16,28,0,0,0,0,0,0,3,0,3,0,10,10,0,0,0,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,26,21,51,72,83,153
5280,34,45,76,238,224,461,97,90,189,9,0,11,341,321,665,156,125,278,51,66,121,12,5,14,219,202,420,19,9,28,0,10,10,30,16,45,9,36,43,0,0,0,58,78,133,3,11,18,4,13,21,3,0,3,4,22,24,0,0,0,14,52,65,0,4,5,5,11,18,0,0,0,5,14,20,293,316,611,965,1030,1994
5290,168,140,306,937,909,1846,233,192,427,120,108,228,1289,1213,2502,538,567,1104,133,136,271,73,77,152,743,778,1522,23,44,68,31,73,109,53,75,134,57,133,189,0,4,4,173,327,499,55,108,164,20,64,81,5,22,30,52,122,170,0,0,0,132,319,448,24,25,50,31,72,108,3,0,3,61,100,156,816,888,1706,3379,3764,7141
5291,63,44,100,366,324,685,95,85,187,51,34,86,512,444,964,182,206,383,74,75,147,27,33,59,282,313,596,7,7,18,0,8,9,36,20,60,15,40,54,0,0,0,66,80,142,9,30,42,3,16,20,0,5,6,11,41,54,0,0,0,27,91,121,9,3,11,9,24,29,0,0,0,13,26,42,783,305,1096,1748,1305,3058
5301,9,3,13,27,25,58,0,0,0,5,0,9,36,26,61,15,8,25,0,0,0,3,5,5,17,17,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,4,7,20,24,46,88,78,168
5302,0,10,11,32,31,68,0,0,0,0,0,0,34,30,69,15,21,38,0,0,0,0,4,6,16,22,42,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,36,40,68,96,108,204
5303,3,0,3,9,10,16,0,0,0,0,0,0,9,10,16,7,0,13,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,28,32,31,60
5304,3,0,3,29,33,61,0,0,0,0,3,7,26,40,64,16,12,29,0,0,0,0,0,0,20,12,31,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,41,28,71,90,93,182
5306,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,10,21
5307,0,3,6,28,24,52,0,0,0,0,0,0,28,24,52,13,15,25,0,0,0,0,3,3,13,14,32,0,0,0,0,0,0,0,5,3,4,4,7,0,0,0,6,9,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,3,19,26,47,73,81,147
5308,0,3,4,16,3,23,0,0,0,0,0,0,16,3,23,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,20,15,38
5309,0,0,0,3,7,11,0,0,0,0,0,0,10,7,13,0,4,8,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,20,25,48
5310,0,0,0,0,5,11,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,12,16
5311,3,0,4,10,4,15,0,0,0,9,13,18,22,14,38,19,22,38,0,0,0,0,0,0,19,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20,46,58,103
5320,3,3,7,10,20,29,0,0,0,3,4,10,16,21,34,12,11,15,0,0,0,0,0,0,7,11,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,0,3,3,24,16,42,58,56,112
5321,0,0,0,9,5,14,0,0,0,3,3,4,8,7,17,7,4,15,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,17,241,249,28,280
5322,0,3,5,26,29,52,0,0,0,12,12,26,42,38,75,29,25,51,0,0,0,0,0,0,33,25,58,3,0,3,0,3,4,3,0,3,0,0,0,0,0,0,7,5,15,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,0,3,40,38,82,128,115,243
5330,15,13,31,119,90,209,5,4,7,23,44,67,152,135,291,92,100,192,0,0,0,3,0,3,96,102,193,3,0,3,3,4,5,12,4,12,7,14,19,0,0,0,21,20,40,5,12,10,0,0,3,0,0,0,7,3,12,0,0,0,11,21,28,4,4,10,4,11,11,0,0,0,8,17,24,126,135,263,428,436,867
5331,3,5,4,20,8,26,0,0,3,0,0,0,16,13,30,11,12,21,0,0,0,0,0,0,7,12,16,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,36,47,49,98
5332,5,0,5,14,29,40,0,0,0,0,0,4,13,30,44,13,8,19,0,0,0,0,0,0,13,8,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,16,20,37,46,70,117
5333,30,28,61,196,163,365,33,32,59,41,56,97,264,254,520,170,187,356,0,0,0,0,3,3,175,185,363,3,9,9,3,6,7,17,10,24,11,33,40,0,0,0,27,52,80,10,15,23,0,12,12,3,3,4,10,20,27,0,0,0,20,48,63,4,3,10,4,8,18,0,0,0,10,16,22,171,169,338,703,752,1452
5340,4,3,13,52,41,89,18,16,30,4,0,6,70,60,125,25,37,60,0,0,0,0,0,0,25,37,61,0,0,0,0,4,4,4,3,8,5,3,9,0,0,0,13,9,21,3,4,3,0,0,0,0,0,0,0,4,4,0,0,0,3,6,10,0,0,0,3,0,0,0,0,0,3,0,0,73,66,134,193,177,372
5341,51,43,87,243,240,490,75,62,146,11,4,19,336,316,652,208,223,430,0,0,3,3,3,9,212,226,440,10,11,15,6,13,18,15,16,29,26,29,52,0,0,0,50,69,117,13,19,28,0,11,17,0,0,3,9,15,22,0,0,0,20,49,67,3,5,12,14,18,31,0,0,0,14,28,42,332,335,673,1019,1063,2080
5342,0,7,5,46,53,95,0,3,9,7,3,14,52,64,113,47,32,85,0,0,0,0,7,9,48,41,86,3,0,4,0,0,0,0,5,5,6,3,4,0,0,0,8,10,12,0,4,4,0,0,0,0,0,0,0,3,4,0,0,0,3,10,12,0,3,3,0,3,3,0,0,0,0,5,5,29,32,61,146,155,299
5343,27,25,55,160,141,303,45,36,90,26,23,46,233,205,440,141,131,268,0,0,0,0,3,3,139,132,269,9,9,18,5,5,13,16,3,19,18,15,29,0,0,0,41,34,78,3,9,17,3,8,14,0,5,5,10,27,36,0,0,0,13,45,64,4,4,10,6,11,19,0,0,0,12,12,25,205,202,402,677,657,1336
5344,7,3,7,46,25,70,11,8,15,3,9,7,62,38,99,40,30,65,0,0,0,0,0,0,40,30,65,0,0,0,0,0,0,0,3,0,0,6,9,0,0,0,3,11,11,0,8,7,0,0,0,0,0,0,0,3,4,0,0,0,3,8,15,0,0,3,3,3,10,0,0,0,3,7,8,49,39,81,161,129,294
5345,16,19,31,137,112,252,22,16,43,5,9,16,173,134,306,98,86,179,0,0,0,0,0,5,95,87,184,0,3,4,0,12,12,7,9,15,10,8,21,0,0,0,19,29,50,3,4,5,3,8,10,0,0,0,3,15,13,0,0,0,13,24,35,3,0,3,0,7,10,0,0,0,4,8,12,132,152,284,455,443,901
5346,0,0,0,19,15,38,0,0,3,0,0,0,20,14,34,9,12,22,0,0,0,0,0,0,9,9,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,38,55,53,109
5350,4,3,3,14,10,26,6,3,7,13,15,25,34,24,59,4,3,12,7,6,15,3,7,19,17,20,40,0,0,0,0,0,0,4,0,5,0,3,6,0,0,0,3,4,13,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,20,19,41,89,82,167
5351,54,26,86,184,146,331,13,15,25,125,118,247,318,278,597,87,86,170,33,23,59,78,89,165,197,192,390,9,5,14,4,11,10,21,16,32,18,19,39,0,0,0,44,49,93,26,43,68,8,17,29,0,14,11,16,27,48,0,0,0,51,100,151,5,4,3,4,12,16,0,0,0,6,16,19,213,208,419,878,870,1752
5352,42,24,68,136,119,253,0,5,4,120,93,214,252,215,468,62,55,119,9,0,9,84,79,161,153,137,288,3,3,9,4,6,12,14,6,17,11,22,38,0,0,0,34,34,68,17,27,47,3,7,15,3,3,5,14,26,44,0,0,0,43,64,103,3,0,7,6,15,24,0,0,0,13,18,30,189,173,358,728,662,1385
5353,29,26,54,128,120,244,0,0,0,60,54,111,189,173,362,83,71,151,0,0,0,23,32,58,105,108,214,3,3,6,0,3,3,17,11,22,7,18,23,0,0,0,26,37,63,8,19,30,5,3,10,0,0,0,6,18,22,0,0,0,20,41,64,0,3,4,3,9,8,0,0,0,4,8,11,116,129,240,488,518,1006
5354,0,3,3,5,3,15,0,0,0,0,0,0,5,3,15,7,6,16,0,0,0,0,3,3,7,10,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,12,31,38,33,75
5355,46,47,99,227,252,482,0,4,7,151,150,297,378,402,784,175,171,345,9,0,4,45,50,97,222,220,443,3,9,13,4,15,20,14,12,25,24,37,64,0,0,0,54,74,127,9,25,37,8,6,12,0,4,3,16,33,46,0,0,0,30,69,105,5,9,11,4,16,21,0,0,0,10,22,33,203,201,405,946,1038,1988
5356,3,8,11,35,21,54,0,0,0,7,4,17,45,27,67,24,23,48,0,0,0,5,0,5,29,23,52,0,0,0,3,0,3,0,0,0,3,7,7,0,0,0,3,4,12,0,0,3,0,0,0,0,0,0,0,6,8,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,3,32,28,60,113,102,216
