_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5038,..,18,483,630,465,390,282,194,84,2557,..,60,240,114,87,57,27,9,0,597,..,0,3,12,36,29,12,9,4,108,1109,..,..,..,..,..,..,..,..,1109,..,320,..,..,..,..,..,..,..,320,..,183,137,30,44,23,3,0,0,420,..,66,40,6,15,20,10,3,7,159,..,39,52,8,10,6,6,0,0,114,..,185,225,43,29,26,15,5,6,525,..,50,166,142,185,180,118,76,40,963,8,33,45,21,24,16,9,3,4,152,1113,957,1396,1013,887,739,481,296,141,7031,..,48,664,572,445,371,275,168,36,2579,..,104,230,123,94,52,19,3,0,616,..,14,31,123,151,75,29,29,29,474,1062,..,..,..,..,..,..,..,..,1062,..,286,..,..,..,..,..,..,..,286,..,125,89,24,25,14,5,0,0,277,..,68,51,12,10,25,18,13,7,222,..,49,37,15,3,0,0,0,0,103
5039,..,3,229,357,229,261,138,102,49,1371,..,28,115,72,51,34,13,3,0,322,..,0,0,13,27,24,3,8,5,81,712,..,..,..,..,..,..,..,..,712,..,173,..,..,..,..,..,..,..,173,..,145,80,35,28,12,0,0,0,302,..,38,27,4,5,3,13,0,0,92,..,38,31,12,4,7,0,0,0,81,..,83,100,27,11,26,9,3,0,261,..,14,60,58,121,124,57,44,34,513,11,9,26,14,13,9,4,0,0,78,717,521,669,590,496,496,233,162,91,3982,..,23,287,359,256,244,114,98,18,1407,..,44,114,78,47,33,6,0,0,327,..,3,40,62,101,44,31,17,10,309,743,..,..,..,..,..,..,..,..,743,..,181,..,..,..,..,..,..,..,181,..,93,59,16,14,6,3,0,0,195,..,31,25,3,3,20,15,6,8,112,..,23,21,3,4,0,0,0,0,52
5040,..,0,34,79,92,111,111,62,18,506,..,0,18,13,6,9,5,3,0,60,..,0,0,3,9,5,0,0,0,17,164,..,..,..,..,..,..,..,..,164,..,56,..,..,..,..,..,..,..,56,..,42,32,13,10,0,0,0,0,90,..,0,0,0,3,0,0,0,0,8,..,3,7,0,0,0,0,0,0,7,..,3,0,0,3,0,0,0,0,16,..,0,8,10,19,26,26,21,7,126,4,4,4,4,0,0,3,3,0,20,171,106,105,119,144,158,153,90,26,1072,..,3,43,96,104,112,99,47,6,515,..,3,22,13,14,12,3,3,0,62,..,0,4,12,27,15,9,5,3,74,179,..,..,..,..,..,..,..,..,179,..,94,..,..,..,..,..,..,..,94,..,27,7,3,4,0,0,0,0,37,..,3,0,0,7,4,8,0,3,20,..,3,3,0,0,0,0,0,0,6
5041,..,3,247,565,589,526,372,156,62,2529,..,21,110,90,82,51,12,3,0,378,..,0,4,23,35,24,4,4,3,92,1236,..,..,..,..,..,..,..,..,1236,..,423,..,..,..,..,..,..,..,423,..,169,135,44,23,14,4,0,0,387,..,27,15,9,4,5,3,4,3,68,..,15,18,9,12,9,4,0,0,67,..,75,75,14,12,14,14,0,0,204,..,7,51,52,96,68,88,51,31,450,18,12,28,13,6,7,5,0,0,101,1253,755,683,817,870,725,511,223,108,5937,..,18,316,641,617,508,318,127,27,2568,..,34,122,88,75,56,17,4,3,388,..,3,19,91,118,67,23,23,19,369,1175,..,..,..,..,..,..,..,..,1175,..,445,..,..,..,..,..,..,..,445,..,145,90,27,19,12,3,0,0,294,..,33,16,3,4,15,9,13,13,103,..,43,23,3,7,0,0,0,0,68
5042,..,6,326,375,290,261,252,240,72,1818,..,42,135,55,42,39,13,5,0,328,..,0,0,5,27,22,7,10,3,74,791,..,..,..,..,..,..,..,..,791,..,213,..,..,..,..,..,..,..,213,..,138,86,57,35,21,0,0,0,333,..,41,24,10,7,13,9,3,0,106,..,34,54,12,8,0,0,0,0,105,..,175,149,58,29,18,0,0,3,440,..,24,65,91,89,108,62,40,34,512,3,23,18,15,8,7,5,4,0,83,792,692,847,667,534,485,349,308,118,4794,..,28,410,362,280,256,273,193,30,1825,..,46,140,57,41,40,13,5,0,348,..,8,39,74,104,41,30,24,16,333,750,..,..,..,..,..,..,..,..,750,..,232,..,..,..,..,..,..,..,232,..,90,62,16,15,4,0,0,0,197,..,35,23,3,8,25,25,8,11,155,..,39,50,6,0,3,0,0,0,99
5043,..,19,480,597,441,413,436,310,102,2796,..,79,262,142,64,65,24,3,3,645,..,0,10,33,41,45,14,17,5,170,1261,..,..,..,..,..,..,..,..,1261,..,371,..,..,..,..,..,..,..,371,..,229,176,69,60,22,3,0,0,556,..,98,56,24,29,22,14,10,3,261,..,72,42,7,9,4,3,3,0,133,..,224,167,67,58,40,18,3,0,583,..,44,134,164,225,264,181,95,62,1171,28,22,47,27,23,8,13,8,4,171,1288,1163,1384,1122,941,895,707,452,188,8124,..,45,618,593,441,421,409,254,48,2818,..,130,258,106,68,71,24,3,3,662,..,24,82,174,215,139,54,58,34,774,1178,..,..,..,..,..,..,..,..,1178,..,384,..,..,..,..,..,..,..,384,..,170,112,34,37,22,0,0,0,375,..,110,57,6,18,43,28,29,9,298,..,66,36,6,3,0,0,0,0,116
5044,..,8,126,355,441,380,348,205,74,1926,..,18,110,82,72,62,26,4,0,371,..,0,6,15,20,15,3,3,3,63,788,..,..,..,..,..,..,..,..,788,..,300,..,..,..,..,..,..,..,300,..,151,79,24,15,19,0,0,0,292,..,42,24,4,3,12,3,3,3,86,..,9,17,6,0,0,0,0,0,34,..,52,63,16,7,15,3,3,4,173,..,21,55,56,86,93,86,74,76,545,13,17,20,8,6,9,9,3,3,86,804,616,494,564,655,599,481,287,166,4664,..,14,208,377,458,384,333,164,35,1975,..,33,128,74,79,49,20,5,0,380,..,0,32,78,101,49,22,9,21,320,763,..,..,..,..,..,..,..,..,763,..,274,..,..,..,..,..,..,..,274,..,124,60,19,6,4,4,0,0,215,..,33,19,0,5,9,11,8,5,93,..,13,12,5,0,0,0,0,0,30
5045,..,11,226,466,493,567,488,242,62,2554,..,47,250,124,93,85,52,11,5,658,..,0,12,16,41,27,11,10,3,116,952,..,..,..,..,..,..,..,..,952,..,314,..,..,..,..,..,..,..,314,..,153,115,34,31,17,0,0,0,347,..,50,31,11,5,11,10,3,7,124,..,24,23,6,5,3,3,0,0,55,..,102,118,43,34,24,18,3,0,343,..,45,148,159,201,217,154,78,60,1061,16,24,44,25,22,14,13,5,3,164,972,765,960,881,919,959,735,344,139,6682,..,19,296,492,524,603,435,179,31,2593,..,80,263,134,83,75,28,11,4,681,..,5,43,100,127,76,17,19,20,414,885,..,..,..,..,..,..,..,..,885,..,321,..,..,..,..,..,..,..,321,..,124,62,13,14,10,3,0,0,235,..,67,32,9,10,19,5,11,10,166,..,9,15,4,0,0,0,0,0,29
5046,..,12,189,299,242,267,248,137,63,1458,..,38,132,66,34,41,24,8,0,333,..,0,5,21,21,17,4,3,3,79,565,..,..,..,..,..,..,..,..,565,..,184,..,..,..,..,..,..,..,184,..,133,65,38,31,7,4,0,0,280,..,47,22,6,4,3,0,3,4,93,..,36,29,5,6,0,6,0,0,81,..,94,80,19,15,19,11,4,0,234,..,33,86,62,87,115,74,46,28,534,17,13,17,14,6,10,8,0,3,87,579,593,625,527,440,482,380,203,109,3933,..,23,254,274,272,260,216,121,39,1467,..,48,129,61,38,37,31,0,0,342,..,3,29,73,96,63,15,20,22,325,586,..,..,..,..,..,..,..,..,586,..,183,..,..,..,..,..,..,..,183,..,88,37,11,16,6,0,0,0,156,..,56,26,3,6,11,12,10,3,120,..,37,20,0,0,4,0,0,0,62
5047,..,5,206,294,239,208,254,144,44,1403,..,16,88,54,38,31,13,12,0,253,..,0,3,8,30,15,3,3,0,70,645,..,..,..,..,..,..,..,..,645,..,178,..,..,..,..,..,..,..,178,..,109,91,27,23,15,0,0,0,265,..,36,26,10,7,3,6,3,0,103,..,23,15,12,3,3,3,0,0,71,..,92,94,32,22,10,10,3,0,261,..,21,44,64,65,65,61,41,24,380,11,17,16,9,5,7,3,3,4,76,656,494,597,512,444,349,354,215,76,3701,..,15,262,293,239,236,229,113,23,1417,..,32,107,52,36,27,14,5,0,267,..,5,47,93,85,65,26,23,10,351,577,..,..,..,..,..,..,..,..,577,..,180,..,..,..,..,..,..,..,180,..,78,63,16,14,7,0,0,0,180,..,35,20,7,6,14,14,4,3,102,..,26,24,0,3,3,0,0,0,62
5048,..,3,211,447,473,536,482,262,114,2521,..,18,133,90,73,77,36,4,3,447,..,0,3,32,31,31,10,5,5,116,1072,..,..,..,..,..,..,..,..,1072,..,347,..,..,..,..,..,..,..,347,..,207,117,39,39,19,0,0,0,421,..,39,17,8,7,17,3,3,5,89,..,14,13,7,3,3,0,0,0,36,..,59,81,13,22,21,15,3,3,220,..,12,52,77,109,128,99,74,60,614,12,19,20,19,15,12,13,6,0,104,1087,714,637,729,769,843,656,364,190,5983,..,11,295,487,534,524,426,228,65,2573,..,33,141,109,80,69,28,3,0,468,..,6,33,98,156,85,27,22,30,463,968,..,..,..,..,..,..,..,..,968,..,350,..,..,..,..,..,..,..,350,..,134,72,26,10,13,0,0,0,253,..,32,11,4,10,16,26,20,16,126,..,20,9,7,5,3,0,0,0,41
5049,..,0,129,354,379,458,384,196,33,1936,..,26,100,85,83,60,33,3,0,389,..,0,3,14,23,17,12,7,4,83,800,..,..,..,..,..,..,..,..,800,..,227,..,..,..,..,..,..,..,227,..,147,92,35,24,10,0,0,0,313,..,32,17,12,8,5,3,3,0,81,..,17,3,9,0,4,3,0,0,34,..,31,46,9,19,21,11,0,0,137,..,24,51,46,67,51,78,35,36,380,15,14,15,13,8,16,6,0,3,87,812,519,462,569,613,644,533,249,77,4474,..,7,196,405,411,446,368,127,21,1982,..,31,123,90,80,52,23,5,0,404,..,0,25,81,96,46,16,17,14,303,767,..,..,..,..,..,..,..,..,767,..,230,..,..,..,..,..,..,..,230,..,95,87,12,7,5,3,0,0,211,..,33,6,4,8,10,12,9,8,88,..,18,8,3,7,3,0,0,0,33
5050,..,0,55,192,209,224,248,165,36,1129,..,6,42,46,37,28,17,3,0,178,..,0,0,7,13,8,4,4,0,37,407,..,..,..,..,..,..,..,..,407,..,166,..,..,..,..,..,..,..,166,..,100,51,23,18,7,0,0,0,199,..,21,11,4,0,3,3,0,3,45,..,15,14,3,4,3,0,0,0,33,..,18,37,10,13,9,3,0,0,88,..,5,18,17,27,39,37,27,24,188,7,11,6,0,3,4,3,3,3,38,415,345,231,301,324,321,314,210,66,2516,..,0,100,207,249,231,240,125,10,1155,..,16,46,42,31,36,9,4,0,182,..,5,6,36,47,27,10,12,4,150,413,..,..,..,..,..,..,..,..,413,..,180,..,..,..,..,..,..,..,180,..,56,45,9,11,7,0,0,0,122,..,12,0,0,0,3,6,11,7,40,..,21,20,3,0,0,0,0,0,45
5051,..,5,212,640,674,643,522,212,61,2969,..,12,105,139,99,66,33,9,0,474,..,0,3,17,49,27,9,8,0,111,1410,..,..,..,..,..,..,..,..,1410,..,484,..,..,..,..,..,..,..,484,..,262,125,26,19,6,0,0,0,443,..,29,5,5,4,9,10,0,3,69,..,22,11,5,5,4,0,0,0,57,..,15,33,15,8,17,17,4,0,117,..,18,33,52,63,80,58,40,21,363,18,19,23,10,15,10,21,9,3,118,1429,877,557,903,945,854,676,276,89,6599,..,13,301,720,705,604,479,149,28,3010,..,22,121,135,112,60,34,3,0,489,..,0,27,80,130,70,21,10,14,348,1286,..,..,..,..,..,..,..,..,1286,..,447,..,..,..,..,..,..,..,447,..,166,81,15,17,3,0,0,0,287,..,30,4,3,3,21,19,7,9,89,..,17,11,0,6,0,0,0,0,35
5052,..,0,75,236,303,248,282,162,26,1342,..,11,49,63,43,37,18,5,0,223,..,0,0,9,12,8,3,4,0,38,512,..,..,..,..,..,..,..,..,512,..,229,..,..,..,..,..,..,..,229,..,116,52,21,11,7,0,0,0,207,..,10,3,7,0,0,0,4,0,22,..,6,5,0,3,0,0,0,0,22,..,10,21,6,6,5,4,0,0,53,..,9,10,24,25,26,30,22,16,169,8,16,7,3,3,12,7,0,0,55,521,400,226,376,411,349,349,199,44,2869,..,0,108,269,327,283,270,112,16,1384,..,17,56,64,57,28,11,0,0,237,..,0,8,28,60,26,10,8,3,141,520,..,..,..,..,..,..,..,..,520,..,202,..,..,..,..,..,..,..,202,..,61,27,5,3,3,0,0,0,106,..,7,3,0,0,0,8,9,8,34,..,9,3,0,0,0,0,0,0,15
5061,..,5,131,317,437,383,354,150,35,1808,..,22,105,52,42,53,28,5,0,306,..,0,3,4,21,20,8,7,3,62,735,..,..,..,..,..,..,..,..,735,..,280,..,..,..,..,..,..,..,280,..,104,76,25,21,11,3,0,0,239,..,32,24,9,4,3,3,3,0,77,..,16,19,4,3,3,0,0,0,49,..,65,104,21,16,10,13,3,0,220,..,17,65,68,71,70,56,33,24,407,8,15,14,6,11,3,11,0,0,68,739,567,533,509,623,553,465,203,64,4247,..,12,158,398,444,394,329,96,16,1845,..,37,103,51,50,47,16,0,0,312,..,3,18,60,86,50,18,23,16,267,753,..,..,..,..,..,..,..,..,753,..,329,..,..,..,..,..,..,..,329,..,76,44,13,21,11,0,0,0,171,..,27,23,5,4,10,15,4,3,87,..,18,10,7,0,0,0,0,0,42
5062,..,0,180,553,681,670,530,210,91,2922,..,20,99,72,73,61,36,8,0,369,..,0,3,7,32,26,8,6,5,94,1272,..,..,..,..,..,..,..,..,1272,..,548,..,..,..,..,..,..,..,548,..,180,157,25,24,12,0,0,0,404,..,38,24,4,4,8,3,0,3,91,..,28,18,3,10,0,0,0,0,64,..,35,61,12,12,13,14,4,3,165,..,21,69,50,72,99,99,70,50,529,19,27,15,23,15,9,11,3,0,115,1287,904,632,753,920,895,701,306,154,6559,..,3,290,609,734,651,473,174,50,2994,..,35,101,88,72,54,30,0,0,385,..,3,18,90,152,78,24,24,12,397,1207,..,..,..,..,..,..,..,..,1207,..,570,..,..,..,..,..,..,..,570,..,154,108,18,16,10,3,0,0,317,..,52,20,8,5,18,15,13,10,142,..,25,23,5,0,0,0,0,0,54
5063,..,0,190,444,463,363,299,139,48,1951,..,29,163,109,64,55,33,8,0,457,..,0,0,12,34,19,6,4,3,79,936,..,..,..,..,..,..,..,..,936,..,319,..,..,..,..,..,..,..,319,..,113,88,21,23,10,3,0,0,258,..,25,24,3,3,6,0,3,0,73,..,20,24,0,0,0,0,0,0,47,..,106,127,18,24,15,3,3,0,302,..,29,81,88,117,110,91,51,28,600,13,20,26,11,11,4,13,0,4,91,945,663,732,710,732,590,450,209,84,5116,..,8,270,511,446,364,256,108,28,1994,..,49,184,78,64,61,17,0,0,458,..,3,24,91,125,65,11,18,14,352,936,..,..,..,..,..,..,..,..,936,..,324,..,..,..,..,..,..,..,324,..,77,60,16,11,11,3,0,0,176,..,37,20,8,7,8,10,10,8,108,..,14,20,3,0,0,3,0,0,38
5064,..,3,106,330,438,436,366,231,65,1971,..,11,51,40,50,55,30,9,0,231,..,0,0,9,16,11,5,3,0,53,771,..,..,..,..,..,..,..,..,771,..,362,..,..,..,..,..,..,..,362,..,101,72,19,18,8,0,0,0,216,..,32,17,7,3,3,3,0,3,64,..,27,12,4,5,0,3,0,0,52,..,21,32,11,4,3,5,3,0,83,..,4,25,31,29,54,55,37,42,274,11,14,9,9,12,9,3,0,3,61,782,579,315,446,568,571,475,287,115,4144,..,3,145,429,470,428,357,179,35,2044,..,10,53,35,53,41,22,5,0,221,..,0,10,54,84,35,18,15,9,232,739,..,..,..,..,..,..,..,..,739,..,387,..,..,..,..,..,..,..,387,..,69,63,13,7,3,3,0,0,162,..,22,7,3,8,9,8,15,22,89,..,23,7,0,0,0,3,0,0,37
5065,..,3,138,378,466,361,371,165,70,1954,..,15,72,38,46,30,26,3,4,227,..,0,7,7,11,5,3,9,0,38,875,..,..,..,..,..,..,..,..,875,..,334,..,..,..,..,..,..,..,334,..,80,74,13,13,8,0,0,0,180,..,25,12,3,3,3,3,3,0,60,..,12,10,3,0,0,0,0,0,27,..,64,51,8,11,11,10,0,3,163,..,24,63,67,60,71,63,52,49,442,7,14,9,3,3,7,6,0,0,57,878,572,436,523,615,489,479,239,126,4354,..,9,189,456,452,380,335,127,44,1990,..,20,70,57,45,35,16,0,0,233,..,5,19,72,108,50,15,15,12,287,867,..,..,..,..,..,..,..,..,867,..,363,..,..,..,..,..,..,..,363,..,66,55,10,7,3,4,0,0,150,..,17,10,0,7,16,13,9,5,83,..,15,11,0,0,0,0,0,0,27
5066,..,0,132,444,637,550,481,259,77,2581,..,7,47,31,62,41,22,10,3,229,..,0,0,9,25,20,7,6,6,69,1059,..,..,..,..,..,..,..,..,1059,..,499,..,..,..,..,..,..,..,499,..,143,121,38,21,5,0,0,0,324,..,21,13,3,3,4,3,0,4,56,..,23,22,5,0,0,3,0,0,48,..,46,26,4,8,16,5,6,3,106,..,13,33,30,50,64,57,52,38,331,3,12,9,7,9,10,10,0,3,63,1061,766,396,571,814,706,591,326,128,5362,..,5,180,572,664,560,432,184,35,2628,..,15,39,45,69,45,10,5,0,232,..,0,11,70,91,64,20,21,11,281,1056,..,..,..,..,..,..,..,..,1056,..,496,..,..,..,..,..,..,..,496,..,127,88,20,10,8,0,0,0,250,..,30,9,0,3,18,15,13,7,98,..,24,18,5,4,0,0,0,0,48
5067,..,0,162,342,263,276,277,128,32,1483,..,35,161,75,73,58,35,9,0,436,..,0,0,14,23,27,9,3,3,69,598,..,..,..,..,..,..,..,..,598,..,213,..,..,..,..,..,..,..,213,..,63,81,23,16,9,0,0,0,198,..,31,27,11,3,9,7,4,3,93,..,8,8,5,3,3,0,0,0,29,..,125,201,33,22,20,7,0,0,410,..,31,103,123,128,148,97,41,23,685,17,20,31,18,18,11,6,4,0,119,611,525,777,636,548,550,443,184,65,4338,..,6,220,369,263,307,239,102,6,1510,..,32,170,65,66,55,27,3,0,428,..,0,19,73,95,49,15,18,8,278,602,..,..,..,..,..,..,..,..,602,..,190,..,..,..,..,..,..,..,190,..,48,53,12,15,9,0,0,0,130,..,36,26,5,4,6,13,3,5,104,..,4,10,0,0,0,0,0,0,22
5068,..,4,188,439,453,407,350,231,64,2136,..,20,115,51,53,56,30,10,0,346,..,0,0,12,22,24,10,3,0,72,889,..,..,..,..,..,..,..,..,889,..,400,..,..,..,..,..,..,..,400,..,130,96,24,19,3,3,0,0,283,..,39,19,3,5,8,3,3,3,81,..,28,20,6,5,3,0,0,0,57,..,77,79,17,3,9,13,3,3,203,..,29,74,89,110,102,95,62,48,619,12,17,15,16,9,6,10,7,3,88,902,744,614,655,679,620,503,318,130,5175,..,11,258,463,498,416,315,188,35,2177,..,32,118,50,55,50,24,5,0,337,..,3,21,100,146,72,22,17,8,391,836,..,..,..,..,..,..,..,..,836,..,412,..,..,..,..,..,..,..,412,..,116,67,11,13,3,3,0,0,216,..,54,18,7,4,19,9,10,9,135,..,26,8,4,0,3,0,0,0,38
5069,..,5,147,297,346,295,210,120,46,1464,..,10,108,52,58,40,12,7,0,285,..,0,3,3,18,17,0,7,8,49,637,..,..,..,..,..,..,..,..,637,..,246,..,..,..,..,..,..,..,246,..,90,62,16,20,21,0,0,0,200,..,22,19,6,9,5,4,3,3,74,..,13,20,6,0,4,0,0,0,42,..,89,123,19,16,12,4,0,0,263,..,23,60,75,72,71,62,32,19,411,10,16,18,5,6,11,0,0,6,76,648,528,548,476,538,475,297,171,72,3749,..,9,195,330,368,286,182,98,21,1485,..,23,114,53,57,36,12,0,0,304,..,5,16,55,76,37,10,19,12,227,622,..,..,..,..,..,..,..,..,622,..,202,..,..,..,..,..,..,..,202,..,60,42,7,13,12,0,0,0,132,..,22,8,3,4,10,9,8,7,69,..,16,15,0,0,3,0,0,0,30
5070,..,4,359,530,455,397,324,292,112,2471,..,50,164,69,62,45,20,4,3,417,..,0,4,17,30,19,11,7,3,93,1024,..,..,..,..,..,..,..,..,1024,..,339,..,..,..,..,..,..,..,339,..,166,120,50,61,15,3,0,0,414,..,50,38,10,13,14,8,4,3,142,..,42,40,9,0,0,0,0,0,87,..,156,157,34,26,20,12,10,3,424,..,30,110,88,131,132,114,92,57,758,13,19,30,19,17,9,8,14,3,135,1039,844,1028,829,789,663,502,428,183,6307,..,19,455,569,462,375,348,220,59,2510,..,73,180,61,51,49,9,7,0,430,..,0,37,91,134,62,38,42,32,433,931,..,..,..,..,..,..,..,..,931,..,321,..,..,..,..,..,..,..,321,..,112,83,35,24,14,4,0,0,272,..,60,38,10,19,26,9,20,9,194,..,34,25,7,6,0,0,3,0,75
5072,..,3,243,489,498,448,386,259,83,2412,..,23,100,73,53,37,22,9,0,319,..,5,3,13,32,17,9,0,5,85,1030,..,..,..,..,..,..,..,..,1030,..,408,..,..,..,..,..,..,..,408,..,158,146,44,45,18,0,0,0,416,..,30,27,7,6,3,4,3,6,92,..,43,25,11,3,4,0,0,0,85,..,75,78,18,23,10,9,7,0,226,..,11,60,72,89,80,87,40,40,486,13,21,15,9,14,7,11,7,4,103,1047,783,704,741,761,632,529,318,136,5646,..,18,321,543,529,431,390,181,41,2453,..,37,114,68,66,31,8,3,0,321,..,4,20,88,144,81,30,29,25,424,951,..,..,..,..,..,..,..,..,951,..,361,..,..,..,..,..,..,..,361,..,120,99,22,16,11,7,0,0,276,..,39,28,3,3,22,19,13,13,135,..,29,23,5,4,0,3,0,0,57
5073,..,9,317,622,696,442,439,425,115,3058,..,34,122,83,51,44,19,6,0,349,..,0,4,22,43,33,5,17,4,123,1330,..,..,..,..,..,..,..,..,1330,..,508,..,..,..,..,..,..,..,508,..,218,165,61,67,28,3,0,0,533,..,47,36,12,10,19,6,3,0,130,..,47,30,8,7,6,3,0,0,98,..,72,80,21,23,22,8,7,5,241,..,26,75,81,108,83,66,78,49,576,4,14,27,12,9,10,6,10,0,101,1335,974,852,923,1012,687,564,535,178,7056,..,16,435,686,667,455,502,290,44,3104,..,35,148,66,57,30,10,9,0,356,..,7,48,102,165,95,36,46,27,524,1135,..,..,..,..,..,..,..,..,1135,..,451,..,..,..,..,..,..,..,451,..,182,119,42,38,18,6,0,0,410,..,42,26,4,17,28,22,26,16,170,..,28,19,10,0,3,0,0,0,62
