_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
5461,..,0,37,81,93,98,86,48,20,468,..,14,11,16,13,0,13,5,0,70,..,0,3,3,8,6,3,0,0,20,206,..,..,..,..,..,..,..,..,206,..,53,..,..,..,..,..,..,..,53,..,65,12,15,8,4,0,0,0,100,..,13,0,0,3,0,0,3,0,22,..,0,3,0,3,0,0,0,0,12,..,4,3,0,5,7,3,0,0,17,..,3,20,17,26,34,24,15,6,153,7,3,0,9,4,0,0,0,0,25,213,152,94,147,157,147,130,74,30,1142,..,4,53,81,106,96,85,41,8,483,..,13,18,14,9,7,8,0,0,76,..,9,14,20,16,8,4,7,0,79,219,..,..,..,..,..,..,..,..,219,..,48,..,..,..,..,..,..,..,48,..,25,13,3,3,0,0,0,0,52,..,0,0,0,0,0,0,0,0,6,..,3,0,3,0,0,0,0,0,4
5462,..,0,12,21,23,19,13,12,4,98,..,3,3,0,3,4,0,0,0,15,..,0,0,0,0,0,0,0,0,5,64,..,..,..,..,..,..,..,..,64,..,10,..,..,..,..,..,..,..,10,..,17,0,0,3,0,0,0,0,24,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,11,..,0,3,3,7,8,3,3,0,32,3,0,0,0,0,0,0,0,0,3,70,31,26,24,33,27,21,16,3,247,..,0,22,25,21,14,17,6,3,101,..,3,3,3,3,0,0,0,0,11,..,0,0,3,4,3,0,0,3,11,56,..,..,..,..,..,..,..,..,56,..,14,..,..,..,..,..,..,..,14,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5464,..,0,14,21,23,41,23,10,4,126,..,3,4,8,9,3,0,0,0,25,..,0,0,0,0,0,0,0,0,3,72,..,..,..,..,..,..,..,..,72,..,12,..,..,..,..,..,..,..,12,..,8,7,0,0,0,0,0,0,16,..,0,0,0,0,0,3,0,0,8,..,0,3,0,3,0,0,0,0,4,..,4,0,0,0,0,0,0,0,3,..,0,4,7,5,16,6,0,0,38,0,3,0,0,0,0,0,0,0,5,71,30,33,33,42,57,33,12,4,317,..,0,16,21,27,34,21,6,0,130,..,3,3,3,8,3,0,0,0,26,..,0,0,0,3,0,0,0,0,8,54,..,..,..,..,..,..,..,..,54,..,8,..,..,..,..,..,..,..,8,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5470,..,0,0,5,4,3,5,7,0,26,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,5,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,4,5,0,0,11,0,0,0,0,0,0,0,0,0,4,9,12,5,5,15,10,15,6,3,75,..,0,4,3,6,6,9,4,0,29,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5471,..,0,0,3,4,7,3,0,3,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,4,0,3,0,0,0,0,0,0,0,0,10,3,0,3,7,5,4,0,3,42,..,0,4,5,3,6,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,8,..,..,..,..,..,..,..,..,8,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5472,..,0,0,7,4,7,8,3,0,35,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,0,0,0,0,8,..,0,0,3,3,5,5,0,0,15,0,0,0,0,0,0,0,0,0,5,12,6,0,11,15,14,18,4,0,78,..,0,0,9,9,13,7,0,0,34,..,0,0,0,3,0,0,0,0,3,..,0,3,3,0,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5473,..,0,5,15,25,37,43,15,3,141,..,0,8,3,4,4,4,0,0,27,..,0,0,3,3,0,0,0,0,4,62,..,..,..,..,..,..,..,..,62,..,7,..,..,..,..,..,..,..,7,..,10,5,0,0,3,0,0,0,25,..,3,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,4,0,0,0,5,..,3,8,0,7,11,19,5,0,48,0,3,0,0,3,7,0,0,0,12,65,29,37,26,49,61,66,23,7,353,..,3,12,19,36,34,37,12,3,144,..,6,7,4,5,0,3,0,0,32,..,0,3,3,5,4,0,3,3,24,63,..,..,..,..,..,..,..,..,63,..,10,..,..,..,..,..,..,..,10,..,7,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
5480,..,0,15,19,21,39,42,17,5,159,..,4,8,3,9,7,3,0,0,35,..,0,0,0,5,4,0,0,0,5,64,..,..,..,..,..,..,..,..,64,..,18,..,..,..,..,..,..,..,18,..,11,10,0,0,0,0,0,0,21,..,0,0,3,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,4,9,8,13,9,0,49,0,3,0,3,0,0,3,0,0,9,64,33,43,40,45,59,58,30,9,379,..,0,16,27,21,35,43,10,7,160,..,7,8,7,5,8,0,0,0,31,..,0,3,0,3,0,0,0,0,11,59,..,..,..,..,..,..,..,..,59,..,4,..,..,..,..,..,..,..,4,..,9,6,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5481,..,0,5,9,20,43,26,15,3,133,..,0,0,4,7,12,7,0,0,27,..,0,0,0,0,0,0,0,0,3,39,..,..,..,..,..,..,..,..,39,..,10,..,..,..,..,..,..,..,10,..,4,7,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,4,6,9,7,6,5,41,0,0,0,0,0,3,0,0,0,12,39,26,12,23,41,67,43,24,8,280,..,0,0,15,28,41,25,15,3,125,..,0,3,4,6,8,0,0,0,25,..,0,0,3,6,0,0,0,0,12,35,..,..,..,..,..,..,..,..,35,..,17,..,..,..,..,..,..,..,17,..,3,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5482,..,0,9,11,23,28,13,15,0,102,..,0,3,0,4,3,0,0,0,15,..,0,0,0,0,0,0,0,0,4,36,..,..,..,..,..,..,..,..,36,..,9,..,..,..,..,..,..,..,9,..,6,3,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,8,8,6,5,3,26,0,3,0,0,0,0,3,0,0,4,36,24,18,18,36,35,29,16,3,219,..,0,12,18,29,24,16,9,0,102,..,0,4,3,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,42,..,..,..,..,..,..,..,..,42,..,10,..,..,..,..,..,..,..,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5483,..,0,7,11,13,12,18,9,0,61,..,0,0,0,7,0,3,0,0,15,..,0,0,0,3,0,0,0,0,3,33,..,..,..,..,..,..,..,..,33,..,5,..,..,..,..,..,..,..,5,..,4,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,3,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,5,4,0,3,17,0,0,0,0,0,0,0,0,0,0,33,15,8,9,21,20,25,5,8,157,..,0,9,15,9,18,10,4,0,63,..,0,3,3,0,3,0,0,0,15,..,0,0,0,0,0,0,0,0,8,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5485,..,0,6,15,17,37,29,8,3,119,..,3,0,3,4,3,5,0,0,19,..,0,0,0,0,0,0,0,0,7,42,..,..,..,..,..,..,..,..,42,..,7,..,..,..,..,..,..,..,7,..,4,4,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,3,0,0,8,..,0,0,0,0,4,8,4,0,24,0,3,0,0,4,0,5,0,0,19,43,21,20,25,31,43,46,15,6,255,..,0,11,16,29,36,18,7,4,121,..,3,8,3,4,4,0,0,0,26,..,0,0,6,0,0,0,0,0,6,43,..,..,..,..,..,..,..,..,43,..,9,..,..,..,..,..,..,..,9,..,3,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
5490,..,0,4,3,6,8,8,0,0,33,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,4,6,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,5,10,3,11,16,6,7,0,75,..,0,6,3,12,9,3,3,0,34,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,6,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5491,..,0,35,56,68,92,61,37,7,352,..,14,15,7,5,8,6,0,0,55,..,0,0,0,4,0,0,0,0,7,146,..,..,..,..,..,..,..,..,146,..,34,..,..,..,..,..,..,..,34,..,22,11,8,3,6,0,0,0,50,..,6,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,10,4,0,4,3,0,0,0,26,..,8,7,13,13,20,26,21,11,113,4,0,0,0,3,4,5,0,0,15,150,96,75,85,100,135,94,52,18,813,..,0,43,73,75,80,68,18,3,355,..,14,16,13,4,5,3,0,0,58,..,3,8,5,15,6,0,7,3,48,148,..,..,..,..,..,..,..,..,148,..,25,..,..,..,..,..,..,..,25,..,8,0,4,0,4,0,0,0,21,..,0,0,0,0,3,0,3,0,14,..,0,0,0,0,0,0,0,0,0
5493,..,0,0,0,5,4,3,3,0,13,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,5,0,3,3,11,5,3,0,34,..,0,0,0,0,6,4,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,4,3,0,0,0,0,5,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5495,..,0,6,8,22,31,34,16,3,115,..,3,4,6,6,11,3,3,0,27,..,0,0,0,0,0,0,0,0,4,22,..,..,..,..,..,..,..,..,22,..,9,..,..,..,..,..,..,..,9,..,11,4,4,0,3,0,0,0,16,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,3,8,20,15,3,0,53,5,0,0,4,5,0,0,0,0,14,30,27,15,26,43,60,59,24,3,275,..,0,8,7,18,33,31,13,0,119,..,4,0,3,8,8,3,0,0,28,..,0,0,3,3,0,0,0,0,12,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,3,4,0,3,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
5501,..,7,102,242,327,300,207,75,11,1277,..,13,78,75,95,54,17,3,0,333,..,0,4,17,21,11,4,5,0,59,735,..,..,..,..,..,..,..,..,735,..,144,..,..,..,..,..,..,..,144,..,189,80,35,19,3,0,0,0,324,..,5,9,15,10,9,8,8,6,73,..,19,5,12,8,7,3,0,0,54,..,12,6,6,15,13,18,4,0,80,..,6,23,37,103,81,57,21,4,340,10,22,17,14,14,7,0,3,0,91,748,424,336,451,613,491,311,118,25,3515,..,13,156,270,375,271,185,36,4,1317,..,29,80,84,96,34,12,6,3,345,..,7,32,50,54,24,11,9,4,194,603,..,..,..,..,..,..,..,..,603,..,163,..,..,..,..,..,..,..,163,..,142,42,13,9,0,0,0,0,213,..,12,3,3,6,15,21,9,9,72,..,19,6,3,3,4,0,0,0,39
5502,..,0,33,46,54,79,65,20,5,300,..,3,18,13,13,7,3,0,0,62,..,0,0,0,9,0,0,0,0,11,139,..,..,..,..,..,..,..,..,139,..,38,..,..,..,..,..,..,..,38,..,36,11,7,4,3,0,0,0,60,..,4,0,0,0,0,0,0,0,11,..,3,0,0,0,0,0,0,0,8,..,0,0,3,4,7,0,0,0,16,..,3,13,13,18,6,7,3,3,59,0,3,0,3,5,3,0,0,0,15,139,88,82,85,106,103,79,28,11,720,..,3,44,55,67,67,55,18,0,312,..,12,19,12,23,11,0,0,0,72,..,0,0,15,10,9,0,0,0,32,124,..,..,..,..,..,..,..,..,124,..,44,..,..,..,..,..,..,..,44,..,14,3,4,0,0,0,0,0,21,..,4,3,0,0,0,4,0,3,14,..,0,3,0,0,0,0,0,0,3
5510,..,0,3,3,0,5,7,0,0,20,..,0,6,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,6,8,4,10,11,10,0,0,55,..,0,0,3,4,9,4,0,0,22,..,3,3,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5520,..,0,10,15,13,25,19,12,3,100,..,3,12,5,0,4,0,0,0,22,..,0,0,0,3,0,0,0,0,4,55,..,..,..,..,..,..,..,..,55,..,11,..,..,..,..,..,..,..,11,..,6,8,3,3,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,..,0,0,4,12,17,13,5,3,46,7,0,0,0,3,0,0,0,0,11,61,21,28,22,35,52,42,18,5,286,..,0,13,12,20,23,15,12,0,96,..,7,13,0,3,0,0,0,0,28,..,0,9,0,3,0,0,3,0,19,46,..,..,..,..,..,..,..,..,46,..,13,..,..,..,..,..,..,..,13,..,4,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3
5521,..,0,0,3,5,3,9,3,0,27,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,3,..,..,..,..,..,..,..,3,..,3,0,0,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,5,3,3,0,0,13,0,0,0,0,0,0,0,0,0,4,11,7,3,6,16,14,11,3,0,71,..,0,0,6,5,6,3,4,0,22,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,6,16,..,..,..,..,..,..,..,..,16,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
5522,..,0,13,22,33,69,94,46,11,280,..,0,11,4,14,12,3,3,0,40,..,0,0,0,0,0,0,0,0,3,75,..,..,..,..,..,..,..,..,75,..,9,..,..,..,..,..,..,..,9,..,11,5,0,0,0,0,0,0,22,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,3,0,0,0,4,..,0,3,0,0,7,5,0,0,11,..,5,6,10,20,28,28,14,10,119,0,3,0,3,3,0,4,3,0,24,80,35,42,39,67,119,140,66,22,598,..,0,16,32,37,74,86,33,3,284,..,3,5,13,6,12,8,0,0,46,..,0,6,3,10,4,0,0,3,35,74,..,..,..,..,..,..,..,..,74,..,20,..,..,..,..,..,..,..,20,..,9,0,0,3,0,0,0,0,17,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3
5523,..,3,35,47,74,87,90,28,8,377,..,5,16,10,17,6,5,3,0,60,..,0,0,0,0,3,3,0,0,9,157,..,..,..,..,..,..,..,..,157,..,32,..,..,..,..,..,..,..,32,..,40,18,3,3,0,0,0,0,58,..,0,3,0,0,3,3,0,0,9,..,4,0,0,0,0,0,0,0,4,..,0,0,0,3,0,4,0,0,10,..,3,9,13,25,23,18,11,8,109,5,4,3,6,3,0,0,3,0,21,162,90,83,80,116,130,123,50,15,845,..,0,47,55,84,89,71,27,3,382,..,12,10,8,18,6,4,0,0,57,..,3,11,13,12,9,0,0,3,52,181,..,..,..,..,..,..,..,..,181,..,36,..,..,..,..,..,..,..,36,..,26,0,0,3,0,0,0,0,27,..,0,3,0,0,0,3,0,0,10,..,3,0,0,0,0,0,0,0,4
5540,..,17,190,327,505,538,498,276,51,2391,..,63,168,110,101,60,30,5,4,545,..,3,19,50,49,30,13,3,5,174,1293,..,..,..,..,..,..,..,..,1293,..,320,..,..,..,..,..,..,..,320,..,364,115,63,48,16,3,0,0,612,..,30,22,11,13,11,19,6,0,111,..,30,10,12,8,6,0,0,0,62,..,30,22,21,16,18,5,4,3,118,..,38,102,118,198,204,147,105,39,960,35,53,36,31,31,23,20,9,3,240,1327,937,681,741,962,907,734,419,104,6813,..,24,270,390,547,555,452,200,25,2459,..,118,166,117,93,61,20,6,0,581,..,31,127,186,154,68,44,33,12,657,1198,..,..,..,..,..,..,..,..,1198,..,326,..,..,..,..,..,..,..,326,..,179,71,25,19,16,0,0,0,309,..,17,10,3,15,12,23,14,4,102,..,20,4,3,8,0,0,0,0,33
5550,..,3,17,25,28,33,18,8,0,139,..,7,7,9,14,6,7,3,0,48,..,0,3,3,0,0,0,0,0,17,97,..,..,..,..,..,..,..,..,97,..,17,..,..,..,..,..,..,..,17,..,13,6,4,3,0,0,0,0,25,..,3,0,0,0,8,0,0,0,12,..,0,4,0,4,0,0,0,0,10,..,0,6,10,4,3,0,0,0,22,..,5,7,3,16,23,15,8,0,75,0,5,3,3,3,0,0,0,0,12,94,65,53,57,70,71,43,17,6,478,..,0,21,26,29,34,26,3,0,141,..,11,13,7,9,5,3,0,0,51,..,0,5,9,7,0,0,3,0,25,80,..,..,..,..,..,..,..,..,80,..,14,..,..,..,..,..,..,..,14,..,12,3,3,0,0,0,0,0,18,..,0,0,0,0,5,0,0,0,4,..,0,0,0,0,0,0,0,0,0
5552,..,0,3,18,20,15,15,3,0,71,..,0,4,0,0,3,3,0,0,10,..,0,0,3,0,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,10,..,..,..,..,..,..,..,10,..,9,3,4,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,..,0,3,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,6,38,15,18,26,28,29,22,3,3,177,..,0,15,16,21,10,17,0,0,82,..,0,10,0,0,4,0,0,0,14,..,0,3,0,0,0,0,0,0,4,34,..,..,..,..,..,..,..,..,34,..,4,..,..,..,..,..,..,..,4,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4
5554,..,0,75,145,190,185,178,92,28,896,..,29,66,28,35,24,6,0,0,192,..,0,3,8,17,7,3,5,0,41,484,..,..,..,..,..,..,..,..,484,..,110,..,..,..,..,..,..,..,110,..,108,33,11,14,5,0,0,0,171,..,18,16,0,4,3,0,0,0,41,..,4,3,5,3,0,0,0,0,12,..,4,16,0,4,3,3,3,0,37,..,12,18,22,42,58,48,44,17,261,8,9,11,4,0,4,4,3,0,44,493,295,231,238,305,290,251,144,43,2296,..,9,108,159,200,200,151,85,10,918,..,55,59,26,30,22,6,3,0,205,..,8,41,54,48,18,7,4,0,191,403,..,..,..,..,..,..,..,..,403,..,104,..,..,..,..,..,..,..,104,..,58,16,3,3,0,0,0,0,81,..,8,3,0,10,3,10,4,7,42,..,5,3,0,0,0,0,0,0,10
5555,..,3,11,13,22,22,31,9,0,118,..,0,3,3,0,7,4,0,0,17,..,0,0,0,0,0,3,0,0,4,33,..,..,..,..,..,..,..,..,33,..,6,..,..,..,..,..,..,..,6,..,12,4,5,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,11,10,7,7,0,39,3,0,3,0,3,3,3,0,0,8,32,16,25,16,40,40,51,16,3,249,..,4,9,18,21,34,29,9,0,118,..,0,3,0,4,6,0,0,0,17,..,0,3,0,0,3,0,0,0,10,28,..,..,..,..,..,..,..,..,28,..,12,..,..,..,..,..,..,..,12,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3
