_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5000,..,952,408,50,24,22,16,7,0,1472,..,181,259,155,154,151,135,86,33,1148,12,67,43,20,4,14,9,5,0,177,336,1703,1492,617,463,465,376,150,60,5671,..,41,646,494,320,373,344,112,36,2366,..,320,586,169,106,99,54,7,0,1340,..,8,21,69,80,48,20,12,11,281,635,..,..,..,..,..,..,..,..,635,..,176,..,..,..,..,..,..,..,176,..,58,64,22,12,5,3,0,0,161,..,200,76,11,18,18,10,3,8,345,..,145,81,10,3,8,0,0,0,245,..,1767,834,131,66,38,20,9,0,2863,..,385,573,396,381,332,277,123,51,2511,30,127,120,49,31,28,19,4,0,406,661,3239,2995,1354,1016,942,751,271,102,11328
5005,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5006,..,133,112,15,4,6,0,0,0,272,..,23,91,61,61,82,125,76,39,558,0,19,19,4,0,3,4,3,0,61,213,366,530,259,332,329,353,168,68,2615,..,9,229,241,320,355,376,161,52,1752,..,46,245,85,75,69,47,15,0,576,..,0,8,19,50,33,17,7,5,137,425,..,..,..,..,..,..,..,..,425,..,204,..,..,..,..,..,..,..,204,..,55,57,17,17,3,0,0,0,156,..,38,21,7,3,9,8,4,0,97,..,21,17,3,5,0,0,0,0,48,..,278,260,42,6,18,6,11,0,610,..,51,196,137,148,150,200,116,53,1048,0,36,26,17,3,18,11,3,0,111,423,736,1060,552,629,655,665,313,126,5162
5007,..,171,144,25,19,13,4,4,0,375,..,22,81,56,100,116,72,47,29,517,3,22,26,8,13,10,3,3,0,92,378,514,728,414,426,362,185,128,53,3174,..,14,350,383,300,267,177,98,39,1637,..,110,373,151,101,43,14,6,0,791,..,0,27,59,91,67,17,21,7,289,738,..,..,..,..,..,..,..,..,738,..,214,..,..,..,..,..,..,..,214,..,120,96,31,27,12,0,0,0,292,..,68,45,22,22,31,18,9,3,213,..,59,41,9,8,3,0,0,0,121,..,328,329,56,40,36,11,9,0,800,..,40,170,153,194,220,129,83,45,1026,14,48,54,23,26,17,11,8,0,187,747,989,1489,882,807,690,364,232,97,6293
5008,..,150,133,29,21,24,11,8,0,375,..,12,50,69,107,172,163,180,107,860,12,23,24,12,9,18,15,16,11,135,977,818,1041,820,832,735,510,405,181,6332,..,38,711,936,828,686,484,306,95,4092,..,89,356,203,164,109,33,3,3,953,..,8,56,119,198,136,38,63,26,653,2006,..,..,..,..,..,..,..,..,2006,..,649,..,..,..,..,..,..,..,649,..,332,304,87,105,50,13,0,0,888,..,121,82,28,42,50,42,31,15,409,..,97,74,21,12,12,3,0,0,225,..,326,360,96,76,61,24,15,4,961,..,27,134,169,260,348,286,251,139,1607,24,58,60,28,28,33,17,19,9,287,2033,1745,2140,1689,1712,1483,945,679,296,12720
5009,..,24,24,13,10,9,3,0,0,86,..,13,19,27,39,48,53,61,31,298,7,3,6,0,0,0,6,3,0,39,387,290,301,327,359,287,191,140,60,2339,..,8,260,359,404,320,201,137,29,1721,..,26,110,81,68,34,13,0,0,328,..,4,13,50,69,46,14,11,10,224,782,..,..,..,..,..,..,..,..,782,..,270,..,..,..,..,..,..,..,270,..,154,83,31,23,12,3,0,0,308,..,33,27,10,15,18,9,10,13,120,..,30,18,3,6,4,0,0,0,67,..,78,81,36,33,19,13,0,0,262,..,14,45,65,103,113,92,80,47,567,13,11,18,3,15,11,7,4,0,87,791,627,649,645,732,578,351,248,106,4728
5010,..,22,19,7,13,15,7,3,0,79,..,7,29,27,47,66,74,62,26,338,7,12,7,3,7,5,9,0,0,50,499,365,442,415,354,311,211,146,55,2789,..,15,335,481,373,311,174,90,22,1802,..,24,93,77,42,28,5,0,0,274,..,7,51,66,84,50,26,30,11,321,1011,..,..,..,..,..,..,..,..,1011,..,328,..,..,..,..,..,..,..,328,..,167,125,51,30,14,0,0,0,387,..,46,39,16,18,35,25,20,11,209,..,39,50,7,4,0,0,0,0,104,..,61,47,26,38,24,13,3,0,209,..,7,46,53,94,128,118,86,38,578,8,24,17,11,9,11,11,6,0,97,1019,719,806,787,696,592,371,230,84,5312
5011,..,55,49,23,19,15,11,3,0,172,..,19,86,51,92,130,119,101,92,689,12,21,22,10,7,9,6,6,3,106,949,723,977,734,804,629,371,224,138,5559,..,36,718,941,886,692,375,184,41,3876,..,114,392,180,158,78,27,3,3,951,..,11,57,95,159,90,38,26,30,507,1911,..,..,..,..,..,..,..,..,1911,..,602,..,..,..,..,..,..,..,602,..,309,218,63,40,27,3,0,0,673,..,109,64,13,22,43,27,18,13,311,..,60,53,18,10,5,3,3,0,152,..,141,143,56,44,37,19,3,3,452,..,54,185,132,220,249,211,133,121,1305,31,42,54,28,21,21,13,9,3,219,1938,1485,1886,1524,1555,1251,718,385,212,10959
5012,..,55,49,20,21,10,3,0,0,164,..,15,44,41,60,91,90,87,66,501,23,18,23,11,15,12,15,7,3,127,1045,781,881,764,642,531,296,236,124,5297,..,68,699,867,699,547,316,198,48,3441,..,58,214,111,87,59,19,3,3,563,..,23,102,141,177,99,31,37,23,640,2090,..,..,..,..,..,..,..,..,2090,..,720,..,..,..,..,..,..,..,720,..,301,253,74,47,26,5,0,0,705,..,136,108,41,32,63,41,29,15,466,..,96,90,37,20,20,6,0,0,265,..,131,132,55,51,33,21,3,0,429,..,40,108,118,165,203,172,128,89,1021,34,44,41,26,29,18,23,14,7,228,2124,1618,1740,1484,1303,1061,629,413,192,10559
5013,..,14,24,9,28,20,10,3,0,107,..,13,40,48,90,130,113,88,77,596,23,26,16,13,18,9,9,5,0,118,762,598,643,597,694,595,376,216,129,4609,..,28,453,564,601,529,348,156,52,2730,..,74,228,152,130,80,27,7,3,703,..,23,79,130,184,132,53,33,31,661,1516,..,..,..,..,..,..,..,..,1516,..,544,..,..,..,..,..,..,..,544,..,331,249,98,74,30,6,0,0,787,..,98,39,30,45,62,34,22,17,348,..,31,28,18,8,7,3,3,0,104,..,34,73,47,70,50,28,5,0,311,..,39,104,141,256,292,217,143,102,1286,39,47,55,27,32,29,11,9,0,255,1555,1255,1302,1213,1406,1205,728,376,204,9247
5014,..,32,42,16,24,21,12,3,0,146,..,17,77,76,122,186,193,187,104,961,9,14,17,12,11,7,7,9,3,91,867,606,814,734,823,758,520,410,174,5690,..,29,554,732,769,762,482,326,83,3721,..,98,333,198,173,104,29,13,0,950,..,10,80,146,187,116,53,42,40,668,1682,..,..,..,..,..,..,..,..,1682,..,511,..,..,..,..,..,..,..,511,..,389,266,81,74,40,8,0,0,856,..,66,45,14,30,40,36,18,20,278,..,31,35,15,6,3,4,0,0,96,..,69,85,38,64,48,32,9,0,343,..,32,171,188,267,350,302,244,146,1705,20,31,47,27,26,11,15,12,6,200,1700,1264,1612,1439,1596,1479,962,658,292,11003
5015,..,27,20,9,17,6,5,3,3,90,..,20,57,46,88,115,93,59,21,503,12,12,7,8,6,12,4,0,0,74,386,311,414,365,454,390,242,130,41,2731,..,20,213,320,335,314,232,86,29,1544,..,54,196,120,120,80,23,4,0,602,..,13,49,83,113,56,22,19,3,354,753,..,..,..,..,..,..,..,..,753,..,206,..,..,..,..,..,..,..,206,..,156,110,29,19,11,0,0,0,323,..,30,27,10,14,23,12,6,5,128,..,4,13,8,8,9,0,0,0,40,..,51,60,24,37,30,10,6,3,222,..,38,124,119,190,231,160,84,38,986,15,33,31,21,28,17,14,0,0,165,768,602,822,743,859,762,477,211,74,5321
5016,..,20,26,11,24,12,4,4,0,92,..,18,49,46,95,138,131,104,78,652,12,24,14,10,15,22,12,3,0,103,617,477,585,541,687,593,381,240,125,4240,..,15,339,567,662,583,395,198,60,2822,..,67,300,166,190,106,37,10,0,876,..,8,62,87,125,74,31,20,13,428,1313,..,..,..,..,..,..,..,..,1313,..,398,..,..,..,..,..,..,..,398,..,269,157,59,29,16,0,0,0,532,..,43,27,12,19,22,14,11,12,163,..,18,14,13,6,9,8,0,0,56,..,41,62,19,40,21,22,3,0,214,..,26,100,106,190,242,201,143,102,1109,29,36,32,21,24,28,16,11,5,197,1343,913,1088,1040,1283,1114,710,406,200,8105
5017,..,10,11,11,10,17,7,4,0,66,..,4,17,27,52,82,80,63,26,343,8,11,15,3,5,9,8,5,4,59,426,274,304,320,347,324,273,154,51,2458,..,8,160,223,280,253,275,132,15,1353,..,34,139,99,94,60,24,3,0,461,..,10,57,107,93,49,22,23,14,383,813,..,..,..,..,..,..,..,..,813,..,225,..,..,..,..,..,..,..,225,..,198,89,51,26,17,3,0,0,386,..,20,22,9,14,20,17,11,6,112,..,12,9,10,11,5,0,0,0,52,..,24,29,13,25,36,21,7,0,155,..,15,45,72,107,173,126,88,29,652,16,21,28,18,13,9,9,3,4,124,830,565,577,594,666,630,497,273,74,4708
5018,..,0,8,6,3,7,9,0,0,29,..,3,7,8,26,46,73,65,40,273,9,7,11,6,4,8,7,8,5,60,331,303,265,286,401,533,326,146,58,2655,..,3,165,302,480,733,456,146,28,2307,..,29,129,81,86,100,42,8,0,483,..,3,24,53,71,41,10,4,6,214,675,..,..,..,..,..,..,..,..,675,..,289,..,..,..,..,..,..,..,289,..,239,119,40,11,5,4,0,0,428,..,27,12,3,8,20,9,9,8,89,..,6,8,6,3,0,0,0,0,25,..,6,21,9,8,12,20,0,3,78,..,6,29,37,76,111,129,93,61,544,15,22,16,6,14,15,9,10,4,114,691,630,511,543,765,1031,687,267,106,5236
5019,..,13,24,19,24,26,11,5,0,126,..,16,57,66,104,179,170,119,71,778,6,16,17,10,12,10,12,12,3,95,609,426,484,587,677,682,487,258,108,4316,..,4,286,528,546,619,485,185,47,2689,..,46,195,202,214,135,51,18,3,873,..,9,54,106,142,83,42,25,14,476,1265,..,..,..,..,..,..,..,..,1265,..,379,..,..,..,..,..,..,..,379,..,248,147,56,33,21,3,0,0,513,..,49,30,11,17,28,20,17,7,188,..,22,23,11,7,3,3,0,0,69,..,38,80,34,42,46,28,6,3,274,..,35,119,155,219,321,252,163,102,1363,26,29,35,31,22,18,27,16,4,200,1282,864,962,1138,1248,1277,893,422,190,8278
5020,..,5,0,0,0,4,0,0,0,18,..,3,7,7,8,28,56,35,36,171,0,3,4,0,0,7,4,6,0,23,232,135,134,172,192,259,217,104,56,1493,..,0,104,226,261,330,294,127,29,1360,..,7,44,37,30,30,16,0,0,180,..,3,13,18,34,14,9,8,0,105,462,..,..,..,..,..,..,..,..,462,..,140,..,..,..,..,..,..,..,140,..,91,74,20,16,8,5,0,0,206,..,11,4,0,0,11,9,5,9,46,..,7,4,0,3,0,3,0,0,22,..,10,9,4,3,10,0,0,0,35,..,12,11,26,22,64,72,44,41,294,0,7,7,4,0,7,4,9,0,40,461,283,263,337,374,473,414,196,82,2889
5021,..,6,4,3,6,8,8,3,0,35,..,8,17,21,30,64,97,123,80,439,4,6,10,0,4,9,9,4,3,53,303,237,245,262,345,491,482,313,138,2814,..,4,150,320,399,627,713,348,111,2672,..,24,78,54,65,48,23,24,3,305,..,3,20,32,60,24,21,15,10,188,626,..,..,..,..,..,..,..,..,626,..,281,..,..,..,..,..,..,..,281,..,154,119,44,31,20,3,0,0,372,..,24,11,3,4,16,5,9,8,88,..,13,15,3,0,0,0,0,0,36,..,12,19,6,13,19,21,3,3,82,..,20,38,48,60,102,151,159,106,680,12,19,25,5,10,11,17,4,4,108,636,559,467,510,646,868,956,563,249,5450
5022,..,55,53,7,5,19,9,0,0,151,..,35,86,71,115,209,208,190,134,1050,14,25,23,11,8,15,14,10,6,132,1111,842,771,920,1148,1073,778,448,222,7309,..,21,467,1139,1390,1259,961,474,121,5831,..,73,336,248,249,175,77,11,7,1174,..,11,43,108,156,116,41,33,18,517,2332,..,..,..,..,..,..,..,..,2332,..,879,..,..,..,..,..,..,..,879,..,442,250,63,60,17,3,0,0,834,..,62,23,22,18,28,36,26,20,232,..,41,25,9,8,0,3,0,0,79,..,121,125,32,40,39,14,3,3,380,..,64,186,197,305,394,354,251,174,1917,39,39,57,22,24,20,26,21,7,263,2369,1740,1508,1843,2242,2053,1513,822,347,14445
5023,..,65,69,22,35,24,20,0,4,236,..,35,88,77,146,207,250,245,191,1238,24,34,37,19,21,19,8,15,11,191,1186,933,1238,1005,1099,949,744,635,309,8104,..,45,899,1039,1027,901,725,615,152,5413,..,78,408,201,165,97,38,20,3,1008,..,21,105,210,312,156,73,73,53,1006,2406,..,..,..,..,..,..,..,..,2406,..,819,..,..,..,..,..,..,..,819,..,508,367,130,114,66,7,0,0,1202,..,133,96,27,43,61,34,40,18,460,..,52,43,16,7,6,6,0,0,137,..,120,197,55,82,55,36,5,5,560,..,59,223,210,343,375,379,335,245,2164,50,64,74,45,35,39,17,22,12,362,2463,1900,2425,1945,2125,1760,1322,1113,492,15535
5024,..,42,42,12,13,18,8,3,0,144,..,18,61,62,75,100,155,197,131,793,19,21,13,17,15,17,11,7,3,119,1007,772,709,838,955,792,795,566,220,6657,..,16,534,1015,1252,1053,1102,693,152,5828,..,47,197,159,151,93,29,11,0,696,..,4,32,94,137,78,40,56,31,469,1983,..,..,..,..,..,..,..,..,1983,..,789,..,..,..,..,..,..,..,789,..,423,284,92,92,40,0,0,0,935,..,71,39,10,18,23,18,23,13,210,..,40,24,6,12,3,0,0,0,84,..,102,98,35,37,33,20,3,0,326,..,40,129,149,195,204,230,272,188,1397,36,43,32,28,26,32,22,15,4,238,2022,1572,1374,1592,1922,1555,1468,1070,388,12965
5025,..,24,26,10,6,9,3,0,0,69,..,7,25,31,51,62,97,105,67,441,5,11,3,8,7,11,17,4,5,70,604,482,491,482,586,482,468,321,135,4060,..,8,378,608,706,582,600,411,90,3379,..,43,183,93,111,56,25,3,0,507,..,0,28,65,84,62,26,34,24,333,1265,..,..,..,..,..,..,..,..,1265,..,453,..,..,..,..,..,..,..,453,..,266,207,63,59,39,4,0,0,644,..,53,32,4,17,14,19,15,6,163,..,42,25,9,3,0,3,0,0,77,..,46,71,22,25,10,8,5,0,182,..,17,55,87,113,105,137,143,99,755,20,22,14,12,12,19,27,3,9,143,1286,942,984,965,1134,894,842,620,241,7912
5031,..,228,219,28,21,13,3,4,0,515,..,23,53,72,86,130,111,112,53,647,12,17,25,17,13,13,12,11,5,122,636,704,917,668,619,496,320,291,111,4763,..,19,464,630,576,414,291,237,54,2675,..,64,366,217,142,93,33,3,0,924,..,11,25,107,113,74,31,46,29,436,1242,..,..,..,..,..,..,..,..,1242,..,407,..,..,..,..,..,..,..,407,..,182,161,50,89,40,3,0,0,529,..,101,82,11,28,29,20,15,10,298,..,93,80,16,11,3,4,0,0,205,..,465,462,84,64,37,11,9,0,1134,..,30,133,155,215,258,194,165,64,1212,19,37,60,28,24,18,22,19,7,244,1258,1403,1822,1300,1260,972,614,491,166,9294
5032,..,83,94,26,19,10,9,4,3,245,..,33,85,73,105,154,165,182,118,909,4,19,16,8,14,10,12,9,9,101,909,761,982,784,832,694,545,421,201,6115,..,50,843,1005,989,783,591,413,123,4805,..,82,244,149,122,69,29,3,4,699,..,15,44,82,134,94,38,41,25,463,1886,..,..,..,..,..,..,..,..,1886,..,624,..,..,..,..,..,..,..,624,..,322,256,69,66,35,7,0,0,753,..,105,51,16,14,30,28,14,9,269,..,67,63,17,11,3,3,0,0,157,..,183,215,58,30,24,17,8,3,544,..,69,185,164,235,270,253,247,162,1585,22,40,39,29,22,20,13,13,9,205,1899,1539,1941,1590,1623,1328,975,736,335,11979
5033,..,127,94,21,18,25,10,3,0,297,..,27,91,70,76,107,92,102,61,626,10,29,18,8,3,12,10,7,4,98,535,557,767,525,451,397,288,235,101,3860,..,22,539,579,427,308,266,178,55,2373,..,95,285,110,79,49,22,0,0,641,..,3,29,81,96,64,26,29,29,366,1096,..,..,..,..,..,..,..,..,1096,..,316,..,..,..,..,..,..,..,316,..,157,116,55,65,30,3,0,0,437,..,92,57,7,16,33,24,9,7,257,..,67,62,11,3,5,0,0,0,153,..,258,211,49,53,41,21,11,3,644,..,44,166,153,194,202,173,151,83,1170,15,44,34,27,16,20,9,9,4,178,1112,1098,1519,1067,954,752,554,391,181,7621
5034,..,131,101,20,7,18,14,3,0,279,..,34,91,70,66,130,140,97,70,692,4,17,21,7,12,7,7,3,4,91,771,656,730,662,629,648,418,209,113,4826,..,20,428,815,764,706,474,172,65,3441,..,63,309,174,142,110,48,10,0,863,..,0,18,64,80,76,16,15,14,294,1535,..,..,..,..,..,..,..,..,1535,..,527,..,..,..,..,..,..,..,527,..,213,126,24,32,20,3,0,0,412,..,49,42,12,14,24,8,15,10,172,..,37,41,9,8,3,0,0,0,94,..,225,237,41,23,29,31,9,0,597,..,44,157,130,140,210,205,129,94,1107,17,32,41,20,16,18,16,4,3,162,1546,1213,1392,1281,1210,1183,798,365,189,9190
5035,..,81,63,11,7,8,14,0,0,187,..,15,67,60,48,84,94,69,60,489,3,12,13,6,4,3,6,3,0,46,429,350,519,413,336,327,262,150,83,2870,..,15,337,497,367,328,230,134,31,1934,..,70,229,89,77,53,24,6,0,550,..,4,15,49,68,35,16,14,13,213,889,..,..,..,..,..,..,..,..,889,..,233,..,..,..,..,..,..,..,233,..,93,86,20,17,15,5,0,0,246,..,38,26,0,11,8,13,4,5,119,..,38,28,4,3,5,0,0,0,78,..,150,141,23,23,19,19,4,0,384,..,37,136,134,104,145,143,90,76,863,3,19,30,13,8,11,12,8,0,96,895,701,1028,835,682,620,459,260,131,5608
5037,..,168,117,10,6,18,11,0,0,342,..,23,75,62,71,149,154,165,132,841,7,23,12,7,7,15,7,9,3,79,747,735,873,645,559,537,426,347,201,5084,..,25,715,834,633,501,429,316,119,3581,..,91,268,148,101,50,24,7,0,688,..,3,38,78,111,72,31,23,21,370,1532,..,..,..,..,..,..,..,..,1532,..,494,..,..,..,..,..,..,..,494,..,226,138,37,58,17,7,0,0,481,..,110,68,8,13,36,19,12,10,265,..,80,69,20,8,3,3,0,0,184,..,332,267,41,34,33,14,5,0,725,..,46,158,147,166,264,240,221,167,1406,12,48,31,17,13,21,12,7,3,172,1541,1450,1743,1330,1153,994,770,599,326,9898
5038,..,164,161,41,20,16,15,3,3,426,..,49,152,113,112,226,227,212,196,1281,16,20,42,11,9,6,7,12,9,132,1075,926,1454,1023,866,794,595,448,285,7462,..,72,1151,1203,913,760,559,359,120,5133,..,166,466,237,179,108,50,11,3,1214,..,14,41,139,181,105,36,40,36,582,2172,..,..,..,..,..,..,..,..,2172,..,612,..,..,..,..,..,..,..,612,..,306,229,49,69,39,8,0,0,694,..,134,98,22,24,42,26,18,16,381,..,90,88,23,11,3,3,0,0,216,..,348,383,79,47,43,33,14,8,953,..,101,314,255,291,414,345,291,231,2246,16,57,89,27,34,23,15,16,17,289,2188,1887,2851,2033,1756,1532,1071,751,423,14490
5039,..,96,69,22,9,22,17,3,0,245,..,16,62,43,82,115,111,114,129,677,6,19,28,8,13,6,9,0,3,92,749,534,706,596,529,497,307,246,174,4339,..,26,518,717,484,506,255,197,72,2776,..,72,231,153,103,68,21,3,0,650,..,3,41,75,128,67,34,26,18,394,1451,..,..,..,..,..,..,..,..,1451,..,355,..,..,..,..,..,..,..,355,..,234,147,46,47,20,3,0,0,499,..,73,50,11,6,24,22,6,8,204,..,56,43,12,7,7,3,0,0,132,..,179,172,54,27,47,25,7,0,505,..,29,116,101,211,241,167,163,170,1194,15,30,53,20,26,19,12,3,3,170,1469,1057,1371,1189,1024,998,537,416,268,8322
5040,..,6,6,0,4,7,0,0,0,22,..,3,3,8,16,23,43,31,20,146,6,5,4,0,0,4,3,0,3,22,185,140,100,138,167,174,163,86,31,1182,..,3,72,173,199,224,212,115,24,1020,..,3,41,25,22,22,7,7,0,120,..,0,7,19,28,22,11,3,3,90,345,..,..,..,..,..,..,..,..,345,..,146,..,..,..,..,..,..,..,146,..,62,38,16,11,0,0,0,0,128,..,4,5,0,8,4,9,0,4,26,..,8,5,0,0,0,0,0,0,15,..,7,12,3,4,4,0,3,0,38,..,3,17,15,36,48,68,51,28,269,8,7,7,3,0,4,5,3,3,47,353,247,205,255,316,335,310,174,60,2260
5041,..,63,58,6,18,17,10,10,0,182,..,23,64,61,74,138,164,109,104,733,14,15,18,12,15,4,12,6,4,104,1188,824,728,924,949,804,552,295,166,6425,..,22,563,1203,1210,1035,693,287,84,5096,..,50,238,178,163,104,29,9,7,768,..,3,22,108,151,93,25,24,24,460,2404,..,..,..,..,..,..,..,..,2404,..,868,..,..,..,..,..,..,..,868,..,313,224,66,43,26,11,0,0,681,..,58,32,9,9,21,19,19,17,177,..,64,41,7,18,9,4,0,0,138,..,134,134,27,31,28,17,11,0,381,..,32,114,116,170,204,254,159,135,1185,31,34,40,30,23,17,16,9,6,205,2439,1578,1408,1739,1816,1527,1070,517,269,12362
5042,..,247,134,32,24,21,0,4,3,478,..,37,39,45,53,83,106,154,121,639,7,36,22,16,7,5,14,8,3,115,760,799,924,615,545,487,464,406,185,5167,..,37,732,736,567,524,519,431,98,3640,..,90,276,109,86,77,31,15,0,677,..,9,39,87,130,58,34,30,21,408,1537,..,..,..,..,..,..,..,..,1537,..,443,..,..,..,..,..,..,..,443,..,226,153,75,52,25,7,0,0,532,..,76,45,12,18,37,36,14,13,255,..,72,103,15,12,3,0,0,0,212,..,424,289,87,56,37,4,8,11,915,..,61,100,141,141,197,166,201,152,1150,11,57,36,29,14,15,18,16,0,195,1552,1485,1770,1284,1080,966,814,708,296,9963
5043,..,241,162,18,37,36,25,8,3,534,..,40,145,137,199,298,354,356,215,1746,18,63,36,22,10,20,20,13,12,212,1193,1276,1499,1097,1035,1047,907,720,320,9099,..,63,1092,1183,886,832,842,571,148,5613,..,215,521,248,129,134,48,10,5,1308,..,26,99,205,251,183,63,67,44,946,2439,..,..,..,..,..,..,..,..,2439,..,756,..,..,..,..,..,..,..,756,..,393,292,96,95,40,6,0,0,936,..,210,110,33,48,65,42,37,13,560,..,136,74,14,7,11,4,3,0,250,..,467,328,86,98,81,47,13,8,1120,..,86,281,301,421,567,533,449,281,2916,43,87,82,52,34,29,28,14,12,383,2484,2440,2885,2215,1973,1944,1610,1170,513,17231
5044,..,34,38,10,10,17,7,3,0,124,..,30,53,37,75,161,182,197,234,971,21,22,20,4,7,4,17,14,10,115,782,577,564,609,733,680,594,401,307,5249,..,18,333,732,893,767,677,365,107,3897,..,53,236,150,151,108,40,4,0,746,..,3,32,94,124,63,24,12,25,384,1553,..,..,..,..,..,..,..,..,1553,..,570,..,..,..,..,..,..,..,570,..,274,139,42,24,26,4,0,0,510,..,78,47,7,5,19,15,8,9,181,..,25,27,5,3,0,3,0,0,61,..,86,104,29,17,34,14,12,4,295,..,52,105,96,160,250,271,269,312,1517,32,34,44,13,11,14,23,13,9,205,1581,1190,1055,1171,1388,1282,1072,692,469,9911
