_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
5093,..,16,19,14,12,13,10,0,0,80,..,11,26,33,57,74,112,97,34,443,11,14,11,6,12,9,9,3,3,77,718,471,574,585,551,481,600,231,62,4274,..,21,492,661,594,545,789,279,38,3413,..,52,197,158,109,47,30,7,0,606,..,16,59,105,126,80,38,22,10,459,1506,..,..,..,..,..,..,..,..,1506,..,470,..,..,..,..,..,..,..,470,..,288,186,70,38,10,4,0,0,600,..,59,45,14,17,35,27,12,5,219,..,26,26,10,11,0,3,0,0,84,..,47,58,24,26,17,14,0,0,190,..,22,69,116,130,132,183,129,54,836,23,35,35,18,29,14,26,10,3,188,1527,1040,1166,1183,1084,881,1116,459,116,8565
5094,..,0,4,0,3,0,0,0,0,8,..,0,5,3,3,10,14,3,0,34,0,0,0,0,3,0,0,0,0,11,64,56,50,48,56,38,63,25,4,409,..,10,42,54,57,39,71,29,5,308,..,6,12,10,7,7,0,0,0,42,..,0,5,13,12,7,10,3,0,50,133,..,..,..,..,..,..,..,..,133,..,55,..,..,..,..,..,..,..,55,..,33,17,19,3,3,0,0,0,71,..,9,0,0,3,3,3,0,0,18,..,5,3,0,0,0,0,0,0,12,..,7,16,11,7,8,3,3,0,50,..,0,12,7,14,14,26,14,0,82,0,7,3,4,4,0,6,0,0,22,133,121,111,107,112,79,111,52,11,844
5095,..,186,108,26,26,32,11,3,0,389,..,47,121,110,131,156,149,97,49,858,32,40,37,21,17,8,15,8,3,191,1831,1360,1884,1456,1201,992,568,284,81,9655,..,103,1575,1886,1422,1215,708,296,46,7245,..,243,563,296,219,93,33,10,0,1464,..,37,132,208,233,110,30,32,13,800,3682,..,..,..,..,..,..,..,..,3682,..,967,..,..,..,..,..,..,..,967,..,556,382,75,46,19,3,0,0,1072,..,189,167,43,38,80,53,30,14,605,..,138,106,34,19,8,3,0,0,311,..,507,349,87,68,54,18,9,0,1094,..,114,313,277,290,255,224,145,70,1691,69,95,81,49,44,19,22,9,7,396,3757,2939,3672,2963,2381,1852,1097,518,147,19331
5096,..,22,25,8,17,14,7,3,0,96,..,19,53,43,75,110,123,112,51,587,11,39,20,16,21,9,6,12,3,136,1191,818,898,839,908,789,534,306,88,6367,..,53,707,965,1020,999,727,344,50,4867,..,105,291,209,182,83,27,12,0,909,..,28,101,167,196,102,38,19,19,667,2440,..,..,..,..,..,..,..,..,2440,..,711,..,..,..,..,..,..,..,711,..,505,297,81,48,16,5,0,0,945,..,91,37,22,24,38,23,26,9,276,..,41,39,32,11,7,3,0,0,128,..,63,86,28,50,45,16,4,0,292,..,44,132,141,192,241,197,170,79,1198,30,61,60,34,37,24,18,17,3,275,2465,1696,1749,1678,1754,1556,1049,592,164,12702
5097,..,22,23,16,0,20,12,3,0,90,..,13,59,40,82,125,187,126,76,701,24,28,21,14,8,17,18,6,4,135,1091,723,824,841,853,917,721,340,129,6432,..,25,648,972,990,1199,953,398,81,5266,..,107,376,226,182,92,32,14,0,1022,..,10,71,168,195,83,45,27,20,610,2201,..,..,..,..,..,..,..,..,2201,..,673,..,..,..,..,..,..,..,673,..,473,249,77,52,17,0,0,0,875,..,52,46,10,13,17,26,16,8,195,..,46,24,14,12,3,4,0,0,108,..,40,63,39,19,28,13,7,0,207,..,28,143,123,190,220,270,195,100,1260,45,44,51,27,29,33,26,14,4,271,2250,1497,1664,1651,1680,1688,1368,675,223,12696
5098,..,17,29,7,19,25,10,3,0,114,..,12,29,41,61,117,186,122,66,631,18,18,17,9,12,8,13,3,3,98,1002,606,710,817,734,656,796,315,109,5735,..,38,555,1000,809,742,990,363,54,4549,..,88,227,184,134,64,52,7,5,766,..,13,83,137,173,94,46,30,13,603,2109,..,..,..,..,..,..,..,..,2109,..,582,..,..,..,..,..,..,..,582,..,369,253,117,52,15,0,0,0,808,..,69,59,16,26,50,34,18,4,282,..,38,38,15,10,5,0,0,0,112,..,51,86,34,47,41,21,13,3,294,..,27,87,137,157,196,277,175,86,1154,33,43,41,27,28,12,24,6,8,219,2143,1309,1442,1665,1433,1227,1456,611,177,11458
5106,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,11,12
5107,..,21,44,10,28,23,3,4,0,135,..,16,39,48,80,134,163,122,34,630,29,32,26,8,14,21,6,3,0,143,1624,1125,1264,1080,1091,936,683,332,65,8201,..,86,1064,1341,1284,1115,857,338,42,6134,..,103,302,184,195,92,42,13,0,925,..,28,171,217,262,160,45,42,12,940,3393,..,..,..,..,..,..,..,..,3393,..,984,..,..,..,..,..,..,..,984,..,683,461,125,75,29,0,0,0,1377,..,125,86,42,55,77,59,30,19,489,..,66,77,31,25,14,6,0,0,215,..,61,131,51,76,37,15,13,0,382,..,25,120,119,194,241,259,177,49,1190,43,68,78,37,27,39,19,4,0,311,3430,2233,2494,2158,2186,1811,1299,615,125,16345
5108,..,71,93,43,64,54,27,6,3,366,..,54,143,134,270,409,402,334,121,1867,69,104,70,41,46,39,27,18,6,412,3966,2690,2993,2408,2587,2199,1395,794,225,19262,..,222,2188,2465,2570,2382,1550,696,122,12188,..,419,1020,575,489,239,90,16,6,2855,..,145,517,685,691,361,149,106,39,2689,7930,..,..,..,..,..,..,..,..,7930,..,2093,..,..,..,..,..,..,..,2093,..,1579,971,310,147,67,12,0,0,3078,..,364,189,105,137,183,118,92,35,1218,..,165,156,64,69,43,14,3,0,512,..,163,267,136,179,133,68,13,3,951,..,113,431,450,697,816,662,467,168,3803,134,201,214,132,108,79,39,35,5,954,8066,5468,5944,4912,5088,4301,2700,1429,378,38279
5109,..,35,30,26,28,29,22,11,0,181,..,22,75,72,107,201,241,221,97,1025,29,43,38,6,8,29,12,9,11,195,1822,1206,1301,1225,1337,1281,983,578,187,9930,..,69,894,1295,1461,1502,1278,625,133,7250,..,168,505,311,289,133,51,14,3,1473,..,46,193,318,300,195,64,37,22,1177,3641,..,..,..,..,..,..,..,..,3641,..,1059,..,..,..,..,..,..,..,1059,..,841,419,148,102,36,3,0,0,1544,..,96,76,42,49,68,49,50,24,466,..,64,55,18,33,11,0,3,0,189,..,72,111,74,74,63,33,16,3,451,..,41,205,235,321,383,365,304,132,1994,46,88,96,38,35,51,23,15,15,405,3683,2539,2561,2479,2669,2435,1869,1077,333,19645
5110,..,12,24,8,10,18,7,3,3,90,..,10,23,20,38,50,53,43,11,245,17,9,22,3,4,9,7,3,6,85,977,533,724,587,497,441,276,152,32,4228,..,52,539,604,573,549,366,194,17,2887,..,119,263,185,117,63,17,7,0,765,..,25,110,135,118,54,17,17,3,476,1902,..,..,..,..,..,..,..,..,1902,..,423,..,..,..,..,..,..,..,423,..,308,195,56,29,3,0,0,0,591,..,48,38,16,26,33,17,21,8,215,..,27,21,23,15,10,0,0,0,96,..,31,57,36,29,30,14,5,3,207,..,17,62,78,102,108,108,68,16,563,40,29,43,19,13,19,7,3,5,188,1943,1072,1335,1144,1020,873,553,315,56,8301
5111,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,19,0,10,8,0,0,0,0,0,0,16
5112,..,53,43,27,36,30,17,3,3,215,..,33,78,82,155,248,253,304,164,1320,30,39,52,29,21,17,13,6,6,208,1684,1172,1170,1037,1192,1047,742,604,240,8892,..,100,708,950,1035,1036,727,492,94,5144,..,185,387,224,226,114,55,7,0,1201,..,86,249,306,366,169,79,45,30,1326,3428,..,..,..,..,..,..,..,..,3428,..,925,..,..,..,..,..,..,..,925,..,684,391,124,80,35,7,0,0,1324,..,123,78,42,76,77,47,31,20,498,..,77,48,44,28,19,3,0,0,219,..,113,140,88,101,77,40,8,3,559,..,74,227,307,472,507,427,424,220,2660,81,91,103,65,53,32,29,8,9,474,3511,2466,2331,2147,2432,2070,1411,1023,380,17760
5113,..,81,52,26,49,41,28,4,0,278,..,48,92,77,143,222,207,205,74,1074,49,51,33,19,19,21,15,15,7,228,1913,1215,1326,900,1011,903,668,489,149,8583,..,63,663,593,668,723,648,452,90,3891,..,303,487,253,274,128,39,20,3,1508,..,159,424,365,345,180,78,47,22,1613,3853,..,..,..,..,..,..,..,..,3853,..,690,..,..,..,..,..,..,..,690,..,605,313,134,73,47,0,0,0,1176,..,155,102,60,86,89,48,28,18,578,..,107,92,39,33,19,4,0,0,295,..,158,188,100,123,104,59,8,5,740,..,92,232,262,418,497,381,297,110,2284,102,135,126,72,59,39,22,19,6,577,3958,2474,2620,1871,2073,1824,1272,866,257,17210
5114,..,82,64,45,43,42,17,9,0,296,..,51,147,93,161,244,214,136,48,1103,89,85,92,31,26,24,14,8,0,367,3852,2425,2740,2046,2196,1588,908,384,101,16246,..,163,1897,2124,2414,1940,1131,425,70,10166,..,548,1174,571,482,220,76,22,3,3099,..,156,554,545,550,215,63,36,22,2135,7672,..,..,..,..,..,..,..,..,7672,..,1804,..,..,..,..,..,..,..,1804,..,1304,525,145,62,28,3,0,0,2065,..,241,138,42,59,102,70,43,26,709,..,143,104,51,32,23,7,3,0,368,..,203,169,98,117,95,34,10,0,734,..,101,360,309,400,448,323,181,69,2192,185,190,200,82,71,55,30,10,0,826,7859,4863,5124,3975,4189,3115,1725,728,193,31766
5115,..,62,32,7,10,8,11,0,0,134,..,32,55,38,65,77,56,25,8,366,43,39,30,16,8,7,9,0,0,146,1323,821,1099,579,507,379,220,78,15,5022,..,84,811,566,449,392,231,96,8,2641,..,304,483,179,125,56,9,5,0,1160,..,67,245,168,127,48,24,16,5,713,2630,..,..,..,..,..,..,..,..,2630,..,386,..,..,..,..,..,..,..,386,..,313,136,45,34,10,0,0,0,534,..,86,52,24,15,21,21,3,5,217,..,43,45,9,19,6,0,0,0,124,..,117,94,12,35,22,18,3,0,296,..,79,150,114,144,143,76,29,13,759,78,70,62,33,18,16,11,3,0,280,2700,1547,2081,1151,963,716,393,156,32,9745
5116,..,22,19,14,14,7,4,0,0,82,..,28,27,23,68,98,142,134,65,572,22,18,19,6,8,14,10,10,0,113,909,602,635,510,598,522,456,318,92,4651,..,36,442,511,595,621,515,342,65,3124,..,165,291,139,86,57,30,10,0,776,..,29,124,156,173,62,13,18,15,586,1797,..,..,..,..,..,..,..,..,1797,..,443,..,..,..,..,..,..,..,443,..,353,114,39,18,15,0,0,0,541,..,42,18,3,5,20,13,9,6,119,..,26,21,12,13,7,3,0,0,80,..,38,42,26,26,27,11,5,0,166,..,44,89,85,132,189,202,178,81,1001,38,38,34,23,16,17,19,13,0,204,1836,1202,1165,1002,1070,1008,801,580,171,8833
5117,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,11,13,14,7,49,7,4,0,3,0,0,3,0,0,22,334,182,134,225,232,109,97,36,9,1359,..,5,146,336,377,192,133,56,5,1248,..,6,41,52,52,27,6,4,0,188,..,0,8,13,18,4,0,4,0,51,675,..,..,..,..,..,..,..,..,675,..,189,..,..,..,..,..,..,..,189,..,152,39,9,9,0,0,0,0,209,..,8,3,0,3,7,9,3,0,31,..,5,7,3,0,0,0,0,0,19,..,3,6,3,3,5,3,0,0,18,..,4,9,3,11,19,19,23,14,104,7,14,0,4,0,3,3,0,0,38,677,384,260,421,476,252,177,87,22,2757
5118,..,30,25,11,25,27,11,3,0,132,..,35,50,65,115,188,207,214,127,1008,24,45,20,19,19,19,17,13,7,182,1577,1099,918,1101,1362,1155,801,500,207,8724,..,40,738,1199,1650,1439,1041,495,120,6728,..,187,372,283,241,145,68,9,0,1310,..,37,117,199,255,136,34,37,13,823,3115,..,..,..,..,..,..,..,..,3115,..,965,..,..,..,..,..,..,..,965,..,731,267,75,60,26,5,0,0,1165,..,66,19,18,34,43,36,30,21,273,..,49,25,10,22,16,3,0,0,124,..,60,62,35,55,53,21,10,0,295,..,55,138,178,254,370,333,303,172,1806,55,89,64,37,32,33,26,12,8,363,3170,2273,1804,2038,2601,2266,1567,901,338,16960
5120,..,0,0,0,0,0,0,0,0,3,..,0,0,0,10,9,14,12,3,47,0,3,3,6,7,3,0,3,0,22,196,103,113,123,124,117,72,43,5,882,..,5,116,151,159,176,107,49,9,770,..,6,26,24,20,8,3,0,0,90,..,0,3,24,8,6,9,5,3,63,384,..,..,..,..,..,..,..,..,384,..,86,..,..,..,..,..,..,..,86,..,78,51,22,13,8,0,0,0,159,..,13,12,3,0,6,3,4,3,43,..,6,0,0,3,0,0,0,0,13,..,3,0,5,4,9,0,0,0,29,..,0,5,17,35,33,34,23,3,158,0,9,6,7,7,6,4,3,0,47,389,202,223,258,246,265,161,84,18,1846
5121,..,11,3,0,0,4,0,0,0,20,..,4,3,0,4,9,31,28,7,88,4,3,0,0,3,3,0,0,0,12,127,112,101,56,91,110,101,83,14,804,..,6,69,82,104,138,140,87,12,647,..,38,48,17,29,15,5,3,3,154,..,0,14,11,10,12,0,10,0,57,253,..,..,..,..,..,..,..,..,253,..,65,..,..,..,..,..,..,..,65,..,58,30,13,13,6,0,0,0,117,..,8,5,0,3,5,3,3,3,39,..,7,7,0,3,4,0,0,0,24,..,11,5,3,3,8,0,0,0,44,..,6,9,9,14,25,39,44,12,154,3,4,6,8,11,3,3,0,0,40,259,213,195,143,192,222,191,145,29,1585
5125,..,21,23,8,29,25,8,3,0,114,..,22,71,64,105,197,243,160,45,902,23,32,23,8,9,20,16,9,3,134,1737,1218,1005,1339,1612,1216,846,395,88,9448,..,24,794,1703,2126,1663,1085,437,73,7906,..,115,349,248,238,128,39,7,0,1115,..,15,99,221,318,134,28,17,7,834,3533,..,..,..,..,..,..,..,..,3533,..,1322,..,..,..,..,..,..,..,1322,..,811,326,65,27,14,3,0,0,1248,..,82,42,14,27,17,22,28,10,238,..,38,28,17,3,6,0,0,0,101,..,34,45,28,42,38,19,8,0,213,..,35,153,143,243,303,297,217,52,1438,45,61,58,25,27,31,22,20,4,286,3580,2534,1901,2465,3045,2335,1514,730,143,18230
5126,..,5,9,3,4,9,3,0,0,32,..,3,13,23,33,56,63,50,14,253,5,12,12,6,0,8,5,0,0,57,656,377,447,471,459,456,360,146,32,3399,..,9,365,578,548,606,546,167,24,2845,..,67,228,128,101,48,18,5,0,589,..,3,37,81,102,68,25,14,3,327,1318,..,..,..,..,..,..,..,..,1318,..,345,..,..,..,..,..,..,..,345,..,296,121,47,15,4,0,0,0,487,..,33,10,8,5,15,7,6,3,92,..,20,10,11,5,0,0,0,0,46,..,12,34,8,11,10,12,3,0,94,..,11,58,70,92,95,97,74,21,522,14,30,34,18,12,16,16,3,4,140,1329,822,894,950,901,863,716,281,60,6816
5127,..,11,13,3,5,11,5,0,0,48,..,15,32,12,51,84,91,56,33,377,13,21,10,4,3,12,10,3,0,75,603,539,432,462,679,610,369,152,54,3901,..,19,309,542,795,815,507,154,33,3188,..,56,142,122,101,73,19,10,0,524,..,3,37,98,142,80,21,9,7,402,1230,..,..,..,..,..,..,..,..,1230,..,496,..,..,..,..,..,..,..,496,..,358,197,46,11,12,0,0,0,620,..,37,18,4,12,13,12,10,7,118,..,7,19,3,6,4,3,0,0,42,..,16,28,6,18,12,10,3,0,94,..,25,61,47,102,144,125,79,44,622,19,29,23,17,11,12,15,3,0,121,1251,1048,839,886,1204,1167,713,266,96,7457
5131,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,6,9,0,0,23,0,0,0,0,0,4,0,0,0,6,77,56,33,58,91,68,62,19,3,459,..,0,17,79,134,125,95,29,0,475,..,0,9,8,17,13,0,0,0,48,..,0,0,5,4,3,0,4,0,23,151,..,..,..,..,..,..,..,..,151,..,59,..,..,..,..,..,..,..,59,..,47,15,8,0,4,0,0,0,70,..,7,0,0,0,0,3,4,0,17,..,0,7,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,4,0,8,10,10,9,3,38,0,9,3,0,0,3,0,0,0,21,157,127,57,97,169,155,110,44,4,920
5132,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,4,0,0,3,46,16,10,27,38,23,34,4,3,197,..,0,12,38,56,42,58,6,0,210,..,0,0,8,10,0,0,0,0,20,..,5,0,0,0,0,0,0,3,6,79,..,..,..,..,..,..,..,..,79,..,21,..,..,..,..,..,..,..,21,..,21,6,0,0,0,0,0,0,29,..,0,0,0,0,0,5,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,0,0,0,0,7,..,0,4,0,3,3,5,0,0,14,0,0,0,3,0,0,8,0,0,5,79,46,22,52,63,51,67,12,3,402
5133,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,6,3,3,8,0,3,0,0,0,0,0,0,0,3,26,26,6,19,31,31,21,7,3,181,..,7,4,30,43,43,31,10,0,169,..,9,3,5,13,10,0,0,0,35,..,0,0,0,0,0,0,0,0,7,59,..,..,..,..,..,..,..,..,59,..,22,..,..,..,..,..,..,..,22,..,15,6,4,8,0,0,0,0,26,..,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,4,0,0,9,..,0,0,0,0,3,6,3,4,12,0,3,0,0,0,0,0,0,0,7,59,49,16,40,61,61,44,15,6,355
5134,..,0,0,3,0,0,0,0,0,0,..,0,0,0,3,0,5,0,0,11,0,0,0,0,0,0,0,0,0,8,37,24,12,33,34,31,22,12,0,197,..,0,8,31,36,42,31,24,4,172,..,0,3,13,7,8,7,0,0,41,..,0,0,0,10,0,0,3,0,16,76,..,..,..,..,..,..,..,..,76,..,25,..,..,..,..,..,..,..,25,..,10,0,0,3,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,3,0,3,0,0,0,0,0,4,..,0,0,3,4,4,5,5,0,27,0,3,0,3,3,3,0,0,0,15,73,43,16,55,64,60,44,28,5,391
5136,..,0,3,0,0,0,0,0,0,6,..,0,0,0,4,3,10,0,0,15,0,0,3,0,0,0,0,0,0,10,43,26,20,23,41,37,26,5,0,234,..,0,11,35,66,48,39,10,3,212,..,0,8,11,12,3,0,0,0,32,..,0,0,5,4,3,0,0,0,14,98,..,..,..,..,..,..,..,..,98,..,35,..,..,..,..,..,..,..,35,..,14,8,3,0,0,0,0,0,20,..,0,0,0,0,3,0,3,0,15,..,0,3,0,0,0,0,0,0,3,..,0,3,0,0,0,0,0,0,10,..,0,0,0,8,7,10,0,0,25,4,0,4,0,3,3,0,0,0,20,106,59,40,49,94,66,54,15,4,481
5137,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,3,48,37,29,26,37,48,32,7,4,262,..,0,15,29,55,72,61,11,4,244,..,0,9,17,14,8,4,0,0,45,..,0,0,3,3,0,0,0,4,15,95,..,..,..,..,..,..,..,..,95,..,44,..,..,..,..,..,..,..,44,..,26,12,4,4,0,0,0,0,40,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,4,4,0,0,0,0,0,0,6,..,0,0,5,3,7,6,4,3,24,0,5,0,0,0,0,0,0,0,4,95,77,44,48,74,91,71,18,12,533
5138,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,23,12,7,15,21,24,14,3,0,131,..,0,6,27,37,34,24,7,3,138,..,0,7,3,7,3,0,0,0,13,..,0,0,0,4,0,0,0,0,3,51,..,..,..,..,..,..,..,..,51,..,21,..,..,..,..,..,..,..,21,..,8,3,0,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,8,..,0,0,3,8,9,0,0,0,18,0,0,0,0,0,0,0,0,0,5,51,33,17,31,49,49,27,12,3,285
5139,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,25,7,17,10,13,20,9,5,0,106,..,0,13,12,15,19,12,4,0,77,..,0,6,3,6,9,0,0,0,30,..,0,0,0,0,3,0,0,0,3,48,..,..,..,..,..,..,..,..,48,..,14,..,..,..,..,..,..,..,14,..,6,4,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,6,8,11,0,0,24,0,0,0,0,0,0,0,0,0,3,48,17,24,20,35,38,22,7,0,208
5140,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,3,41,23,21,42,26,24,14,3,0,196,..,0,21,53,40,29,34,3,0,181,..,0,6,14,9,3,0,0,0,37,..,0,0,0,7,4,0,0,0,12,94,..,..,..,..,..,..,..,..,94,..,39,..,..,..,..,..,..,..,39,..,4,5,3,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,6,8,6,10,0,0,23,0,0,0,0,0,0,0,0,0,6,94,46,37,73,65,42,42,3,0,404
5141,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,3,0,0,3,11,0,0,0,0,0,0,0,0,0,0,62,41,27,44,49,55,31,6,3,310,..,0,12,58,75,82,48,10,0,294,..,0,3,15,10,17,3,0,0,45,..,0,0,3,4,5,0,0,0,13,120,..,..,..,..,..,..,..,..,120,..,60,..,..,..,..,..,..,..,60,..,15,18,0,0,0,0,0,0,40,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,5,..,0,0,4,0,0,0,0,0,7,..,4,5,3,5,9,11,3,3,40,0,0,0,0,0,3,0,0,0,3,120,81,49,87,92,117,60,14,6,629
5142,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,5,11,3,32,0,0,0,0,0,0,0,0,0,0,60,23,26,40,35,44,22,21,7,272,..,0,23,43,49,53,35,14,4,218,..,4,14,12,9,14,3,0,0,60,..,0,0,3,6,3,0,0,0,8,105,..,..,..,..,..,..,..,..,105,..,21,..,..,..,..,..,..,..,21,..,22,7,0,0,0,0,0,0,31,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,3,3,0,3,19,4,16,7,51,0,0,0,0,0,0,0,0,0,0,105,53,55,64,73,84,47,27,11,517
