POA_CODE_2016,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85_yr_over_M,Age_85_yr_over_F,Age_85_yr_over_P,OS_vis_M,OS_vis_F,OS_vis_P,Count_persons_private_dwgs_M,Count_persons_private_dwgs_F,Count_persons_private_dwgs_P,Count_persons_other_dwgs_M,Count_persons_other_dwgs_F,Count_persons_other_dwgs_P,Indig_persons_Aboriginal_M,Indig_persons_Aboriginal_F,Indig_persons_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_pe_Bo_Abor_Trs_St_Is_M,Indig_pe_Bo_Abor_Trs_St_Is_F,Indig_pe_Bo_Abor_Trs_St_Is_P,Indigenous_persons_Tot_M,Indigenous_persons_Tot_F,Indigenous_persons_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_spo_home_Eng_only_M,Lang_spo_home_Eng_only_F,Lang_spo_home_Eng_only_P,Lang_spo_home_Oth_Lang_M,Lang_spo_home_Oth_Lang_F,Lang_spo_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_per_att_educ_instit_0_4_M,Age_per_att_educ_instit_0_4_F,Age_per_att_educ_instit_0_4_P,Age_per_att_educ_insti_5_14_M,Age_per_att_educ_insti_5_14_F,Age_per_att_educ_insti_5_14_P,Age_per_att_educ_inst_15_19_M,Age_per_att_educ_inst_15_19_F,Age_per_att_educ_inst_15_19_P,Age_per_att_educ_inst_20_24_M,Age_per_att_educ_inst_20_24_F,Age_per_att_educ_inst_20_24_P,Age_per_att_educ_instit_25_M,Age_per_att_educ_instit_25_F,Age_per_att_educ_instit_25_P,High_yr_sch_com_Yr_12_equiv_M,High_yr_sch_com_Yr_12_equiv_F,High_yr_sch_com_Yr_12_equiv_P,High_yr_sch_com_Yr_11_equiv_M,High_yr_sch_com_Yr_11_equiv_F,High_yr_sch_com_Yr_11_equiv_P,High_yr_sch_com_Yr_10_equiv_M,High_yr_sch_com_Yr_10_equiv_F,High_yr_sch_com_Yr_10_equiv_P,High_yr_sch_comp_Yr_9_equiv_M,High_yr_sch_comp_Yr_9_equiv_F,High_yr_sch_comp_Yr_9_equiv_P,High_yr_sch_comp_Yr_8_below_M,High_yr_sch_comp_Yr_8_below_F,High_yr_sch_comp_Yr_8_below_P,Hi_yr_sc_co_Di_not_go_to_sc_M,Hi_yr_sc_co_Di_not_go_to_sc_F,Hi_yr_sc_co_Di_not_go_to_sc_P
POA5068,5513,6625,12139,262,246,503,683,647,1331,409,508,910,419,455,875,638,702,1337,682,750,1436,711,869,1577,655,820,1479,535,687,1226,343,532,877,175,407,586,60,82,144,5400,6320,11720,112,310,423,13,31,48,3,3,7,0,0,0,14,38,54,3672,4350,8017,1597,1932,3535,4009,4794,8803,1274,1526,2807,4557,5442,10004,53,62,114,652,616,1264,348,441,788,257,293,551,263,341,598,3123,3619,6745,527,726,1251,391,571,953,132,194,325,141,234,372,13,37,46
POA5069,4090,4168,8260,225,187,409,465,455,917,293,203,501,334,310,647,582,571,1154,507,538,1046,581,632,1211,514,526,1036,335,395,730,181,232,415,78,115,198,45,45,90,3938,4131,8072,154,32,190,29,23,45,3,0,3,0,0,3,30,20,55,2855,2832,5691,1036,1131,2165,3047,3028,6081,849,947,1798,3416,3459,6879,52,44,100,433,426,862,251,170,424,199,186,384,210,234,442,2322,2447,4769,376,339,712,255,255,509,106,87,192,119,156,273,18,42,67
POA5070,6668,7520,14191,369,359,730,702,617,1324,368,330,699,520,561,1081,1072,1127,2192,865,937,1800,834,893,1728,700,819,1518,540,722,1263,454,645,1096,249,511,760,71,118,187,6566,7284,13850,100,235,340,39,45,87,0,0,4,3,0,7,47,48,98,4189,4631,8824,2188,2479,4669,4274,4719,8984,2136,2422,4560,5300,5927,11230,67,78,145,660,577,1239,303,284,588,313,333,642,317,441,753,3425,3782,7215,740,727,1471,526,644,1166,181,223,404,371,605,974,56,79,138
POA5072,5978,6563,12542,320,305,624,765,700,1468,485,387,871,371,400,768,737,787,1529,763,859,1620,799,890,1688,671,789,1460,553,692,1245,352,471,823,164,283,442,74,84,157,5859,6451,12314,119,114,227,40,24,63,5,4,12,5,0,3,48,34,76,3693,3993,7690,2025,2255,4280,3976,4266,8243,1749,2022,3770,4898,5321,10213,67,60,133,728,667,1388,405,346,755,211,241,450,259,368,633,3119,3470,6596,623,633,1255,482,592,1071,149,169,327,234,307,539,35,49,86
POA5073,7373,7815,15190,440,385,826,940,792,1734,526,460,983,510,469,978,887,969,1859,959,1004,1959,1048,1087,2140,713,853,1566,582,842,1428,563,667,1230,204,277,481,79,107,186,7340,7758,15092,33,55,95,15,31,46,0,0,0,4,3,4,19,31,54,4406,4623,9027,2645,2841,5486,4369,4531,8901,2727,2971,5694,5930,6326,12251,82,91,173,881,735,1619,446,402,846,267,249,514,232,395,628,3533,3817,7346,791,844,1632,653,714,1367,241,241,483,391,533,927,76,102,175
POA5074,6339,6670,13005,392,394,784,736,645,1381,387,334,719,429,359,788,868,883,1750,870,838,1709,836,874,1707,633,724,1351,508,712,1223,493,590,1085,181,327,508,56,87,139,6233,6461,12695,106,203,306,46,48,97,3,3,3,3,4,10,57,51,109,3688,3785,7470,2295,2484,4776,3523,3632,7160,2505,2714,5217,5049,5282,10332,88,62,150,692,598,1290,312,264,576,199,185,384,234,318,549,2708,2883,5597,802,712,1512,612,697,1311,218,245,456,434,564,1001,69,125,194
POA5075,5129,5466,10588,297,281,578,595,565,1163,299,312,616,361,316,675,658,638,1295,663,654,1315,669,665,1328,556,722,1281,545,646,1189,374,428,805,108,235,345,46,56,103,5050,5274,10321,76,185,265,26,39,69,0,0,0,3,0,3,33,39,71,3344,3592,6940,1553,1616,3169,3429,3660,7089,1496,1588,3081,4323,4601,8928,61,55,119,565,527,1094,232,258,485,181,165,346,172,226,392,2267,2394,4657,705,682,1390,568,617,1188,183,221,401,247,339,587,28,55,82
POA5076,4500,4564,9061,226,220,444,549,499,1043,309,318,630,343,269,615,481,456,932,528,588,1117,688,721,1416,622,670,1292,461,519,974,245,244,489,53,53,107,25,19,51,4500,4564,9061,0,0,0,26,20,45,0,0,3,0,0,0,25,24,46,3193,3212,6400,1185,1242,2430,3314,3281,6598,1094,1197,2293,4086,4134,8217,39,44,82,523,481,1004,265,275,539,140,143,289,124,184,302,2118,2212,4336,669,650,1319,484,480,966,133,142,273,165,196,369,20,38,59
POA5081,4580,4874,9449,219,183,401,482,547,1029,278,332,605,347,313,663,602,549,1151,543,554,1094,601,657,1257,620,641,1267,462,531,993,290,345,640,145,219,357,49,67,115,4386,4540,8921,197,337,533,19,42,65,3,0,3,0,0,0,25,44,66,3089,3191,6276,1224,1371,2596,3343,3455,6806,983,1135,2121,3837,4024,7857,53,50,106,446,506,954,236,280,519,209,201,414,183,217,404,2565,2666,5228,442,468,911,340,393,740,121,151,270,121,144,261,21,16,37
POA5082,7420,7357,14773,489,400,890,846,761,1606,433,384,817,655,595,1249,1235,1118,2351,1007,956,1958,979,1053,2033,900,946,1848,494,571,1060,272,358,630,118,216,332,69,104,175,7303,7197,14497,122,154,279,74,64,136,0,3,3,0,0,0,77,62,138,4971,4941,9911,2042,1973,4018,5058,4963,10018,2005,1993,4003,6102,6109,12210,108,79,190,805,712,1514,363,315,675,351,328,677,357,393,750,3820,3898,7721,779,682,1467,568,566,1135,190,201,391,247,337,585,97,74,164
POA5083,3651,3727,7379,244,206,450,434,419,853,200,170,374,286,226,513,627,628,1255,544,516,1064,433,504,937,443,456,899,241,293,526,127,179,307,71,140,208,23,33,54,3651,3727,7379,0,0,0,33,32,66,0,0,4,4,5,10,42,41,81,2495,2583,5077,1030,984,2011,2545,2614,5161,985,947,1933,3038,3120,6158,36,50,90,415,401,812,168,146,312,149,111,255,161,221,382,1811,1898,3704,440,388,830,320,308,621,109,131,238,131,172,305,40,34,77
POA5084,5354,4745,10099,326,329,654,600,557,1162,329,269,598,494,377,871,1014,846,1863,851,623,1475,655,573,1224,537,489,1023,318,332,650,164,211,373,72,142,210,66,80,145,5313,4708,10020,45,40,84,93,102,193,0,0,0,3,3,4,96,104,198,2342,2230,4567,2537,2075,4610,2164,2010,4171,2756,2344,5097,3488,3349,6842,48,45,87,516,481,1002,237,217,456,207,191,400,284,314,594,1917,1810,3727,516,383,907,491,447,942,227,206,435,404,363,771,377,223,594
POA5085,10225,9939,20167,777,760,1540,1063,1101,2165,541,496,1037,824,593,1417,2157,2040,4198,1690,1496,3190,1140,1045,2187,888,938,1829,607,691,1295,352,433,783,185,338,519,96,157,254,9336,9479,18813,889,462,1355,262,220,484,0,0,0,7,3,8,266,230,493,5819,5627,11446,3791,3695,7484,5332,5476,10812,3662,3681,7347,7276,7456,14729,101,136,237,981,1003,1987,411,395,807,327,257,588,430,595,1017,4259,4410,8677,1001,852,1853,916,888,1804,310,351,665,420,525,939,208,182,383
POA5086,7826,8422,16246,568,545,1114,925,874,1800,463,440,908,541,517,1058,1356,1447,2805,1173,1212,2391,991,1029,2019,809,992,1804,583,705,1286,288,428,713,125,219,341,67,143,211,7583,8288,15874,240,131,368,146,185,330,7,11,16,0,0,0,156,194,349,4639,5008,9648,2753,2879,5628,4747,5072,9814,2659,2840,5497,6191,6640,12826,91,102,194,856,812,1676,365,376,739,277,247,521,339,485,824,3521,3787,7310,914,910,1825,791,886,1678,283,331,614,299,424,719,70,76,147
POA5087,5499,5885,11385,423,399,821,548,496,1036,269,273,548,374,386,759,1082,1181,2262,828,807,1638,647,643,1288,534,642,1180,388,505,896,288,382,676,122,170,287,65,99,171,5451,5796,11253,48,83,135,56,93,147,3,3,9,0,4,4,62,100,160,3226,3379,6603,1982,2129,4113,3314,3482,6791,1907,2064,3964,4254,4460,8721,78,61,141,498,460,957,211,220,427,203,204,403,279,378,655,2638,2897,5532,629,563,1187,492,561,1052,192,192,388,222,278,502,39,56,93
POA5088,1592,1657,3250,109,115,228,183,152,340,69,82,151,115,92,207,265,273,534,239,217,460,213,208,423,166,218,383,136,161,293,84,107,194,21,30,48,6,15,23,1592,1657,3250,0,0,0,23,23,49,0,3,3,0,0,0,30,22,53,1022,1067,2091,480,484,960,1074,1097,2172,425,468,897,1334,1383,2713,18,14,32,170,138,305,48,60,111,36,35,68,56,95,150,627,653,1275,230,230,463,169,218,389,77,81,161,90,85,173,11,18,23
POA5089,3267,3199,6466,173,156,330,461,394,851,222,214,439,177,177,353,388,355,739,398,409,809,472,527,1004,417,423,844,380,380,760,146,126,266,26,42,69,10,18,30,3267,3199,6466,0,0,0,18,17,38,4,0,7,0,0,0,17,19,39,2433,2366,4798,735,730,1469,2689,2621,5312,479,493,972,2934,2889,5821,30,19,49,434,371,807,180,186,366,61,89,147,73,134,206,1424,1487,2908,519,457,977,393,383,777,104,112,217,73,91,168,9,7,7
POA5090,3559,4143,7699,179,180,357,378,377,759,207,194,401,182,177,358,431,474,904,441,409,858,436,448,878,386,468,856,403,509,915,298,474,773,224,439,656,8,24,35,3420,3811,7237,132,329,464,38,36,77,0,0,0,0,0,0,43,34,77,2511,2890,5400,918,1073,1985,2904,3325,6230,540,654,1194,3157,3627,6784,34,35,71,352,347,704,156,154,318,64,75,137,87,162,257,1355,1514,2862,595,556,1155,520,657,1182,165,234,398,215,374,584,12,15,33
POA5091,3593,3752,7350,236,198,438,404,432,838,248,254,500,190,185,375,414,433,850,495,486,982,509,530,1038,398,458,856,424,516,940,223,218,442,55,46,102,9,11,19,3593,3752,7350,0,0,0,25,35,61,0,0,0,0,0,0,25,35,61,2742,2817,5564,698,766,1463,3264,3369,6637,200,237,431,3249,3365,6617,41,29,74,378,408,778,199,192,389,67,69,132,93,145,238,1387,1582,2968,632,594,1226,540,534,1068,160,155,315,95,99,195,3,5,12
POA5092,8613,8914,17528,569,580,1152,1005,931,1936,528,492,1026,575,552,1128,1207,1271,2482,1211,1181,2391,1077,1090,2160,1015,1216,2232,854,918,1776,432,510,939,143,169,313,66,105,167,8390,8712,17106,223,199,425,106,120,223,9,3,10,3,4,11,113,124,242,5884,5900,11781,2368,2573,4942,6731,6804,13536,1539,1699,3243,7400,7477,14879,102,91,189,940,870,1808,382,388,773,228,223,442,279,423,706,3443,3718,7157,1426,1294,2720,1174,1191,2364,363,382,742,247,310,557,39,40,76
POA5093,4453,4480,8934,303,274,577,539,466,1005,306,254,560,271,246,512,611,595,1203,614,602,1220,553,569,1123,419,503,923,531,624,1155,251,256,505,68,83,149,16,31,39,4420,4434,8849,33,53,80,90,64,156,0,4,4,0,0,0,90,64,157,3061,3008,6070,1234,1282,2519,3253,3281,6530,1035,1016,2050,3900,3885,7785,53,40,94,497,441,940,239,205,444,102,108,211,130,218,347,1636,1687,3327,737,651,1387,613,680,1300,211,226,437,192,222,415,31,41,73
POA5094,521,449,969,33,17,47,50,59,110,59,37,92,36,37,68,74,56,132,70,49,117,63,54,118,56,39,98,50,65,113,29,27,57,7,4,11,5,3,5,457,430,892,62,16,80,32,25,55,0,0,0,0,0,0,33,25,57,295,232,532,180,177,360,290,244,536,200,186,381,410,352,767,3,0,4,41,48,91,32,33,63,15,15,34,20,21,35,184,148,336,66,53,118,79,66,149,34,22,60,25,39,69,12,17,29
POA5095,10352,10373,20723,752,730,1480,1231,1190,2418,657,611,1265,998,847,1845,1925,2014,3943,1628,1511,3132,1288,1308,2600,956,1097,2057,571,609,1181,259,319,580,81,136,217,147,202,352,10177,10229,20407,177,142,315,95,119,213,5,0,7,0,3,5,103,122,231,5723,5771,11492,3958,3908,7871,5837,5866,11703,3889,3858,7746,7988,7995,15991,101,117,217,1137,1080,2220,504,473,983,459,417,882,516,624,1141,4814,4763,9584,1132,1117,2246,1029,1013,2039,329,336,668,303,389,698,118,150,265
POA5096,6598,6638,13239,432,407,838,898,835,1730,430,417,848,462,427,894,887,935,1825,875,860,1740,877,941,1816,806,825,1633,537,561,1100,301,330,632,88,107,192,15,35,43,6579,6613,13195,23,20,44,105,109,217,0,3,3,0,0,0,107,113,218,4396,4334,8730,1888,1943,3826,4896,4827,9730,1426,1502,2933,5735,5699,11428,68,69,139,827,768,1593,322,312,635,147,155,302,157,295,451,2262,2465,4727,1112,1006,2121,947,931,1882,303,314,613,288,268,558,70,95,159
POA5097,6515,6763,13278,383,360,737,799,749,1549,413,368,788,385,360,754,853,838,1690,846,856,1704,845,882,1727,793,958,1749,668,740,1413,374,397,774,144,257,404,41,32,76,6423,6575,13003,92,189,276,48,44,95,0,0,3,0,0,0,51,45,98,4983,4953,9932,1275,1525,2806,5654,5750,11401,627,768,1393,5835,6029,11855,73,54,125,772,722,1491,323,314,637,106,145,249,162,278,442,2362,2666,5031,1186,1071,2261,990,997,1985,289,281,567,245,339,584,7,21,29
POA5098,6046,6180,12221,402,344,749,771,681,1457,358,301,664,375,326,693,759,745,1508,879,846,1729,737,764,1493,610,704,1317,706,850,1552,336,386,718,113,233,344,43,59,100,5964,5973,11938,75,205,285,104,119,230,0,3,3,0,0,0,105,125,230,4004,3993,7996,1755,1838,3593,4317,4393,8711,1476,1472,2945,5258,5290,10547,71,59,129,718,636,1351,281,242,528,115,126,242,167,294,461,2071,2232,4311,923,823,1753,907,893,1798,271,350,621,311,373,688,66,85,156
POA5106,216,103,320,0,0,0,0,0,0,29,10,36,49,11,59,86,22,106,3,0,3,0,0,5,8,4,10,9,12,22,11,14,26,20,30,47,69,21,84,5,11,14,210,88,298,0,0,0,0,0,0,0,0,0,0,0,0,45,29,73,105,43,150,72,54,121,76,18,97,76,47,117,0,0,0,0,0,0,12,0,9,34,3,39,58,17,71,106,32,136,7,0,7,5,9,19,3,3,8,3,9,14,0,0,0
POA5107,8511,8668,17178,689,568,1260,1179,1099,2277,556,582,1139,576,596,1174,1272,1317,2591,1129,1121,2245,1153,1139,2294,915,1003,1917,642,727,1367,316,379,694,71,134,210,60,97,155,8474,8566,17036,35,102,141,159,192,352,5,8,16,7,3,10,170,204,376,5066,4948,10017,2978,3181,6165,4876,4896,9773,3240,3360,6595,7197,7210,14411,124,88,214,1058,999,2056,405,445,853,158,235,394,272,403,673,2811,3059,5870,1169,1064,2230,1167,1153,2319,424,427,851,430,513,943,199,283,485
POA5108,20006,20343,40356,1485,1475,2956,2804,2682,5489,1368,1299,2666,1543,1505,3046,3091,3159,6246,2620,2521,5137,2622,2705,5330,2211,2325,4538,1389,1480,2863,684,869,1552,201,324,528,73,94,170,19880,20172,40058,130,172,302,512,493,1004,23,16,39,3,5,6,535,519,1050,12975,12924,25901,5780,6153,11939,13395,13376,26775,5548,5879,11427,16666,16727,33398,198,241,440,2523,2412,4937,965,941,1903,362,506,866,577,927,1512,5509,6092,11603,3246,2820,6068,3082,2986,6070,1157,1142,2302,1126,1259,2382,437,633,1074
POA5109,10155,10428,20581,626,612,1238,1331,1260,2590,675,655,1325,723,615,1331,1303,1369,2670,1323,1269,2596,1374,1396,2775,1210,1343,2555,929,1046,1973,517,613,1131,153,240,392,27,38,66,10116,10331,20442,41,91,137,175,197,367,8,0,11,10,4,18,188,205,394,6934,6964,13897,2703,2891,5598,7960,8163,16126,1736,1786,3523,8859,8977,17832,93,103,198,1211,1145,2350,471,500,971,173,205,378,243,419,666,3077,3365,6438,1808,1712,3525,1648,1638,3287,525,522,1046,503,564,1067,134,168,299
POA5110,4379,4540,8923,364,357,720,641,666,1307,272,263,532,310,308,625,645,752,1400,601,628,1230,565,535,1105,457,489,948,302,300,606,173,176,356,37,63,103,19,17,36,4350,4491,8843,28,51,80,74,76,143,6,5,4,0,0,3,77,80,154,2924,2968,5892,1130,1264,2395,2906,2966,5869,1198,1309,2506,3773,3885,7661,58,52,107,567,587,1155,187,179,372,73,89,162,84,178,261,1217,1442,2653,683,588,1279,644,595,1237,215,220,436,225,252,476,102,144,246
POA5111,262,45,303,0,0,0,0,0,0,29,5,36,102,15,116,83,12,92,27,3,29,11,0,10,7,0,7,3,0,4,0,0,0,0,0,0,4,0,4,0,3,4,257,43,301,7,0,7,0,0,0,0,0,0,4,0,4,213,32,252,25,8,32,217,38,253,23,3,25,235,35,275,0,0,0,0,0,0,0,0,5,0,0,6,10,5,14,183,38,216,28,4,29,26,0,28,0,0,0,0,0,0,0,0,0
POA5112,9775,9928,19701,692,626,1321,1289,1190,2482,689,626,1316,718,661,1375,1265,1280,2547,1203,1111,2316,1325,1299,2626,1110,1137,2247,770,843,1610,507,773,1277,206,393,600,26,34,64,9466,9488,18953,308,442,753,343,371,717,11,16,21,11,9,21,362,400,761,6236,6129,12361,2576,2798,5370,7371,7492,14856,1549,1560,3103,7810,7889,15706,91,82,179,1079,1003,2086,466,435,899,165,185,355,278,457,735,2435,2564,4996,1517,1422,2945,1570,1614,3180,625,639,1266,544,611,1155,168,228,396
POA5113,9413,9418,18833,847,789,1634,1358,1306,2664,629,587,1221,729,740,1464,1398,1440,2837,1046,985,2028,1150,1096,2246,1013,974,1989,672,726,1393,431,567,1001,146,204,355,12,21,35,9329,9286,18618,84,132,220,480,498,985,17,7,23,11,12,24,510,521,1032,6575,6518,13087,1882,1959,3838,7489,7519,15008,1104,1077,2187,7822,7840,15660,128,111,241,1142,1099,2242,387,385,775,107,172,277,195,415,609,1958,2179,4138,1378,1366,2740,1613,1593,3207,711,642,1353,552,531,1083,112,141,252
POA5114,16364,17174,33540,1513,1517,3032,2674,2481,5159,1217,1200,2417,1306,1351,2660,2525,2866,5387,2024,2128,4155,2081,2300,4378,1601,1671,3276,890,973,1858,383,477,859,146,215,360,46,50,92,16272,16991,33264,94,188,281,387,450,841,14,13,21,8,6,16,411,469,877,12328,12778,25103,3069,3392,6462,13852,14480,28332,1633,1806,3439,14472,15097,29567,259,236,488,2411,2265,4672,885,880,1771,268,382,649,394,757,1149,4608,5450,10059,2777,2658,5440,2500,2595,5091,868,833,1704,487,555,1039,84,145,232
POA5115,5012,5261,10272,630,556,1189,819,819,1640,329,316,643,429,531,960,1052,1151,2197,620,618,1234,477,537,1018,361,414,770,196,230,422,84,78,166,10,16,35,8,9,15,5012,5261,10272,0,0,0,139,143,284,6,0,8,0,4,5,149,154,303,3836,4019,7856,850,924,1772,4099,4336,8429,633,642,1278,4387,4616,8998,109,78,189,719,718,1434,216,212,423,56,123,182,142,263,407,1317,1657,2979,811,793,1601,745,753,1493,258,218,481,149,159,307,28,35,63
POA5116,4436,4893,9324,335,346,685,630,599,1221,350,294,646,285,332,610,580,664,1238,512,530,1041,489,619,1108,513,551,1066,375,489,856,278,341,617,95,132,225,14,19,28,4381,4796,9175,56,93,148,95,83,177,6,7,10,0,3,3,103,88,194,3433,3722,7157,728,880,1603,3996,4390,8383,215,243,456,3971,4326,8298,62,64,126,577,544,1125,242,219,466,58,109,163,81,204,282,1233,1664,2899,788,790,1583,699,743,1448,280,246,530,192,205,398,6,15,23
POA5117,1450,1414,2863,98,105,197,269,246,514,115,112,226,97,77,172,141,141,282,199,231,431,239,236,475,151,112,255,82,104,184,48,41,96,14,9,24,0,0,0,1450,1414,2863,0,0,0,22,21,46,0,0,3,0,0,0,28,25,47,1183,1131,2311,218,218,432,1324,1265,2593,70,83,155,1336,1301,2635,13,25,38,251,228,482,86,85,175,24,22,41,17,38,47,389,491,885,291,212,500,229,201,435,81,66,147,47,40,89,3,3,6
POA5118,8783,9346,18132,484,453,939,1168,1195,2357,654,602,1254,579,555,1130,918,974,1888,994,1152,2144,1321,1457,2783,1216,1233,2445,832,867,1702,441,575,1013,181,287,471,14,26,35,8640,9174,17815,146,169,315,87,124,214,4,8,15,0,5,5,93,137,233,6874,7254,14124,1439,1582,3016,8113,8585,16703,259,302,558,7926,8390,16321,78,71,151,1064,1111,2180,458,458,911,139,191,329,155,331,491,2714,3267,5982,1594,1547,3141,1407,1415,2825,462,485,946,407,423,828,19,11,33
POA5120,1032,946,1982,79,73,152,134,137,266,42,52,93,66,53,118,114,126,244,155,129,279,135,135,273,165,126,285,93,75,168,45,42,87,13,14,18,0,4,7,1032,946,1982,0,0,0,9,11,12,0,0,0,0,0,0,9,11,12,652,612,1265,281,256,536,629,551,1182,333,326,660,899,822,1724,20,11,27,104,121,223,27,40,61,21,18,33,7,18,29,248,300,550,160,111,266,149,109,263,54,38,88,101,84,177,26,39,72
POA5121,814,829,1643,59,44,103,72,83,163,31,45,79,73,71,145,103,108,211,85,66,146,101,101,200,114,112,229,89,106,197,59,87,146,15,15,27,0,7,7,814,829,1643,0,0,0,12,14,30,0,0,0,0,0,0,12,14,30,542,544,1089,218,227,441,617,639,1253,164,158,322,732,758,1489,9,9,20,66,78,148,28,34,57,18,18,37,8,20,33,228,281,512,130,114,241,149,133,285,50,47,95,68,57,123,15,15,30
POA5125,9061,9788,18846,517,474,992,1378,1315,2695,727,696,1419,617,554,1177,929,1046,1973,1163,1374,2533,1460,1652,3113,1150,1240,2390,692,877,1565,349,415,768,81,140,215,29,42,69,9032,9721,18751,29,71,98,81,61,137,5,6,12,0,0,0,80,66,147,6765,7168,13931,1978,2209,4191,8072,8644,16717,718,801,1517,8244,8783,17029,74,106,178,1312,1235,2549,578,577,1154,231,213,443,185,365,548,3608,4044,7660,1527,1635,3165,1204,1338,2542,342,369,714,163,195,362,9,20,25
POA5126,3482,3533,7019,224,259,487,468,428,894,228,192,423,224,198,423,447,464,907,493,487,976,450,478,926,419,467,882,368,381,748,141,147,286,30,35,67,8,27,29,3481,3533,7015,0,0,0,27,40,66,0,0,0,0,0,0,29,40,68,2682,2715,5399,686,673,1359,3217,3229,6443,164,174,336,3186,3192,6379,38,34,76,437,397,841,167,153,322,60,72,130,88,132,218,1281,1395,2677,648,577,1222,534,524,1055,148,135,278,75,78,158,3,5,11
POA5127,3670,3977,7648,195,181,377,475,430,901,273,307,577,256,248,506,419,449,872,440,473,910,533,692,1225,573,624,1197,351,368,720,121,148,273,38,57,94,19,17,41,3670,3977,7648,0,0,0,28,40,66,0,0,0,0,0,0,28,40,66,2736,2940,5676,820,908,1723,3260,3518,6774,316,356,672,3355,3606,6962,35,30,67,435,413,846,211,247,456,78,100,184,82,160,237,1475,1688,3169,702,695,1399,469,548,1017,148,168,315,93,111,207,5,7,12
POA5131,472,486,958,11,14,23,72,62,135,39,34,71,36,30,62,23,29,60,39,62,99,87,91,178,90,74,166,55,63,119,23,17,40,0,3,4,3,4,4,472,486,958,0,0,0,4,3,7,0,0,0,0,0,0,4,3,7,363,373,731,90,88,177,440,450,889,22,18,36,441,445,886,5,0,5,63,58,123,34,24,54,10,19,30,4,33,37,166,217,383,99,85,185,79,62,142,20,13,37,14,7,20,0,0,0
POA5132,204,202,407,10,5,15,28,42,65,21,10,22,12,4,22,14,14,28,22,28,51,34,39,69,23,23,51,35,34,70,10,5,16,0,3,3,0,0,0,204,202,407,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,165,155,317,34,37,71,189,188,375,13,12,24,192,188,380,4,3,9,25,41,64,6,3,17,5,3,13,4,0,5,72,71,142,45,34,82,30,25,53,9,8,19,7,3,13,0,0,0
POA5133,183,199,383,9,5,18,26,25,50,16,21,34,14,17,26,14,6,20,21,22,44,34,35,68,30,28,62,17,21,44,9,9,14,3,3,6,0,0,0,183,199,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,132,261,37,52,85,162,171,334,4,10,16,161,167,326,3,3,5,28,22,42,7,11,23,3,3,9,3,0,5,62,87,152,39,31,67,27,21,43,10,4,13,3,12,14,0,0,0
POA5134,209,206,418,12,8,20,30,24,53,17,19,31,6,6,13,7,10,20,25,33,58,38,34,70,35,31,68,27,22,48,12,12,28,3,3,8,0,0,0,209,206,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,142,297,37,46,76,181,171,351,15,20,37,179,179,360,0,0,3,26,24,49,11,16,23,0,3,4,3,8,13,91,102,188,29,29,55,23,11,40,4,4,10,4,6,8,0,0,0
POA5136,265,241,511,17,10,26,44,30,81,19,15,34,7,14,20,19,20,37,34,30,61,55,48,105,24,43,67,30,26,56,9,7,16,4,0,4,0,0,0,258,239,501,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,197,186,382,45,45,87,217,207,421,30,25,52,247,220,471,3,3,7,45,33,71,16,9,26,3,7,14,11,11,18,107,116,228,32,31,64,27,28,54,9,7,13,5,4,12,0,0,3
POA5137,291,272,566,10,10,27,45,33,75,19,16,40,24,22,44,24,27,53,24,26,51,39,42,78,53,45,100,40,31,69,11,7,19,4,9,8,6,3,11,291,272,566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,209,442,31,52,81,252,235,486,21,22,39,258,254,508,3,4,9,40,30,71,15,15,26,9,14,26,3,16,16,141,134,273,42,38,79,25,23,45,7,4,11,7,14,23,0,0,0
