POA_CODE_2016,Preschool_M,Preschool_F,Preschool_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infants_Prim_Other_Non_Govt_M,Infants_Prim_Other_Non_Govt_F,Infants_Prim_Other_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tech_Ftime_stud_15_24_yr_M,Tech_Ftime_stud_15_24_yr_F,Tech_Ftime_stud_15_24_yr_P,Tech_Ftime_stud_25_yr_over_M,Tech_Ftime_stud_25_yr_over_F,Tech_Ftime_stud_25_yr_over_P,Tech_Ptime_stud_15_24_yr_M,Tech_Ptime_stud_15_24_yr_F,Tech_Ptime_stud_15_24_yr_P,Tech_Ptime_stud_25_yr_over_M,Tech_Ptime_stud_25_yr_over_F,Tech_Ptime_stud_25_yr_over_P,Tech_Full_Ptime_stud_st_ns_M,Tech_Full_Ptime_stud_st_ns_F,Tech_Full_Ptime_stud_st_ns_P,Tech_Furth_Educ_Instit_Tot_M,Tech_Furth_Educ_Instit_Tot_F,Tech_Furth_Educ_Instit_Tot_P,Uni_oth_Inst_Ft_stu_15_24_M,Uni_oth_Inst_Ft_stu_15_24_F,Uni_oth_Inst_Ft_stu_15_24_P,Uni_oth_Instit_Ft_stu_25_M,Uni_oth_Instit_Ft_stu_25_F,Uni_oth_Instit_Ft_stu_25_P,Uni_oth_Instit_Pt_stu_15_24_M,Uni_oth_Instit_Pt_stu_15_24_F,Uni_oth_Instit_Pt_stu_15_24_P,Uni_oth_Instit_Pt_stu_25_M,Uni_oth_Instit_Pt_stu_25_F,Uni_oth_Instit_Pt_stu_25_P,Uni_oth_Inst_F_Pt_stu_st_ns_M,Uni_oth_Inst_F_Pt_stu_st_ns_F,Uni_oth_Inst_F_Pt_stu_st_ns_P,Uni_oth_Inst_Tot_M,Uni_oth_Inst_Tot_F,Uni_oth_Inst_Tot_P,Oth_type_Edu_inst_Ftime_stu_M,Oth_type_Edu_inst_Ftime_stu_F,Oth_type_Edu_inst_Ftime_stu_P,Oth_type_Edu_inst_Ptime_stu_M,Oth_type_Edu_inst_Ptime_stu_F,Oth_type_Edu_inst_Ptime_stu_P,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_M,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_F,Ot_ty_Ed_ins_F_Pt_Stu_st_ns_P,Oth_type_educ_institut_Tot_M,Oth_type_educ_institut_Tot_F,Oth_type_educ_institut_Tot_P,Type_educ_institution_ns_M,Type_educ_institution_ns_F,Type_educ_institution_ns_P,OS_visitors_M,OS_visitors_F,OS_visitors_P,Tot_M,Tot_F,Tot_P
POA5265,4,0,4,26,24,55,0,0,0,0,0,0,32,25,58,13,3,16,0,0,0,3,7,13,15,9,24,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,23,24,52,0,0,0,73,72,149
POA5266,10,6,10,30,23,55,0,0,0,0,0,0,30,23,55,11,10,17,0,0,0,4,0,4,14,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,14,40,0,0,0,76,68,141
POA5267,12,14,24,122,114,238,0,0,0,0,0,3,125,119,238,50,53,98,0,0,0,0,4,4,51,54,106,0,0,0,0,0,0,4,8,13,4,12,15,0,0,0,8,21,29,0,3,3,0,0,0,0,5,3,0,6,7,0,0,0,0,17,17,0,0,0,0,4,4,0,0,0,0,4,4,83,67,153,3,4,8,281,304,583
POA5268,17,28,45,154,146,298,0,0,0,0,4,4,154,148,301,95,90,186,0,0,0,0,4,3,96,98,188,0,4,4,4,4,9,8,6,16,7,16,26,0,0,0,24,31,56,3,6,13,0,4,4,3,3,6,3,11,11,0,0,0,11,22,30,3,0,3,3,3,9,0,0,0,9,3,17,204,173,375,5,11,16,516,506,1025
POA5269,0,0,3,17,13,27,0,0,0,0,0,0,17,13,27,12,5,13,0,0,0,0,0,0,12,5,13,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,22,0,0,0,39,35,71
POA5270,0,4,5,37,24,61,0,0,0,0,0,0,37,24,61,17,22,42,0,0,0,3,0,3,20,22,40,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,0,0,0,0,4,3,0,0,0,0,4,3,19,15,32,0,0,0,78,72,150
POA5271,58,53,115,326,275,607,4,17,21,65,59,121,398,355,751,162,151,311,25,22,42,13,12,27,200,181,383,3,0,5,3,12,15,12,5,15,18,34,49,0,0,0,33,53,82,3,9,13,5,7,10,5,10,10,7,30,34,0,0,0,23,56,70,5,3,6,16,22,33,0,0,0,19,23,46,229,211,446,51,30,77,1008,963,1965
POA5272,6,3,3,53,28,80,0,0,0,0,0,0,55,28,82,26,15,43,0,0,0,0,3,3,26,18,42,0,0,0,0,0,0,0,0,4,0,8,9,0,0,0,0,10,9,0,3,3,0,0,0,0,0,0,0,5,5,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,10,28,41,0,0,0,96,95,188
POA5273,0,0,0,15,0,12,0,0,0,0,0,0,15,0,12,0,3,6,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,18,7,24
POA5275,11,7,18,95,79,176,0,0,0,3,0,3,101,81,181,56,46,101,0,0,0,0,0,0,59,46,104,3,6,7,0,3,3,8,3,11,0,8,9,0,0,0,10,16,25,0,5,4,0,3,3,0,0,0,5,0,5,0,0,0,6,9,15,0,0,0,0,7,11,0,0,0,0,7,11,84,96,178,4,10,18,277,270,541
POA5276,11,4,8,35,32,71,0,0,0,0,0,0,35,32,71,27,17,40,0,0,0,0,0,0,26,17,44,0,0,0,0,0,0,0,4,4,4,3,7,0,0,0,9,3,9,3,0,3,0,6,6,0,0,0,0,5,4,0,0,0,0,10,9,0,0,0,0,3,3,0,0,0,0,4,4,58,60,114,15,23,45,154,160,310
POA5277,18,22,39,110,92,201,37,30,68,4,5,8,145,126,275,55,36,92,13,24,41,8,3,11,81,65,143,0,0,0,3,3,10,7,13,15,6,5,15,0,0,0,16,20,40,0,11,10,3,3,6,7,0,7,5,10,15,0,0,0,18,26,39,4,3,7,3,9,11,0,0,0,8,6,13,91,76,168,32,16,41,405,355,760
POA5278,10,3,11,11,17,28,6,6,12,0,0,0,20,17,44,10,3,10,5,0,10,0,0,0,19,3,20,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,3,3,3,0,0,0,3,3,5,14,16,25,4,0,4,74,51,125
POA5279,0,0,3,26,23,41,3,4,3,0,0,0,28,27,48,9,19,29,3,0,3,3,0,4,15,16,28,0,0,0,0,0,0,3,0,3,0,10,10,0,0,0,4,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,44,0,0,0,65,82,149
POA5280,34,45,76,231,226,461,97,90,189,6,3,13,341,323,663,151,123,280,54,66,121,12,5,14,215,195,413,19,9,25,0,10,10,30,16,45,13,36,44,0,0,0,61,77,136,3,14,19,3,21,24,3,0,3,4,26,30,0,0,0,11,59,72,0,4,5,5,16,22,0,0,0,5,21,25,269,300,562,9,14,20,950,1025,1976
POA5290,165,139,307,930,903,1834,237,195,425,115,108,231,1287,1205,2486,530,565,1099,134,135,267,75,78,147,735,771,1514,23,37,68,31,73,106,55,72,128,57,127,184,0,4,4,171,321,490,61,110,171,21,70,89,12,20,27,54,119,174,0,0,0,142,316,462,23,25,47,37,69,103,3,0,3,56,94,157,770,818,1587,53,48,98,3379,3711,7092
POA5291,64,44,103,366,319,683,100,88,187,48,38,90,509,446,961,180,205,384,72,79,154,23,32,59,278,313,591,7,5,14,0,5,11,39,24,61,15,41,59,0,0,0,62,75,143,7,28,41,4,13,24,3,9,10,11,45,51,0,0,0,25,95,121,8,3,7,9,19,29,0,0,0,16,25,38,765,280,1044,11,10,23,1728,1292,3025
POA5301,9,4,10,27,25,58,0,0,0,8,0,4,33,26,65,15,8,25,0,0,0,3,3,7,18,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,4,7,16,17,39,0,3,7,78,73,152
POA5302,0,10,11,29,31,66,0,0,0,0,0,0,32,31,66,14,21,36,0,0,0,0,0,0,19,21,40,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,9,33,38,70,0,0,0,94,103,197
POA5303,3,0,3,9,10,16,0,0,0,0,0,0,9,10,16,7,0,13,0,0,0,0,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,21,10,11,21,38,43,80
POA5304,0,0,3,27,34,64,0,0,0,0,3,7,29,42,72,16,16,27,0,0,0,0,0,0,20,16,31,0,0,0,3,0,3,0,3,3,0,0,3,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,29,65,8,23,37,101,115,216
POA5306,0,0,0,10,0,10,0,0,0,0,0,0,10,0,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,14,10,26
POA5307,0,3,6,28,24,52,0,0,0,0,0,0,28,24,52,13,15,25,0,0,0,0,3,4,15,14,32,0,0,0,0,0,0,0,5,5,4,4,7,0,0,0,4,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,23,23,45,0,0,0,71,74,140
POA5308,0,3,4,16,3,23,0,0,0,0,0,0,16,3,23,0,6,3,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,20,15,38
POA5309,0,0,0,3,7,11,0,0,0,0,0,0,10,7,13,0,4,8,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,19,0,0,0,23,20,41
POA5310,0,0,0,0,5,11,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,4,12,15
POA5311,0,0,0,10,4,15,0,0,0,7,13,18,17,14,33,16,23,37,0,0,0,0,0,0,16,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19,0,0,0,45,54,102
POA5320,3,3,7,10,20,29,0,0,0,3,4,5,13,21,32,12,9,16,0,0,0,0,0,0,7,9,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,3,0,0,0,0,3,3,21,15,35,0,0,0,52,51,105
POA5321,0,0,0,9,5,14,0,0,0,3,3,4,8,7,17,7,4,15,0,0,0,0,0,0,7,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225,17,244,3,0,3,258,30,281
POA5322,0,3,5,26,25,57,0,0,0,12,12,26,42,42,76,30,26,54,0,0,0,0,0,0,27,26,55,3,0,3,0,3,6,3,0,3,0,0,0,0,0,0,9,5,12,0,3,4,0,0,0,0,0,0,0,3,3,0,0,0,0,9,9,0,0,0,3,0,6,0,0,0,3,0,6,42,38,82,9,3,16,134,121,257
POA5330,15,13,31,119,93,213,6,4,7,23,44,67,154,137,288,93,97,191,0,0,0,0,0,3,93,101,193,3,3,5,3,4,5,11,4,11,9,16,18,0,0,0,24,23,42,3,8,5,0,3,8,0,0,0,6,5,12,0,0,0,9,21,29,4,4,10,4,4,12,0,0,0,8,14,22,136,134,269,7,10,16,441,443,886
POA5331,3,5,4,20,8,26,0,0,3,0,0,0,16,13,30,8,11,21,0,0,0,0,0,0,6,11,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37,4,3,12,51,53,106
POA5332,5,0,5,14,29,40,0,0,0,0,0,4,13,30,44,13,8,19,0,0,0,0,0,0,13,8,19,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,20,34,0,0,0,47,61,113
POA5333,30,28,61,196,166,366,33,32,59,41,51,94,264,252,516,172,188,364,0,0,0,0,0,0,174,189,361,0,5,7,3,6,7,18,7,23,7,30,42,0,0,0,29,50,80,7,15,22,0,12,12,3,4,6,10,20,27,0,0,0,16,44,66,3,3,8,4,10,17,0,0,0,11,15,24,148,159,303,20,22,39,695,759,1458
POA5340,4,3,13,52,41,89,18,16,30,4,0,6,70,60,125,28,37,56,0,0,0,3,0,3,26,37,65,0,0,0,0,4,4,4,3,8,4,3,8,0,0,0,13,9,25,10,3,10,0,0,0,0,0,0,0,4,4,0,0,0,12,9,18,0,0,0,3,0,0,0,0,0,3,0,0,78,56,135,126,73,193,326,247,571
POA5341,46,41,90,243,236,476,75,62,142,11,4,19,331,310,640,208,220,424,0,0,0,3,3,9,210,223,437,10,10,16,6,12,17,16,15,27,23,34,54,0,0,0,48,68,120,11,18,26,3,17,16,0,4,5,4,15,24,0,0,0,21,46,65,4,5,13,13,21,30,0,0,0,13,25,39,353,326,678,42,41,87,1068,1084,2152
POA5342,0,7,7,44,51,96,0,3,9,8,7,14,56,62,117,49,29,78,0,0,0,0,7,9,48,35,83,3,0,4,0,0,0,0,0,0,6,3,4,0,0,0,8,9,15,0,4,8,0,0,3,0,0,0,0,3,4,0,0,0,3,10,15,0,3,3,0,0,0,0,0,0,0,5,5,25,25,49,4,0,7,145,149,289
POA5343,27,26,55,157,145,305,47,40,83,28,21,46,230,205,437,142,131,273,0,0,0,0,0,0,142,129,272,9,8,21,5,7,13,16,5,19,10,15,30,0,0,0,41,34,78,3,18,20,9,8,11,0,4,4,11,25,32,0,0,0,20,47,64,0,4,7,12,11,22,0,0,0,13,12,25,215,209,423,34,27,62,722,697,1418
POA5344,6,3,9,50,23,71,11,8,15,3,9,7,59,35,97,39,31,65,0,0,0,0,0,0,39,31,65,0,0,0,0,0,0,0,3,0,0,4,7,0,0,0,3,7,17,0,8,8,0,0,0,0,0,0,0,3,4,0,0,0,4,8,16,0,0,3,3,3,7,0,0,0,0,7,6,52,42,95,0,0,0,167,139,305
POA5345,15,19,35,134,111,246,19,15,40,5,9,16,164,135,297,95,84,177,0,0,0,0,0,5,92,91,183,0,3,4,0,11,11,7,11,14,10,8,21,0,0,0,19,29,55,7,4,11,3,8,10,0,0,0,6,13,17,0,0,0,13,22,38,3,0,3,0,9,9,0,0,0,4,12,16,136,156,295,10,26,39,467,482,944
POA5346,0,0,0,15,15,31,0,0,3,0,0,0,21,14,35,9,12,22,0,0,0,0,0,0,9,12,22,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,13,38,0,0,3,52,48,104
POA5350,4,3,3,14,10,26,6,3,7,13,11,27,34,26,58,4,3,12,7,6,15,3,7,19,17,20,40,0,3,3,0,0,0,4,0,7,0,3,6,0,0,0,3,9,12,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,4,8,11,0,0,0,0,0,0,0,0,0,0,0,0,21,11,33,0,0,3,82,79,165
POA5351,50,26,84,181,146,323,13,14,25,122,118,248,317,277,592,84,86,165,33,26,54,78,84,164,194,191,387,9,4,14,4,11,10,21,12,29,18,18,33,0,0,0,46,45,93,23,40,68,9,11,26,0,14,11,13,28,48,0,0,0,52,99,156,5,4,3,4,10,15,0,0,0,6,14,22,192,192,390,3,11,9,864,863,1731
POA5352,39,27,64,131,116,252,0,5,4,117,96,213,251,214,466,70,53,124,4,0,4,80,80,159,154,136,285,3,3,9,4,7,12,14,6,17,13,23,31,0,0,0,33,31,69,20,22,38,3,8,12,3,4,7,22,28,41,0,0,0,47,60,106,3,0,7,10,12,26,0,0,0,14,19,34,227,197,427,33,39,76,802,723,1527
POA5353,29,26,54,120,117,243,0,0,0,60,54,111,185,169,359,84,70,152,0,0,0,23,33,54,104,102,209,0,3,4,0,4,4,17,11,30,7,18,23,0,0,0,27,38,57,7,15,26,3,3,13,0,0,0,9,15,20,0,0,0,19,41,54,4,0,3,3,8,9,0,0,0,3,9,15,115,121,235,3,8,12,483,507,991
POA5354,0,3,3,5,3,15,0,0,0,0,0,0,5,3,15,7,3,9,0,0,0,0,3,3,7,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,18,11,34,3,4,11,38,38,77
POA5355,46,48,97,229,253,480,3,4,4,155,146,302,386,401,786,178,166,345,9,0,4,42,49,91,222,218,443,3,10,12,4,15,20,16,5,25,29,37,62,0,0,0,52,66,122,9,27,34,3,4,7,0,4,3,16,32,49,0,0,0,32,66,102,5,9,11,8,21,23,0,0,0,9,21,35,171,183,351,15,13,23,937,1019,1959
POA5356,3,3,6,36,23,51,0,0,0,7,7,18,44,25,68,24,29,50,0,0,0,5,0,5,29,29,53,0,0,0,0,0,3,0,0,0,3,7,7,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,3,19,21,44,3,3,3,104,96,202
POA5357,0,7,4,12,17,21,0,0,0,0,0,0,12,17,21,6,8,12,0,0,0,0,0,0,6,8,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,56,0,0,0,44,59,103
POA5360,8,6,13,43,32,79,3,0,3,14,19,37,60,53,114,22,33,57,0,0,0,9,10,22,38,43,77,0,0,0,0,3,3,7,0,5,5,0,3,0,0,0,11,6,15,10,4,16,0,3,3,0,0,0,0,9,7,0,0,0,12,13,25,0,0,0,0,0,0,0,0,0,0,3,4,22,26,46,3,0,3,154,147,308
POA5371,11,10,17,74,46,115,7,3,17,14,11,28,98,58,157,20,22,44,20,26,45,10,9,19,48,57,106,3,0,3,0,5,5,6,5,9,3,3,7,0,0,0,10,16,21,13,16,27,7,3,8,0,0,0,0,5,5,0,0,0,18,22,38,0,0,0,0,3,3,0,0,0,0,3,3,17,20,39,0,0,5,206,182,388
POA5372,10,12,27,145,110,252,3,3,10,10,11,21,159,125,285,55,47,102,14,6,17,6,6,8,72,57,131,6,3,3,0,4,9,8,9,18,7,15,21,0,0,0,26,24,53,3,18,18,0,4,4,0,3,4,6,16,16,0,0,0,10,41,50,3,3,3,0,9,4,0,0,0,3,7,13,60,59,119,0,3,3,342,328,670
POA5373,20,29,42,148,137,287,0,0,0,18,21,38,166,156,326,95,85,185,3,3,4,19,11,31,115,102,218,0,4,4,3,9,8,10,6,16,8,19,29,0,0,0,17,40,63,4,22,29,3,8,12,0,3,9,0,15,12,0,0,0,16,45,63,0,3,3,3,10,18,0,0,0,3,13,23,107,106,209,5,14,18,452,506,960
POA5374,7,10,15,21,24,42,0,0,0,32,46,76,49,69,117,40,36,78,0,0,0,15,9,28,60,44,105,0,0,0,0,0,0,12,0,12,3,5,11,0,0,0,14,11,19,5,4,8,0,0,0,0,0,0,0,4,4,0,0,0,7,9,14,0,0,0,0,3,4,0,0,0,0,3,4,52,43,98,0,4,4,186,186,378
POA5381,0,5,6,8,12,17,0,0,0,7,6,11,12,15,25,13,10,25,0,0,0,0,3,3,13,16,29,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,36,0,0,0,51,51,100
POA5400,9,8,14,34,27,58,12,3,13,13,6,23,51,39,95,11,11,26,3,11,13,3,3,7,18,24,42,0,0,0,0,0,3,0,0,0,3,5,10,0,0,0,3,12,12,34,89,122,7,16,25,0,0,0,3,0,5,0,0,0,43,107,147,0,0,0,0,5,7,0,0,0,0,3,8,22,26,49,0,5,8,147,220,371
POA5401,7,7,16,39,28,65,0,0,3,8,3,10,51,31,78,19,8,27,0,0,0,0,8,17,22,22,44,3,3,9,0,0,0,0,3,3,3,4,5,0,0,0,5,7,16,4,0,4,0,0,0,0,0,0,0,5,5,0,0,0,4,8,10,0,0,0,0,4,5,0,0,0,0,4,5,32,43,75,0,0,4,128,126,256
POA5410,0,0,5,10,14,28,0,0,0,0,0,0,13,14,27,0,8,11,0,3,3,3,3,5,0,13,17,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,3,5,5,0,3,3,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,19,34,0,0,0,35,61,94
POA5411,3,3,7,17,13,36,0,0,0,4,5,7,19,19,36,7,10,19,0,0,0,0,4,3,7,17,24,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,15,14,33,0,0,0,49,63,110
POA5412,10,3,10,43,38,83,0,0,0,0,0,3,50,38,84,26,19,49,0,0,0,11,12,22,36,33,73,0,0,0,0,4,4,0,3,4,3,3,8,0,0,0,3,12,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9,6,0,0,0,0,4,4,0,0,0,0,4,7,30,31,59,0,4,4,128,129,258
POA5413,4,6,13,37,31,61,0,0,0,9,8,12,38,34,75,11,20,28,0,0,0,10,6,11,20,25,43,0,0,0,0,4,4,0,0,0,4,0,8,0,0,0,3,5,13,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,3,4,28,27,60,0,0,0,99,107,205
POA5414,0,0,4,5,5,9,0,0,0,0,0,0,5,5,9,3,3,9,0,3,3,0,0,0,3,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,7,22,0,0,0,26,26,49
POA5415,0,0,0,3,3,11,0,0,4,3,0,4,8,4,17,3,3,10,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,0,0,0,22,29,48
POA5416,0,0,3,4,4,12,0,7,3,4,3,9,8,18,26,10,9,21,0,0,0,0,0,0,10,9,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,16,0,0,0,30,40,74
POA5417,9,6,20,49,71,120,3,5,9,8,3,11,54,81,134,25,41,65,0,0,0,0,0,0,25,44,68,0,0,0,0,0,0,0,4,3,3,14,16,0,0,0,8,14,23,0,8,8,0,0,0,0,0,0,0,10,9,0,0,0,0,20,21,0,0,0,0,5,5,0,0,0,0,5,5,74,76,149,3,5,4,183,246,426
POA5418,0,0,0,7,6,11,0,0,0,0,0,0,7,6,11,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,13,14,27
POA5419,0,0,0,3,4,8,0,0,0,0,0,0,3,4,11,4,5,11,0,0,0,0,0,0,4,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,10,19,32
POA5420,0,3,3,0,0,3,0,0,0,0,0,0,0,4,4,4,3,9,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,11,16,26
POA5421,0,0,0,3,4,7,0,0,0,0,0,0,3,4,7,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,27,0,0,0,18,23,44
POA5422,5,3,9,20,36,59,35,23,57,0,0,0,54,59,114,43,34,78,0,0,0,4,0,4,47,34,76,3,0,3,3,3,5,3,5,5,5,10,13,0,0,0,15,14,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,3,3,0,0,0,0,3,3,84,83,162,10,3,9,207,205,420
POA5431,4,3,7,39,32,71,0,0,0,0,0,0,39,32,71,24,34,53,0,0,0,0,0,0,24,34,53,0,0,0,0,0,0,6,0,6,3,6,12,0,0,0,7,10,17,0,0,3,0,0,0,0,0,0,0,4,4,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,48,53,98,5,0,7,131,138,263
