"","POA_CODE_2016","class","total"
"3632","5346","CF_ChU15_a_Total_F",27
"3633","5350","CF_ChU15_a_Total_F",44
"3634","5351","CF_ChU15_a_Total_F",516
"3635","5352","CF_ChU15_a_Total_F",375
"3636","5353","CF_ChU15_a_Total_F",264
"3637","5354","CF_ChU15_a_Total_F",11
"3638","5355","CF_ChU15_a_Total_F",613
"3639","5356","CF_ChU15_a_Total_F",60
"3640","5357","CF_ChU15_a_Total_F",22
"3641","5360","CF_ChU15_a_Total_F",114
"3642","5371","CF_ChU15_a_Total_F",129
"3643","5372","CF_ChU15_a_Total_F",222
"3644","5373","CF_ChU15_a_Total_F",236
"3645","5374","CF_ChU15_a_Total_F",99
"3646","5381","CF_ChU15_a_Total_F",26
"3647","5400","CF_ChU15_a_Total_F",83
"3648","5401","CF_ChU15_a_Total_F",64
"3649","5410","CF_ChU15_a_Total_F",18
"3650","5411","CF_ChU15_a_Total_F",29
"3651","5412","CF_ChU15_a_Total_F",53
"3652","5413","CF_ChU15_a_Total_F",54
"3653","5414","CF_ChU15_a_Total_F",5
"3654","5415","CF_ChU15_a_Total_F",16
"3655","5416","CF_ChU15_a_Total_F",19
"3656","5417","CF_ChU15_a_Total_F",97
"3657","5418","CF_ChU15_a_Total_F",5
"3658","5419","CF_ChU15_a_Total_F",14
"3659","5420","CF_ChU15_a_Total_F",7
"3660","5421","CF_ChU15_a_Total_F",7
"3661","5422","CF_ChU15_a_Total_F",71
"3662","5431","CF_ChU15_a_Total_F",52
"3663","5432","CF_ChU15_a_Total_F",12
"3664","5433","CF_ChU15_a_Total_F",71
"3665","5434","CF_ChU15_a_Total_F",26
"3666","5440","CF_ChU15_a_Total_F",17
"3667","5451","CF_ChU15_a_Total_F",45
"3668","5452","CF_ChU15_a_Total_F",35
"3669","5453","CF_ChU15_a_Total_F",365
"3670","5454","CF_ChU15_a_Total_F",31
"3671","5455","CF_ChU15_a_Total_F",7
"3672","5460","CF_ChU15_a_Total_F",49
"3673","5461","CF_ChU15_a_Total_F",187
"3674","5462","CF_ChU15_a_Total_F",49
"3675","5464","CF_ChU15_a_Total_F",53
"3676","5470","CF_ChU15_a_Total_F",5
"3677","5471","CF_ChU15_a_Total_F",5
"3678","5472","CF_ChU15_a_Total_F",9
"3679","5473","CF_ChU15_a_Total_F",46
"3680","5480","CF_ChU15_a_Total_F",58
"3681","5481","CF_ChU15_a_Total_F",32
"3682","5482","CF_ChU15_a_Total_F",39
"3683","5483","CF_ChU15_a_Total_F",24
"3684","5485","CF_ChU15_a_Total_F",41
"3685","5490","CF_ChU15_a_Total_F",11
"3686","5491","CF_ChU15_a_Total_F",129
"3687","5493","CF_ChU15_a_Total_F",4
"3688","5495","CF_ChU15_a_Total_F",17
"3689","5501","CF_ChU15_a_Total_F",594
"3690","5502","CF_ChU15_a_Total_F",122
"3691","5510","CF_ChU15_a_Total_F",7
"3692","5520","CF_ChU15_a_Total_F",34
"3693","5521","CF_ChU15_a_Total_F",9
"3694","5522","CF_ChU15_a_Total_F",71
"3695","5523","CF_ChU15_a_Total_F",127
"3696","5540","CF_ChU15_a_Total_F",936
"3697","5550","CF_ChU15_a_Total_F",69
"3698","5552","CF_ChU15_a_Total_F",32
"3699","5554","CF_ChU15_a_Total_F",342
"3700","5555","CF_ChU15_a_Total_F",24
"3701","5556","CF_ChU15_a_Total_F",201
"3702","5558","CF_ChU15_a_Total_F",250
"3703","5560","CF_ChU15_a_Total_F",35
"3704","5570","CF_ChU15_a_Total_F",20
"3705","5571","CF_ChU15_a_Total_F",89
"3706","5572","CF_ChU15_a_Total_F",10
"3707","5573","CF_ChU15_a_Total_F",128
"3708","5575","CF_ChU15_a_Total_F",126
"3709","5576","CF_ChU15_a_Total_F",63
"3710","5577","CF_ChU15_a_Total_F",22
"3711","5580","CF_ChU15_a_Total_F",29
"3712","5581","CF_ChU15_a_Total_F",19
"3713","5582","CF_ChU15_a_Total_F",20
"3714","5583","CF_ChU15_a_Total_F",36
"3715","5600","CF_ChU15_a_Total_F",456
"3716","5601","CF_ChU15_a_Total_F",26
"3717","5602","CF_ChU15_a_Total_F",86
"3718","5603","CF_ChU15_a_Total_F",32
"3719","5604","CF_ChU15_a_Total_F",7
"3720","5605","CF_ChU15_a_Total_F",100
"3721","5606","CF_ChU15_a_Total_F",1008
"3722","5607","CF_ChU15_a_Total_F",416
"3723","5608","CF_ChU15_a_Total_F",776
"3724","5609","CF_ChU15_a_Total_F",197
"3725","5630","CF_ChU15_a_Total_F",11
"3726","5631","CF_ChU15_a_Total_F",95
"3727","5632","CF_ChU15_a_Total_F",26
"3728","5633","CF_ChU15_a_Total_F",29
"3729","5640","CF_ChU15_a_Total_F",72
"3730","5641","CF_ChU15_a_Total_F",94
"3731","5642","CF_ChU15_a_Total_F",29
"3732","5650","CF_ChU15_a_Total_F",13
"3733","5651","CF_ChU15_a_Total_F",5
"3734","5652","CF_ChU15_a_Total_F",65
"3735","5653","CF_ChU15_a_Total_F",5
"3736","5654","CF_ChU15_a_Total_F",15
"3737","5655","CF_ChU15_a_Total_F",9
"3738","5660","CF_ChU15_a_Total_F",3
"3739","5661","CF_ChU15_a_Total_F",10
"3740","5670","CF_ChU15_a_Total_F",45
"3741","5671","CF_ChU15_a_Total_F",10
"3742","5680","CF_ChU15_a_Total_F",152
"3743","5690","CF_ChU15_a_Total_F",277
"3744","5700","CF_ChU15_a_Total_F",665
"3745","5701","CF_ChU15_a_Total_F",0
"3746","5710","CF_ChU15_a_Total_F",198
"3747","5713","CF_ChU15_a_Total_F",0
"3748","5715","CF_ChU15_a_Total_F",7
"3749","5717","CF_ChU15_a_Total_F",0
"3750","5719","CF_ChU15_a_Total_F",0
"3751","5720","CF_ChU15_a_Total_F",6
"3752","5722","CF_ChU15_a_Total_F",14
"3753","5723","CF_ChU15_a_Total_F",92
"3754","5724","CF_ChU15_a_Total_F",26
"3755","5725","CF_ChU15_a_Total_F",435
"3756","5730","CF_ChU15_a_Total_F",3
"3757","5731","CF_ChU15_a_Total_F",24
"3758","5732","CF_ChU15_a_Total_F",7
"3759","5733","CF_ChU15_a_Total_F",12
"3760","5734","CF_ChU15_a_Total_F",15
"3761","5950","CF_ChU15_a_Total_F",0
"3762","5960","CF_ChU15_a_Total_F",0
"3763","5000","CF_ChU15_a_Total_P",1205
"3764","5005","CF_ChU15_a_Total_P",0
"3765","5006","CF_ChU15_a_Total_P",879
"3766","5007","CF_ChU15_a_Total_P",1389
"3767","5008","CF_ChU15_a_Total_P",3823
"3768","5009","CF_ChU15_a_Total_P",1473
"3769","5010","CF_ChU15_a_Total_P",1908
"3770","5011","CF_ChU15_a_Total_P",3721
"3771","5012","CF_ChU15_a_Total_P",3794
"3772","5013","CF_ChU15_a_Total_P",2634
"3773","5014","CF_ChU15_a_Total_P",2975
"3774","5015","CF_ChU15_a_Total_P",1229
"3775","5016","CF_ChU15_a_Total_P",2361
"3776","5017","CF_ChU15_a_Total_P",1144
"3777","5018","CF_ChU15_a_Total_P",1282
"3778","5019","CF_ChU15_a_Total_P",2183
"3779","5020","CF_ChU15_a_Total_P",848
"3780","5021","CF_ChU15_a_Total_P",1248
"3781","5022","CF_ChU15_a_Total_P",4664
"3782","5023","CF_ChU15_a_Total_P",4271
"3783","5024","CF_ChU15_a_Total_P",4113
"3784","5025","CF_ChU15_a_Total_P",2495
"3785","5031","CF_ChU15_a_Total_P",2449
"3786","5032","CF_ChU15_a_Total_P",3890
"3787","5033","CF_ChU15_a_Total_P",2165
"3788","5034","CF_ChU15_a_Total_P",3116
"3789","5035","CF_ChU15_a_Total_P",1758
"3790","5037","CF_ChU15_a_Total_P",3095
"3791","5038","CF_ChU15_a_Total_P",4346
"3792","5039","CF_ChU15_a_Total_P",2723
"3793","5040","CF_ChU15_a_Total_P",648
"3794","5041","CF_ChU15_a_Total_P",4805
"3795","5042","CF_ChU15_a_Total_P",3048
"3796","5043","CF_ChU15_a_Total_P",4517
"3797","5044","CF_ChU15_a_Total_P",3049
"3798","5045","CF_ChU15_a_Total_P",3584
"3799","5046","CF_ChU15_a_Total_P",2276
"3800","5047","CF_ChU15_a_Total_P",2258
"3801","5048","CF_ChU15_a_Total_P",3898
"3802","5049","CF_ChU15_a_Total_P",2984
"3803","5050","CF_ChU15_a_Total_P",1608
"3804","5051","CF_ChU15_a_Total_P",5464
"3805","5052","CF_ChU15_a_Total_P",2148
"3806","5061","CF_ChU15_a_Total_P",2978
"3807","5062","CF_ChU15_a_Total_P",5014
"3808","5063","CF_ChU15_a_Total_P",3662
"3809","5064","CF_ChU15_a_Total_P",3095
"3810","5065","CF_ChU15_a_Total_P",3495
"3811","5066","CF_ChU15_a_Total_P",4371
"3812","5067","CF_ChU15_a_Total_P",2356
"3813","5068","CF_ChU15_a_Total_P",3438
"3814","5069","CF_ChU15_a_Total_P",2533
"3815","5070","CF_ChU15_a_Total_P",3904
"3816","5072","CF_ChU15_a_Total_P",3925
"3817","5073","CF_ChU15_a_Total_P",4931
"3818","5074","CF_ChU15_a_Total_P",3948
"3819","5075","CF_ChU15_a_Total_P",3178
"3820","5076","CF_ChU15_a_Total_P",2954
"3821","5081","CF_ChU15_a_Total_P",2634
"3822","5082","CF_ChU15_a_Total_P",4946
"3823","5083","CF_ChU15_a_Total_P",2537
"3824","5084","CF_ChU15_a_Total_P",2911
"3825","5085","CF_ChU15_a_Total_P",6864
"3826","5086","CF_ChU15_a_Total_P",5315
"3827","5087","CF_ChU15_a_Total_P",3535
"3828","5088","CF_ChU15_a_Total_P",955
"3829","5089","CF_ChU15_a_Total_P",2234
"3830","5090","CF_ChU15_a_Total_P",1985
"3831","5091","CF_ChU15_a_Total_P",2455
"3832","5092","CF_ChU15_a_Total_P",5654
"3833","5093","CF_ChU15_a_Total_P",2749
"3834","5094","CF_ChU15_a_Total_P",282
"3835","5095","CF_ChU15_a_Total_P",7196
"3836","5096","CF_ChU15_a_Total_P",4349
"3837","5097","CF_ChU15_a_Total_P",4038
"3838","5098","CF_ChU15_a_Total_P",3809
"3839","5106","CF_ChU15_a_Total_P",0
"3840","5107","CF_ChU15_a_Total_P",6104
"3841","5108","CF_ChU15_a_Total_P",13012
"3842","5109","CF_ChU15_a_Total_P",6147
"3843","5110","CF_ChU15_a_Total_P",3276
"3844","5111","CF_ChU15_a_Total_P",0
"3845","5112","CF_ChU15_a_Total_P",5023
"3846","5113","CF_ChU15_a_Total_P",4414
"3847","5114","CF_ChU15_a_Total_P",12062
"3848","5115","CF_ChU15_a_Total_P",3724
"3849","5116","CF_ChU15_a_Total_P",2760
"3850","5117","CF_ChU15_a_Total_P",1413
"3851","5118","CF_ChU15_a_Total_P",5597
"3852","5120","CF_ChU15_a_Total_P",705
"3853","5121","CF_ChU15_a_Total_P",508
"3854","5125","CF_ChU15_a_Total_P",6739
"3855","5126","CF_ChU15_a_Total_P",2460
"3856","5127","CF_ChU15_a_Total_P",2253
"3857","5131","CF_ChU15_a_Total_P",315
"3858","5132","CF_ChU15_a_Total_P",162
"3859","5133","CF_ChU15_a_Total_P",131
"3860","5134","CF_ChU15_a_Total_P",142
"3861","5136","CF_ChU15_a_Total_P",208
"3862","5137","CF_ChU15_a_Total_P",189
"3863","5138","CF_ChU15_a_Total_P",110
"3864","5139","CF_ChU15_a_Total_P",97
"3865","5140","CF_ChU15_a_Total_P",193
"3866","5141","CF_ChU15_a_Total_P",230
"3867","5142","CF_ChU15_a_Total_P",205
"3868","5144","CF_ChU15_a_Total_P",120
"3869","5150","CF_ChU15_a_Total_P",11
"3870","5151","CF_ChU15_a_Total_P",131
"3871","5152","CF_ChU15_a_Total_P",2375
"3872","5153","CF_ChU15_a_Total_P",2252
"3873","5154","CF_ChU15_a_Total_P",1306
"3874","5155","CF_ChU15_a_Total_P",1462
"3875","5156","CF_ChU15_a_Total_P",353
"3876","5157","CF_ChU15_a_Total_P",933
"3877","5158","CF_ChU15_a_Total_P",8956
"3878","5159","CF_ChU15_a_Total_P",10920
"3879","5160","CF_ChU15_a_Total_P",3
"3880","5161","CF_ChU15_a_Total_P",3153
"3881","5162","CF_ChU15_a_Total_P",10061
"3882","5163","CF_ChU15_a_Total_P",3677
"3883","5164","CF_ChU15_a_Total_P",1146
"3884","5165","CF_ChU15_a_Total_P",1147
"3885","5166","CF_ChU15_a_Total_P",373
"3886","5167","CF_ChU15_a_Total_P",1569
"3887","5168","CF_ChU15_a_Total_P",1605
"3888","5169","CF_ChU15_a_Total_P",5720
"3889","5170","CF_ChU15_a_Total_P",351
"3890","5171","CF_ChU15_a_Total_P",1858
"3891","5172","CF_ChU15_a_Total_P",1341
"3892","5173","CF_ChU15_a_Total_P",4309
"3893","5174","CF_ChU15_a_Total_P",921
"3894","5201","CF_ChU15_a_Total_P",616
"3895","5202","CF_ChU15_a_Total_P",306
"3896","5203","CF_ChU15_a_Total_P",305
"3897","5204","CF_ChU15_a_Total_P",499
"3898","5210","CF_ChU15_a_Total_P",626
"3899","5211","CF_ChU15_a_Total_P",3117
"3900","5212","CF_ChU15_a_Total_P",365
"3901","5213","CF_ChU15_a_Total_P",347
"3902","5214","CF_ChU15_a_Total_P",1571
"3903","5220","CF_ChU15_a_Total_P",56
"3904","5221","CF_ChU15_a_Total_P",63
"3905","5222","CF_ChU15_a_Total_P",116
"3906","5223","CF_ChU15_a_Total_P",984
"3907","5231","CF_ChU15_a_Total_P",403
"3908","5232","CF_ChU15_a_Total_P",101
"3909","5233","CF_ChU15_a_Total_P",450
"3910","5234","CF_ChU15_a_Total_P",472
"3911","5235","CF_ChU15_a_Total_P",730
"3912","5236","CF_ChU15_a_Total_P",80
"3913","5237","CF_ChU15_a_Total_P",83
"3914","5238","CF_ChU15_a_Total_P",878
"3915","5240","CF_ChU15_a_Total_P",165
"3916","5241","CF_ChU15_a_Total_P",881
"3917","5242","CF_ChU15_a_Total_P",508
"3918","5243","CF_ChU15_a_Total_P",198
"3919","5244","CF_ChU15_a_Total_P",1413
"3920","5245","CF_ChU15_a_Total_P",922
"3921","5250","CF_ChU15_a_Total_P",1432
"3922","5251","CF_ChU15_a_Total_P",4911
"3923","5252","CF_ChU15_a_Total_P",2553
"3924","5253","CF_ChU15_a_Total_P",4677
"3925","5254","CF_ChU15_a_Total_P",783
"3926","5255","CF_ChU15_a_Total_P",2939
"3927","5256","CF_ChU15_a_Total_P",244
"3928","5259","CF_ChU15_a_Total_P",284
"3929","5260","CF_ChU15_a_Total_P",399
"3930","5261","CF_ChU15_a_Total_P",121
"3931","5262","CF_ChU15_a_Total_P",142
"3932","5263","CF_ChU15_a_Total_P",29
"3933","5264","CF_ChU15_a_Total_P",281
"3934","5265","CF_ChU15_a_Total_P",158
"3935","5266","CF_ChU15_a_Total_P",242
"3936","5267","CF_ChU15_a_Total_P",715
"3937","5268","CF_ChU15_a_Total_P",1102
"3938","5269","CF_ChU15_a_Total_P",78
"3939","5270","CF_ChU15_a_Total_P",232
"3940","5271","CF_ChU15_a_Total_P",2473
"3941","5272","CF_ChU15_a_Total_P",233
"3942","5273","CF_ChU15_a_Total_P",55
"3943","5275","CF_ChU15_a_Total_P",644
"3944","5276","CF_ChU15_a_Total_P",269
"3945","5277","CF_ChU15_a_Total_P",927
"3946","5278","CF_ChU15_a_Total_P",129
"3947","5279","CF_ChU15_a_Total_P",143
"3948","5280","CF_ChU15_a_Total_P",2064
"3949","5290","CF_ChU15_a_Total_P",7518
"3950","5291","CF_ChU15_a_Total_P",3291
"3951","5301","CF_ChU15_a_Total_P",186
"3952","5302","CF_ChU15_a_Total_P",260
"3953","5303","CF_ChU15_a_Total_P",78
"3954","5304","CF_ChU15_a_Total_P",217
"3955","5306","CF_ChU15_a_Total_P",18
"3956","5307","CF_ChU15_a_Total_P",150
"3957","5308","CF_ChU15_a_Total_P",58
"3958","5309","CF_ChU15_a_Total_P",41
"3959","5310","CF_ChU15_a_Total_P",16
"3960","5311","CF_ChU15_a_Total_P",144
"3961","5320","CF_ChU15_a_Total_P",76
"3962","5321","CF_ChU15_a_Total_P",50
"3963","5322","CF_ChU15_a_Total_P",247
"3964","5330","CF_ChU15_a_Total_P",962
"3965","5331","CF_ChU15_a_Total_P",108
"3966","5332","CF_ChU15_a_Total_P",98
"3967","5333","CF_ChU15_a_Total_P",1698
"3968","5340","CF_ChU15_a_Total_P",392
"3969","5341","CF_ChU15_a_Total_P",2059
"3970","5342","CF_ChU15_a_Total_P",306
"3971","5343","CF_ChU15_a_Total_P",1239
"3972","5344","CF_ChU15_a_Total_P",306
"3973","5345","CF_ChU15_a_Total_P",912
"3974","5346","CF_ChU15_a_Total_P",104
"3975","5350","CF_ChU15_a_Total_P",179
"3976","5351","CF_ChU15_a_Total_P",2111
"3977","5352","CF_ChU15_a_Total_P",1524
"3978","5353","CF_ChU15_a_Total_P",1085
"3979","5354","CF_ChU15_a_Total_P",54
"3980","5355","CF_ChU15_a_Total_P",2513
"3981","5356","CF_ChU15_a_Total_P",250
"3982","5357","CF_ChU15_a_Total_P",86
"3983","5360","CF_ChU15_a_Total_P",462
"3984","5371","CF_ChU15_a_Total_P",548
"3985","5372","CF_ChU15_a_Total_P",936
"3986","5373","CF_ChU15_a_Total_P",1000
"3987","5374","CF_ChU15_a_Total_P",440
"3988","5381","CF_ChU15_a_Total_P",109
"3989","5400","CF_ChU15_a_Total_P",341
"3990","5401","CF_ChU15_a_Total_P",264
"3991","5410","CF_ChU15_a_Total_P",80
"3992","5411","CF_ChU15_a_Total_P",126
"3993","5412","CF_ChU15_a_Total_P",233
"3994","5413","CF_ChU15_a_Total_P",234
"3995","5414","CF_ChU15_a_Total_P",33
"3996","5415","CF_ChU15_a_Total_P",67
"3997","5416","CF_ChU15_a_Total_P",77
"3998","5417","CF_ChU15_a_Total_P",424
"3999","5418","CF_ChU15_a_Total_P",25
"4000","5419","CF_ChU15_a_Total_P",66
"4001","5420","CF_ChU15_a_Total_P",30
"4002","5421","CF_ChU15_a_Total_P",23
"4003","5422","CF_ChU15_a_Total_P",293
"4004","5431","CF_ChU15_a_Total_P",237
"4005","5432","CF_ChU15_a_Total_P",34
"4006","5433","CF_ChU15_a_Total_P",279
"4007","5434","CF_ChU15_a_Total_P",104
"4008","5440","CF_ChU15_a_Total_P",61
"4009","5451","CF_ChU15_a_Total_P",179
"4010","5452","CF_ChU15_a_Total_P",166
"4011","5453","CF_ChU15_a_Total_P",1477
"4012","5454","CF_ChU15_a_Total_P",118
"4013","5455","CF_ChU15_a_Total_P",30
"4014","5460","CF_ChU15_a_Total_P",217
"4015","5461","CF_ChU15_a_Total_P",794
"4016","5462","CF_ChU15_a_Total_P",220
"4017","5464","CF_ChU15_a_Total_P",225
"4018","5470","CF_ChU15_a_Total_P",27
"4019","5471","CF_ChU15_a_Total_P",33
"4020","5472","CF_ChU15_a_Total_P",38
"4021","5473","CF_ChU15_a_Total_P",204
"4022","5480","CF_ChU15_a_Total_P",253
"4023","5481","CF_ChU15_a_Total_P",131
"4024","5482","CF_ChU15_a_Total_P",153
"4025","5483","CF_ChU15_a_Total_P",117
"4026","5485","CF_ChU15_a_Total_P",159
"4027","5490","CF_ChU15_a_Total_P",51
"4028","5491","CF_ChU15_a_Total_P",552
"4029","5493","CF_ChU15_a_Total_P",12
"4030","5495","CF_ChU15_a_Total_P",78
"4031","5501","CF_ChU15_a_Total_P",2473
"4032","5502","CF_ChU15_a_Total_P",508
"4033","5510","CF_ChU15_a_Total_P",33
"4034","5520","CF_ChU15_a_Total_P",134
"4035","5521","CF_ChU15_a_Total_P",51
"4036","5522","CF_ChU15_a_Total_P",271
"4037","5523","CF_ChU15_a_Total_P",557
"4038","5540","CF_ChU15_a_Total_P",3871
"4039","5550","CF_ChU15_a_Total_P",294
"4040","5552","CF_ChU15_a_Total_P",126
"4041","5554","CF_ChU15_a_Total_P",1434
"4042","5555","CF_ChU15_a_Total_P",110
"4043","5556","CF_ChU15_a_Total_P",805
"4044","5558","CF_ChU15_a_Total_P",1002
"4045","5560","CF_ChU15_a_Total_P",143
"4046","5570","CF_ChU15_a_Total_P",66
"4047","5571","CF_ChU15_a_Total_P",377
"4048","5572","CF_ChU15_a_Total_P",39
"4049","5573","CF_ChU15_a_Total_P",556
"4050","5575","CF_ChU15_a_Total_P",531
"4051","5576","CF_ChU15_a_Total_P",270
"4052","5577","CF_ChU15_a_Total_P",111
"4053","5580","CF_ChU15_a_Total_P",112
"4054","5581","CF_ChU15_a_Total_P",73
"4055","5582","CF_ChU15_a_Total_P",87
"4056","5583","CF_ChU15_a_Total_P",167
"4057","5600","CF_ChU15_a_Total_P",1801
"4058","5601","CF_ChU15_a_Total_P",121
"4059","5602","CF_ChU15_a_Total_P",371
"4060","5603","CF_ChU15_a_Total_P",147
"4061","5604","CF_ChU15_a_Total_P",22
"4062","5605","CF_ChU15_a_Total_P",400
"4063","5606","CF_ChU15_a_Total_P",4026
"4064","5607","CF_ChU15_a_Total_P",1676
"4065","5608","CF_ChU15_a_Total_P",3158
"4066","5609","CF_ChU15_a_Total_P",773
"4067","5630","CF_ChU15_a_Total_P",55
"4068","5631","CF_ChU15_a_Total_P",393
"4069","5632","CF_ChU15_a_Total_P",121
"4070","5633","CF_ChU15_a_Total_P",106
"4071","5640","CF_ChU15_a_Total_P",308
"4072","5641","CF_ChU15_a_Total_P",402
"4073","5642","CF_ChU15_a_Total_P",112
"4074","5650","CF_ChU15_a_Total_P",69
"4075","5651","CF_ChU15_a_Total_P",33
"4076","5652","CF_ChU15_a_Total_P",271
"4077","5653","CF_ChU15_a_Total_P",37
"4078","5654","CF_ChU15_a_Total_P",81
"4079","5655","CF_ChU15_a_Total_P",49
"4080","5660","CF_ChU15_a_Total_P",20
"4081","5661","CF_ChU15_a_Total_P",57
"4082","5670","CF_ChU15_a_Total_P",175
"4083","5671","CF_ChU15_a_Total_P",45
"4084","5680","CF_ChU15_a_Total_P",647
"4085","5690","CF_ChU15_a_Total_P",1125
"4086","5700","CF_ChU15_a_Total_P",2701
"4087","5701","CF_ChU15_a_Total_P",0
"4088","5710","CF_ChU15_a_Total_P",773
"4089","5713","CF_ChU15_a_Total_P",5
"4090","5715","CF_ChU15_a_Total_P",19
"4091","5717","CF_ChU15_a_Total_P",3
"4092","5719","CF_ChU15_a_Total_P",6
"4093","5720","CF_ChU15_a_Total_P",18
"4094","5722","CF_ChU15_a_Total_P",64
"4095","5723","CF_ChU15_a_Total_P",360
"4096","5724","CF_ChU15_a_Total_P",106
"4097","5725","CF_ChU15_a_Total_P",1778
"4098","5730","CF_ChU15_a_Total_P",18
"4099","5731","CF_ChU15_a_Total_P",84
"4100","5732","CF_ChU15_a_Total_P",33
"4101","5733","CF_ChU15_a_Total_P",41
"4102","5734","CF_ChU15_a_Total_P",49
"4103","5950","CF_ChU15_a_Total_P",0
"4104","5960","CF_ChU15_a_Total_P",0
"4105","5000","CF_no_ChU15_a_DSs_a_NdCh_F",14
"4106","5005","CF_no_ChU15_a_DSs_a_NdCh_F",0
"4107","5006","CF_no_ChU15_a_DSs_a_NdCh_F",17
"4108","5007","CF_no_ChU15_a_DSs_a_NdCh_F",23
"4109","5008","CF_no_ChU15_a_DSs_a_NdCh_F",82
"4110","5009","CF_no_ChU15_a_DSs_a_NdCh_F",34
"4111","5010","CF_no_ChU15_a_DSs_a_NdCh_F",28
"4112","5011","CF_no_ChU15_a_DSs_a_NdCh_F",76
"4113","5012","CF_no_ChU15_a_DSs_a_NdCh_F",77
"4114","5013","CF_no_ChU15_a_DSs_a_NdCh_F",60
"4115","5014","CF_no_ChU15_a_DSs_a_NdCh_F",78
"4116","5015","CF_no_ChU15_a_DSs_a_NdCh_F",25
"4117","5016","CF_no_ChU15_a_DSs_a_NdCh_F",60
"4118","5017","CF_no_ChU15_a_DSs_a_NdCh_F",16
"4119","5018","CF_no_ChU15_a_DSs_a_NdCh_F",46
"4120","5019","CF_no_ChU15_a_DSs_a_NdCh_F",45
"4121","5020","CF_no_ChU15_a_DSs_a_NdCh_F",27
"4122","5021","CF_no_ChU15_a_DSs_a_NdCh_F",47
"4123","5022","CF_no_ChU15_a_DSs_a_NdCh_F",140
"4124","5023","CF_no_ChU15_a_DSs_a_NdCh_F",106
"4125","5024","CF_no_ChU15_a_DSs_a_NdCh_F",136
"4126","5025","CF_no_ChU15_a_DSs_a_NdCh_F",65
"4127","5031","CF_no_ChU15_a_DSs_a_NdCh_F",45
"4128","5032","CF_no_ChU15_a_DSs_a_NdCh_F",108
"4129","5033","CF_no_ChU15_a_DSs_a_NdCh_F",36
"4130","5034","CF_no_ChU15_a_DSs_a_NdCh_F",74
"4131","5035","CF_no_ChU15_a_DSs_a_NdCh_F",25
"4132","5037","CF_no_ChU15_a_DSs_a_NdCh_F",65
"4133","5038","CF_no_ChU15_a_DSs_a_NdCh_F",82
"4134","5039","CF_no_ChU15_a_DSs_a_NdCh_F",50
"4135","5040","CF_no_ChU15_a_DSs_a_NdCh_F",21
"4136","5041","CF_no_ChU15_a_DSs_a_NdCh_F",90
"4137","5042","CF_no_ChU15_a_DSs_a_NdCh_F",56
"4138","5043","CF_no_ChU15_a_DSs_a_NdCh_F",103
"4139","5044","CF_no_ChU15_a_DSs_a_NdCh_F",76
"4140","5045","CF_no_ChU15_a_DSs_a_NdCh_F",80
"4141","5046","CF_no_ChU15_a_DSs_a_NdCh_F",45
"4142","5047","CF_no_ChU15_a_DSs_a_NdCh_F",47
"4143","5048","CF_no_ChU15_a_DSs_a_NdCh_F",95
"4144","5049","CF_no_ChU15_a_DSs_a_NdCh_F",55
"4145","5050","CF_no_ChU15_a_DSs_a_NdCh_F",43
"4146","5051","CF_no_ChU15_a_DSs_a_NdCh_F",137
"4147","5052","CF_no_ChU15_a_DSs_a_NdCh_F",62
"4148","5061","CF_no_ChU15_a_DSs_a_NdCh_F",73
"4149","5062","CF_no_ChU15_a_DSs_a_NdCh_F",143
"4150","5063","CF_no_ChU15_a_DSs_a_NdCh_F",68
"4151","5064","CF_no_ChU15_a_DSs_a_NdCh_F",83
"4152","5065","CF_no_ChU15_a_DSs_a_NdCh_F",78
"4153","5066","CF_no_ChU15_a_DSs_a_NdCh_F",116
"4154","5067","CF_no_ChU15_a_DSs_a_NdCh_F",28
"4155","5068","CF_no_ChU15_a_DSs_a_NdCh_F",86
"4156","5069","CF_no_ChU15_a_DSs_a_NdCh_F",44
"4157","5070","CF_no_ChU15_a_DSs_a_NdCh_F",89
"4158","5072","CF_no_ChU15_a_DSs_a_NdCh_F",95
"4159","5073","CF_no_ChU15_a_DSs_a_NdCh_F",132
"4160","5074","CF_no_ChU15_a_DSs_a_NdCh_F",91
"4161","5075","CF_no_ChU15_a_DSs_a_NdCh_F",98
"4162","5076","CF_no_ChU15_a_DSs_a_NdCh_F",129
"4163","5081","CF_no_ChU15_a_DSs_a_NdCh_F",62
"4164","5082","CF_no_ChU15_a_DSs_a_NdCh_F",108
"4165","5083","CF_no_ChU15_a_DSs_a_NdCh_F",48
"4166","5084","CF_no_ChU15_a_DSs_a_NdCh_F",54
"4167","5085","CF_no_ChU15_a_DSs_a_NdCh_F",81
"4168","5086","CF_no_ChU15_a_DSs_a_NdCh_F",84
"4169","5087","CF_no_ChU15_a_DSs_a_NdCh_F",45
"4170","5088","CF_no_ChU15_a_DSs_a_NdCh_F",16
"4171","5089","CF_no_ChU15_a_DSs_a_NdCh_F",60
"4172","5090","CF_no_ChU15_a_DSs_a_NdCh_F",39
"4173","5091","CF_no_ChU15_a_DSs_a_NdCh_F",62
"4174","5092","CF_no_ChU15_a_DSs_a_NdCh_F",117
"4175","5093","CF_no_ChU15_a_DSs_a_NdCh_F",55
"4176","5094","CF_no_ChU15_a_DSs_a_NdCh_F",5
"4177","5095","CF_no_ChU15_a_DSs_a_NdCh_F",128
